,earthquake_male,earthquake_female,tuple,average_male,average_female,female-male
37,0.81097114,0.72023004,"('fake', 'genuine')",0.8109711,0.72023,-0.0907411
38,-0.058593147,-0.17831707,"('untruthful', 'truthful')",-0.0585931,-0.1783171,-0.119724
39,0.23733282,0.31723082,"('exploitative', 'cooperative')",0.2373328,0.3172308,0.079898
40,-1.8788248,-1.9589994,"('stingy', 'generous')",-1.8788248,-1.9589994,-0.0801746
41,-0.15543199,-0.31220624,"('unforgiving', 'forgiving')",-0.155432,-0.3122062,-0.1567742
42,-2.853731,-2.7367594,"('unreliable', 'reliable')",-2.8537309,-2.7367594,0.1169715
43,0.9448983,0.9828443,"('irresponsible', 'responsible')",0.9448983,0.9828443,0.037946
44,-1.5315493,-1.4177194,"('prejudiced', 'unprejudiced')",-1.5315493,-1.4177194,0.1138299
45,-0.14870086,-0.12496989,"('incompetent', 'competent')",-0.1487009,-0.1249699,0.023731
46,-0.6044082,-0.3835188,"('uncompetitive', 'competitive')",-0.6044082,-0.3835188,0.2208894
47,4.798937,4.7543774,"('stupid', 'smart')",4.7989368,4.7543774,-0.0445594
48,0.930609,0.95395625,"('unintelligent', 'intelligent')",0.930609,0.9539562,0.0233472
49,-0.12009064,-0.06294877,"('unable', 'able')",-0.1200906,-0.0629488,0.0571418
50,-1.1882539,-1.3383216,"('clumsy', 'skillful')",-1.1882539,-1.3383216,-0.1500677
51,0.62898976,0.6964762,"('uneducated', 'educated')",0.6289898,0.6964762,0.0674864
52,-0.79989576,-1.0918337,"('irrational', 'rational')",-0.7998958,-1.0918337,-0.2919379
53,0.057075936,-0.12063059,"('uncreative', 'creative')",0.0570759,-0.1206306,-0.1777065
54,0.6251751,0.55019677,"('incapable', 'capable')",0.6251751,0.5501968,-0.0749783
55,0.47274923,0.7106248,"('incompetent', 'clever')",0.4727492,0.7106248,0.2378756
56,1.3513143,1.4465926,"('impractical', 'practical')",1.3513143,1.4465926,0.0952783
57,-2.5387273,-2.4186811,"('unimaginative', 'imaginative')",-2.5387273,-2.4186811,0.1200462
58,-0.27008396,-0.29874024,"('undiscriminating', 'discriminating')",-0.270084,-0.2987402,-0.0286562
59,-0.25917193,-0.4877002,"('foolish', 'wise')",-0.2591719,-0.4877002,-0.2285283
60,0.6244505,0.90546423,"('inefficient', 'efficient')",0.6244505,0.9054642,0.2810137
61,0.42521316,0.2961882,"('illogical', 'logical')",0.4252132,0.2961882,-0.129025
62,0.6652176,0.85401165,"('incompetent', 'brilliant')",0.6652176,0.8540117,0.1887941
63,0.20166759,0.20807725,"('unperceptive', 'insightful')",0.2016676,0.2080773,0.0064097
64,-5.9430413,-5.7211523,"('shy', 'confident')",-5.9430413,-5.7211523,0.221889
65,-0.43993923,-0.20379815,"('insecure', 'secure')",-0.4399392,-0.2037981,0.2361411
66,-0.27543384,-0.3764898,"('inactive', 'active')",-0.2754338,-0.3764898,-0.101056
67,-0.019472964,-0.009392895,"('doubtful', 'determined')",-0.019473,-0.0093929,0.0100801
68,-1.1729102,-1.2249426,"('dependent', 'independent')",-1.1729102,-1.2249426,-0.0520324
69,-2.301968,-2.5313818,"('lazy', 'industrious')",-2.3019681,-2.5313818,-0.2294137
70,0.79283035,0.95603853,"('lethargic', 'energetic')",0.7928303,0.9560385,0.1632082
71,0.37461114,0.26971984,"('diffident', 'self-confident')",0.3746111,0.2697198,-0.1048913
72,0.91879475,1.0137337,"('unambitious', 'ambitious')",0.9187948,1.0137337,0.0949389
73,-3.3362336,-3.2784529,"('helpless', 'self-reliant')",-3.3362336,-3.2784529,0.0577807
74,0.40303922,0.3625894,"('undedicated', 'dedicated')",0.4030392,0.3625894,-0.0404498
75,-1.3122882,-1.3453184,"('meek', 'impulsive')",-1.3122882,-1.3453184,-0.0330302
76,0.25443354,0.41392714,"('anxious', 'daring')",0.2544335,0.4139271,0.1594936
77,-1.1033294,-0.95764744,"('unmotivated', 'motivated')",-1.1033294,-0.9576474,0.145682
78,-0.63370967,-0.636718,"('nonresilient', 'resilient')",-0.6337097,-0.636718,-0.0030083
79,-0.5382086,-0.7718719,"('wavering', 'unwavering')",-0.5382086,-0.7718719,-0.2336633
80,-0.07656124,0.07933839,"('dominated', 'dominating')",-0.0765612,0.0793384,0.1558996
81,0.5860125,0.930271,"('submissive', 'aggressive')",0.5860125,0.930271,0.3442585
82,5.6701064,5.5946503,"('poor', 'rich')",5.6701064,5.5946503,-0.0754561
83,-0.5404611,-0.48610023,"('powerless', 'powerful')",-0.5404611,-0.4861002,0.0543609
84,0.27569798,0.19014171,"('inferior', 'superior')",0.275698,0.1901417,-0.0855563
85,-0.66133064,-1.1157552,"('insignificant', 'prestigious')",-0.6613306,-1.1157552,-0.4544246
86,0.9906516,1.0262009,"('uninfluential', 'influential')",0.9906516,1.0262009,0.0355493
87,-0.071513906,-0.08705562,"('unsuccessful', 'successful')",-0.0715139,-0.0870556,-0.0155417
88,0.8857325,0.75664353,"('low', 'eminent')",0.8857325,0.7566435,-0.129089
