,nonbeliever_male,nonbeliever_female,tuple,average_male,average_female,female-male
26,-0.24839708,-0.4819653,"('hardhearted', 'benevolent')",-0.2483971,-0.4819653,-0.2335682
27,-0.37276465,-0.28122634,"('hardhearted', 'softhearted')",-0.3727646,-0.2812263,0.0915383
28,-0.58090556,-0.71136296,"('disloyal', 'loyal')",-0.5809056,-0.711363,-0.1304574
29,0.04532433,0.14200237,"('unfair', 'fair')",0.0453243,0.1420024,0.0966781
30,-0.72227156,-0.79340386,"('intolerant', 'tolerant')",-0.7222716,-0.7934039,-0.0711323
31,-0.27595422,-0.3413441,"('evil', 'good')",-0.2759542,-0.3413441,-0.0653899
32,-0.2603308,-0.2777955,"('unkind', 'kind')",-0.2603308,-0.2777955,-0.0174647
33,1.1007373,1.122428,"('wrong', 'right')",1.1007373,1.1224281,0.0216908
34,0.5039841,0.6057824,"('mean', 'honorable')",0.5039841,0.6057824,0.1017983
35,2.3185828,2.4049,"('corrupt', 'incorrupt')",2.3185828,2.4049001,0.0863173
36,0.32191023,0.34180504,"('hostile', 'amicable')",0.3219102,0.341805,0.0198948
37,0.3560958,0.40897042,"('fake', 'genuine')",0.3560958,0.4089704,0.0528746
38,-0.2984196,-0.26384413,"('untruthful', 'truthful')",-0.2984196,-0.2638441,0.0345755
39,0.6053494,0.57562464,"('exploitative', 'cooperative')",0.6053494,0.5756246,-0.0297248
40,-0.7059485,-0.7534363,"('stingy', 'generous')",-0.7059485,-0.7534363,-0.0474878
41,-1.4342115,-1.5649184,"('unforgiving', 'forgiving')",-1.4342115,-1.5649184,-0.1307069
42,0.4160979,0.45127472,"('unreliable', 'reliable')",0.4160979,0.4512747,0.0351768
43,-0.9109783,-1.0029814,"('irresponsible', 'responsible')",-0.9109783,-1.0029814,-0.0920031
44,1.1969403,1.2252495,"('prejudiced', 'unprejudiced')",1.1969403,1.2252495,0.0283092
45,-1.7559625,-1.8111209,"('incompetent', 'competent')",-1.7559625,-1.8111209,-0.0551584
46,-2.170674,-2.2048395,"('uncompetitive', 'competitive')",-2.1706741,-2.2048395,-0.0341654
47,-0.24664226,-0.33626196,"('stupid', 'smart')",-0.2466423,-0.336262,-0.0896197
48,-2.3294122,-2.4392433,"('unintelligent', 'intelligent')",-2.3294122,-2.4392433,-0.1098311
49,-0.36815792,-0.19009224,"('unable', 'able')",-0.3681579,-0.1900922,0.1780657
50,0.5679499,0.7561703,"('clumsy', 'skillful')",0.5679499,0.7561703,0.1882204
51,-1.3017387,-1.228674,"('uneducated', 'educated')",-1.3017387,-1.2286741,0.0730646
52,-0.5550397,-0.60711235,"('irrational', 'rational')",-0.5550397,-0.6071123,-0.0520726
53,-1.1982901,-1.1445234,"('uncreative', 'creative')",-1.1982901,-1.1445234,0.0537667
54,-0.08057533,0.0128608495,"('incapable', 'capable')",-0.0805753,0.0128608,0.0934361
55,-2.1072679,-2.1561825,"('incompetent', 'clever')",-2.1072679,-2.1561825,-0.0489146
56,0.00988251,-0.033618495,"('impractical', 'practical')",0.0098825,-0.0336185,-0.043501
57,-2.3874986,-2.497794,"('unimaginative', 'imaginative')",-2.3874986,-2.4977939,-0.1102953
58,-1.3009044,-1.3535768,"('undiscriminating', 'discriminating')",-1.3009044,-1.3535768,-0.0526724
59,0.4704434,0.50517523,"('foolish', 'wise')",0.4704434,0.5051752,0.0347318
60,-0.69477534,-0.6812071,"('inefficient', 'efficient')",-0.6947753,-0.6812071,0.0135682
61,-0.9001114,-0.9298581,"('illogical', 'logical')",-0.9001114,-0.9298581,-0.0297467
62,-0.9683938,-0.9197013,"('incompetent', 'brilliant')",-0.9683938,-0.9197013,0.0486925
63,-2.3568366,-2.4216664,"('unperceptive', 'insightful')",-2.3568366,-2.4216664,-0.0648298
64,-1.1091629,-1.2151595,"('shy', 'confident')",-1.1091629,-1.2151595,-0.1059966
65,-1.2144336,-1.3743844,"('insecure', 'secure')",-1.2144336,-1.3743844,-0.1599508
66,0.008807177,-0.07809379,"('inactive', 'active')",0.0088072,-0.0780938,-0.086901
67,1.1708759,1.1626397,"('doubtful', 'determined')",1.1708759,1.1626397,-0.0082362
68,-0.8513272,-0.6555156,"('dependent', 'independent')",-0.8513272,-0.6555156,0.1958116
69,2.0035918,2.0944426,"('lazy', 'industrious')",2.0035918,2.0944426,0.0908508
70,-0.5123324,-0.49086598,"('lethargic', 'energetic')",-0.5123324,-0.490866,0.0214664
71,0.25795496,0.31747222,"('diffident', 'self-confident')",0.257955,0.3174722,0.0595172
72,-0.81817734,-0.75681394,"('unambitious', 'ambitious')",-0.8181773,-0.7568139,0.0613634
73,0.9125325,1.0054947,"('helpless', 'self-reliant')",0.9125325,1.0054947,0.0929622
74,-0.62461215,-0.5979656,"('undedicated', 'dedicated')",-0.6246122,-0.5979656,0.0266466
75,0.63655555,0.7925946,"('meek', 'impulsive')",0.6365556,0.7925946,0.156039
76,-0.39264116,-0.39396888,"('anxious', 'daring')",-0.3926412,-0.3939689,-0.0013277
77,-0.7367043,-0.67095023,"('unmotivated', 'motivated')",-0.7367043,-0.6709502,0.0657541
78,-1.4721897,-1.3887031,"('nonresilient', 'resilient')",-1.4721897,-1.3887031,0.0834866
79,1.1651798,1.2281231,"('wavering', 'unwavering')",1.1651798,1.2281231,0.0629433
80,0.29384768,0.2192698,"('dominated', 'dominating')",0.2938477,0.2192698,-0.0745779
81,-0.9003056,-1.1530147,"('submissive', 'aggressive')",-0.9003056,-1.1530147,-0.2527091
82,-0.3559553,-0.23740989,"('poor', 'rich')",-0.3559553,-0.2374099,0.1185454
83,-0.4937842,-0.5595476,"('powerless', 'powerful')",-0.4937842,-0.5595476,-0.0657634
84,0.91226304,0.9469506,"('inferior', 'superior')",0.912263,0.9469506,0.0346876
85,0.1104489,0.068744935,"('insignificant', 'prestigious')",0.1104489,0.0687449,-0.041704
86,-2.5764632,-2.6662674,"('uninfluential', 'influential')",-2.5764632,-2.6662674,-0.0898042
87,-0.060550686,-0.120465815,"('unsuccessful', 'successful')",-0.0605507,-0.1204658,-0.0599151
88,-0.28812402,-0.27199996,"('low', 'eminent')",-0.288124,-0.272,0.016124
