,grasshopper_male,grasshopper_female,tuple,average_male,average_female,female-male
69,-1.5422276,-1.7061187,"('lazy', 'industrious')",-1.5422276,-1.7061187,-0.1638911
70,0.846543,0.9628086,"('lethargic', 'energetic')",0.846543,0.9628086,0.1162656
71,0.1092882,0.026587889,"('diffident', 'self-confident')",0.1092882,0.0265879,-0.0827003
72,-0.29285195,-0.18447134,"('unambitious', 'ambitious')",-0.292852,-0.1844713,0.1083807
73,-1.288388,-1.2004038,"('helpless', 'self-reliant')",-1.288388,-1.2004038,0.0879842
74,0.39368138,0.3362751,"('undedicated', 'dedicated')",0.3936814,0.3362751,-0.0574063
75,-0.28301308,-0.28086117,"('meek', 'impulsive')",-0.2830131,-0.2808612,0.0021519
76,0.6218826,0.90356445,"('anxious', 'daring')",0.6218826,0.9035645,0.2816819
77,-0.9028717,-0.85243434,"('unmotivated', 'motivated')",-0.9028717,-0.8524343,0.0504374
78,-0.8890471,-0.63019294,"('nonresilient', 'resilient')",-0.8890471,-0.6301929,0.2588542
79,-1.1921946,-1.3082194,"('wavering', 'unwavering')",-1.1921946,-1.3082194,-0.1160248
80,1.2232215,1.3827678,"('dominated', 'dominating')",1.2232215,1.3827678,0.1595463
81,0.965112,1.1511619,"('submissive', 'aggressive')",0.965112,1.1511619,0.1860499
82,1.402667,1.5475637,"('poor', 'rich')",1.402667,1.5475637,0.1448967
83,0.12150501,-0.027246527,"('powerless', 'powerful')",0.121505,-0.0272465,-0.1487515
84,-0.10980967,-0.19236043,"('inferior', 'superior')",-0.1098097,-0.1923604,-0.0825507
85,-1.5459694,-1.6334311,"('insignificant', 'prestigious')",-1.5459694,-1.6334311,-0.0874617
86,0.003616456,-0.5129976,"('uninfluential', 'influential')",0.0036165,-0.5129976,-0.5166141
87,0.17340101,0.40692076,"('unsuccessful', 'successful')",0.173401,0.4069208,0.2335198
88,-0.24336196,-0.13237326,"('low', 'eminent')",-0.243362,-0.1323733,0.1109887
