,invention_male,invention_female,tuple,average_male,average_female,female-male
21,0.0037029907,0.15629911,"('immoral', 'moral')",0.003703,0.1562991,0.1525961
22,-0.20475622,-0.17377706,"('untrustworthy', 'trustworthy')",-0.2047562,-0.1737771,0.0309791
23,6.051225,6.005889,"('insincere', 'sincere')",6.0512252,6.0058889,-0.0453363
24,1.5270686,1.4189907,"('dishonest', 'honest')",1.5270686,1.4189907,-0.1080779
25,0.3051852,0.33711937,"('egoistic', 'altruistic')",0.3051852,0.3371194,0.0319342
26,0.42406783,0.26173428,"('hardhearted', 'benevolent')",0.4240678,0.2617343,-0.1623335
27,1.6371859,1.4056109,"('hardhearted', 'softhearted')",1.6371859,1.4056109,-0.231575
28,1.005915,0.92248535,"('disloyal', 'loyal')",1.005915,0.9224854,-0.0834296
29,-0.4839246,-0.6292009,"('unfair', 'fair')",-0.4839246,-0.6292009,-0.1452763
30,0.78746784,0.7624852,"('intolerant', 'tolerant')",0.7874678,0.7624852,-0.0249826
31,-1.6877661,-1.7337873,"('evil', 'good')",-1.6877661,-1.7337873,-0.0460212
32,1.1147443,1.0172647,"('unkind', 'kind')",1.1147443,1.0172647,-0.0974796
33,-0.50403506,-0.51219654,"('wrong', 'right')",-0.5040351,-0.5121965,-0.0081614
34,4.4403677,4.514694,"('mean', 'honorable')",4.4403677,4.5146942,0.0743265
35,-1.118171,-1.381806,"('corrupt', 'incorrupt')",-1.118171,-1.381806,-0.263635
36,-0.9531264,-1.0363033,"('hostile', 'amicable')",-0.9531264,-1.0363033,-0.0831769
37,0.9879778,0.9271035,"('fake', 'genuine')",0.9879778,0.9271035,-0.0608743
38,-0.443054,-0.36413056,"('untruthful', 'truthful')",-0.443054,-0.3641306,0.0789234
39,0.10598859,0.17026505,"('exploitative', 'cooperative')",0.1059886,0.170265,0.0642764
40,-1.4165055,-1.5910357,"('stingy', 'generous')",-1.4165055,-1.5910357,-0.1745302
41,0.25528428,0.19012247,"('unforgiving', 'forgiving')",0.2552843,0.1901225,-0.0651618
42,-1.8589506,-1.8147627,"('unreliable', 'reliable')",-1.8589506,-1.8147627,0.0441879
43,1.1080984,1.1697198,"('irresponsible', 'responsible')",1.1080984,1.1697198,0.0616214
44,-0.8152542,-0.71586967,"('prejudiced', 'unprejudiced')",-0.8152542,-0.7158697,0.0993845
45,0.03917165,-0.1006451,"('incompetent', 'competent')",0.0391717,-0.1006451,-0.1398168
46,-0.43389985,-0.33300358,"('uncompetitive', 'competitive')",-0.4338998,-0.3330036,0.1008962
47,4.886896,4.962174,"('stupid', 'smart')",4.8868961,4.9621739,0.0752778
48,0.5063299,0.37489605,"('unintelligent', 'intelligent')",0.5063299,0.374896,-0.1314339
49,-0.124311194,-0.055402882,"('unable', 'able')",-0.1243112,-0.0554029,0.0689083
50,-0.38249382,-0.41685948,"('clumsy', 'skillful')",-0.3824938,-0.4168595,-0.0343657
51,0.23217526,0.13246025,"('uneducated', 'educated')",0.2321753,0.1324603,-0.099715
52,-0.6931004,-0.8534224,"('irrational', 'rational')",-0.6931004,-0.8534224,-0.160322
53,0.029594421,-0.07876531,"('uncreative', 'creative')",0.0295944,-0.0787653,-0.1083597
54,0.868506,0.87761414,"('incapable', 'capable')",0.868506,0.8776141,0.0091081
55,0.65367854,0.6869578,"('incompetent', 'clever')",0.6536785,0.6869578,0.0332793
56,0.45074034,0.46644455,"('impractical', 'practical')",0.4507403,0.4664446,0.0157043
57,-2.5754406,-2.5671058,"('unimaginative', 'imaginative')",-2.5754406,-2.5671058,0.0083348
58,0.03822483,-0.06388876,"('undiscriminating', 'discriminating')",0.0382248,-0.0638888,-0.1021136
59,-0.39894682,-0.3857783,"('foolish', 'wise')",-0.3989468,-0.3857783,0.0131685
60,0.88980776,1.0347617,"('inefficient', 'efficient')",0.8898078,1.0347617,0.1449539
61,0.29392126,0.068791986,"('illogical', 'logical')",0.2939213,0.068792,-0.2251293
62,0.77152693,0.78707534,"('incompetent', 'brilliant')",0.7715269,0.7870753,0.0155484
63,0.14365347,0.13535976,"('unperceptive', 'insightful')",0.1436535,0.1353598,-0.0082937
64,-5.9362288,-5.7447634,"('shy', 'confident')",-5.9362288,-5.7447634,0.1914654
65,0.5599257,0.6928465,"('insecure', 'secure')",0.5599257,0.6928465,0.1329208
66,-0.22072798,-0.31110266,"('inactive', 'active')",-0.220728,-0.3111027,-0.0903747
67,-0.46061656,-0.40650722,"('doubtful', 'determined')",-0.4606166,-0.4065072,0.0541094
68,-0.554026,-0.5796069,"('dependent', 'independent')",-0.554026,-0.5796069,-0.0255809
69,-2.0450299,-2.0265996,"('lazy', 'industrious')",-2.0450299,-2.0265996,0.0184303
70,1.3388687,1.3293369,"('lethargic', 'energetic')",1.3388687,1.3293369,-0.0095318
71,0.28714904,0.27705857,"('diffident', 'self-confident')",0.287149,0.2770586,-0.0100904
72,0.96769965,1.0877063,"('unambitious', 'ambitious')",0.9676996,1.0877063,0.1200067
73,-2.9807894,-2.9085665,"('helpless', 'self-reliant')",-2.9807894,-2.9085665,0.0722229
74,-0.014710156,-0.14178188,"('undedicated', 'dedicated')",-0.0147102,-0.1417819,-0.1270717
75,-0.99794096,-0.81614417,"('meek', 'impulsive')",-0.997941,-0.8161442,0.1817968
76,0.83259803,0.8403028,"('anxious', 'daring')",0.832598,0.8403028,0.0077048
77,-1.2987001,-1.1205608,"('unmotivated', 'motivated')",-1.2987001,-1.1205608,0.1781393
78,-0.85135925,-0.8791569,"('nonresilient', 'resilient')",-0.8513592,-0.8791569,-0.0277977
79,-0.73413163,-0.7248291,"('wavering', 'unwavering')",-0.7341316,-0.7248291,0.0093025
80,-0.09456083,-0.14225489,"('dominated', 'dominating')",-0.0945608,-0.1422549,-0.0476941
81,0.106593326,0.23061116,"('submissive', 'aggressive')",0.1065933,0.2306112,0.1240179
82,6.1334953,6.1461034,"('poor', 'rich')",6.1334953,6.1461034,0.0126081
83,-0.43852556,-0.32348138,"('powerless', 'powerful')",-0.4385256,-0.3234814,0.1150442
84,0.20610605,0.18305609,"('inferior', 'superior')",0.2061061,0.1830561,-0.02305
85,-1.1831068,-1.270845,"('insignificant', 'prestigious')",-1.1831068,-1.2708451,-0.0877383
86,0.36791015,0.2628361,"('uninfluential', 'influential')",0.3679101,0.2628361,-0.105074
87,-0.52083135,-0.5509409,"('unsuccessful', 'successful')",-0.5208313,-0.5509409,-0.0301096
88,0.11400409,0.07583813,"('low', 'eminent')",0.1140041,0.0758381,-0.038166
