,affinity_male,affinity_female,tuple,average_male,average_female,female-male
77,-1.3077579,-1.1403357,"('unmotivated', 'motivated')",-1.3077579,-1.1403357,0.1674222
78,-0.51556,-0.49766585,"('nonresilient', 'resilient')",-0.51556,-0.4976659,0.0178941
79,-0.09792406,0.26471132,"('wavering', 'unwavering')",-0.0979241,0.2647113,0.3626354
80,-0.884124,-1.1248348,"('dominated', 'dominating')",-0.884124,-1.1248348,-0.2407108
81,-0.0726182,-0.08124965,"('submissive', 'aggressive')",-0.0726182,-0.0812496,-0.0086314
82,7.0110154,7.4230742,"('poor', 'rich')",7.0110154,7.4230742,0.4120588
83,-0.49586332,-0.5948119,"('powerless', 'powerful')",-0.4958633,-0.5948119,-0.0989486
84,0.62666315,0.6484144,"('inferior', 'superior')",0.6266631,0.6484144,0.0217513
85,-0.5869956,-0.50951,"('insignificant', 'prestigious')",-0.5869956,-0.50951,0.0774856
86,0.16954714,0.15394217,"('uninfluential', 'influential')",0.1695471,0.1539422,-0.0156049
87,-0.12915963,0.015611593,"('unsuccessful', 'successful')",-0.1291596,0.0156116,0.1447712
88,0.15580228,0.25913757,"('low', 'eminent')",0.1558023,0.2591376,0.1033353
