,guard_male,guard_female,tuple,average_male,average_female,female-male
75,-1.8145783,-1.7305444,"('meek', 'impulsive')",-1.8145783,-1.7305444,0.0840339
76,0.33800828,0.28680384,"('anxious', 'daring')",0.3380083,0.2868038,-0.0512045
77,-0.9385637,-0.76049244,"('unmotivated', 'motivated')",-0.9385637,-0.7604924,0.1780713
78,-0.13114358,-0.04721669,"('nonresilient', 'resilient')",-0.1311436,-0.0472167,0.0839269
79,-0.31428698,-0.40852198,"('wavering', 'unwavering')",-0.314287,-0.408522,-0.094235
80,0.12840514,0.042069744,"('dominated', 'dominating')",0.1284051,0.0420697,-0.0863354
81,0.7483261,0.6746989,"('submissive', 'aggressive')",0.7483261,0.6746989,-0.0736272
82,6.319101,6.4622126,"('poor', 'rich')",6.3191009,6.4622126,0.1431117
83,-0.6373095,-0.6999507,"('powerless', 'powerful')",-0.6373095,-0.6999507,-0.0626412
84,-0.1322062,-0.18701643,"('inferior', 'superior')",-0.1322062,-0.1870164,-0.0548102
85,-2.3094966,-2.2325046,"('insignificant', 'prestigious')",-2.3094966,-2.2325046,0.076992
86,0.614755,0.53739387,"('uninfluential', 'influential')",0.614755,0.5373939,-0.0773611
87,-0.2897159,-0.18270153,"('unsuccessful', 'successful')",-0.2897159,-0.1827015,0.1070144
88,-0.37304196,-0.30659708,"('low', 'eminent')",-0.373042,-0.3065971,0.0664449
