,windscreen_male,windscreen_female,tuple,average_male,average_female,female-male
70,-0.05408484,-0.15950465,"('lethargic', 'energetic')",-0.0540848,-0.1595047,-0.1054199
71,0.42917094,0.31055665,"('diffident', 'self-confident')",0.4291709,0.3105567,-0.1186142
72,-0.22571042,-0.34407496,"('unambitious', 'ambitious')",-0.2257104,-0.344075,-0.1183646
73,-1.0446914,-1.0058545,"('helpless', 'self-reliant')",-1.0446914,-1.0058545,0.0388369
74,-0.108566515,-0.06864018,"('undedicated', 'dedicated')",-0.1085665,-0.0686402,0.0399263
75,0.54965764,0.22119528,"('meek', 'impulsive')",0.5496576,0.2211953,-0.3284623
76,0.63674057,0.49792403,"('anxious', 'daring')",0.6367406,0.497924,-0.1388166
77,-1.0331421,-0.99549586,"('unmotivated', 'motivated')",-1.0331421,-0.9954959,0.0376462
78,0.10238519,0.28794676,"('nonresilient', 'resilient')",0.1023852,0.2879468,0.1855616
79,-0.5176109,-0.7397342,"('wavering', 'unwavering')",-0.5176109,-0.7397342,-0.2221233
80,1.0733087,1.1727304,"('dominated', 'dominating')",1.0733087,1.1727304,0.0994217
81,-0.11500108,0.075042024,"('submissive', 'aggressive')",-0.1150011,0.075042,0.1900431
82,1.7012857,1.7758354,"('poor', 'rich')",1.7012857,1.7758354,0.0745497
83,1.0323358,0.8525394,"('powerless', 'powerful')",1.0323358,0.8525394,-0.1797964
84,0.12922312,0.12032831,"('inferior', 'superior')",0.1292231,0.1203283,-0.0088948
85,-0.53564614,-0.9125848,"('insignificant', 'prestigious')",-0.5356461,-0.9125848,-0.3769387
86,0.20757796,-0.05455641,"('uninfluential', 'influential')",0.207578,-0.0545564,-0.2621344
87,0.46152773,0.5671853,"('unsuccessful', 'successful')",0.4615277,0.5671853,0.1056576
88,-0.75339,-0.8311261,"('low', 'eminent')",-0.75339,-0.8311261,-0.0777361
