,innovation_male,innovation_female,tuple,average_male,average_female,female-male
75,-0.8687204,-0.78246796,"('meek', 'impulsive')",-0.8687204,-0.782468,0.0862524
76,0.16602728,0.25567195,"('anxious', 'daring')",0.1660273,0.2556719,0.0896446
77,-0.58340484,-0.4823472,"('unmotivated', 'motivated')",-0.5834048,-0.4823472,0.1010576
78,-0.13795811,-0.1678194,"('nonresilient', 'resilient')",-0.1379581,-0.1678194,-0.0298613
79,0.054161787,0.089863814,"('wavering', 'unwavering')",0.0541618,0.0898638,0.035702
80,-0.02395318,0.0010703355,"('dominated', 'dominating')",-0.0239532,0.0010703,0.0250235
81,-0.10750716,0.004688695,"('submissive', 'aggressive')",-0.1075072,0.0046887,0.1121959
82,5.6007476,5.791296,"('poor', 'rich')",5.6007476,5.791296,0.1905484
83,0.02358979,0.009280097,"('powerless', 'powerful')",0.0235898,0.0092801,-0.0143097
84,0.5007607,0.47873905,"('inferior', 'superior')",0.5007607,0.4787391,-0.0220216
85,0.43976572,0.36391103,"('insignificant', 'prestigious')",0.4397657,0.363911,-0.0758547
86,0.356216,0.28770795,"('uninfluential', 'influential')",0.356216,0.287708,-0.068508
87,0.025519963,0.08321455,"('unsuccessful', 'successful')",0.02552,0.0832146,0.0576946
88,0.46630532,0.4915395,"('low', 'eminent')",0.4663053,0.4915395,0.0252342
