,billing_male,billing_female,tuple,average_male,average_female,female-male
62,0.9688712,1.0879213,"('incompetent', 'brilliant')",0.9688712,1.0879213,0.1190501
63,0.19479893,0.2623822,"('unperceptive', 'insightful')",0.1947989,0.2623822,0.0675833
64,-6.593989,-6.5684886,"('shy', 'confident')",-6.5939889,-6.5684886,0.0255003
65,0.30031854,0.23764272,"('insecure', 'secure')",0.3003185,0.2376427,-0.0626758
66,-0.265793,-0.20454012,"('inactive', 'active')",-0.265793,-0.2045401,0.0612529
67,-0.6424801,-0.61943823,"('doubtful', 'determined')",-0.6424801,-0.6194382,0.0230419
68,-0.76924753,-0.7705271,"('dependent', 'independent')",-0.7692475,-0.7705271,-0.0012796
69,-1.6349698,-1.6020406,"('lazy', 'industrious')",-1.6349698,-1.6020406,0.0329292
70,0.77906203,0.8233542,"('lethargic', 'energetic')",0.779062,0.8233542,0.0442922
71,0.62635636,0.6854136,"('diffident', 'self-confident')",0.6263564,0.6854136,0.0590572
72,0.7594524,0.82690275,"('unambitious', 'ambitious')",0.7594524,0.8269027,0.0674503
73,-3.0185158,-2.9576907,"('helpless', 'self-reliant')",-3.0185158,-2.9576907,0.0608251
74,-0.31847477,-0.3936399,"('undedicated', 'dedicated')",-0.3184748,-0.3936399,-0.0751651
75,-0.82773596,-0.5982315,"('meek', 'impulsive')",-0.827736,-0.5982315,0.2295045
76,0.19721386,0.11925653,"('anxious', 'daring')",0.1972139,0.1192565,-0.0779574
77,-1.0300761,-0.982022,"('unmotivated', 'motivated')",-1.0300761,-0.982022,0.0480541
78,-0.51527524,-0.53831244,"('nonresilient', 'resilient')",-0.5152752,-0.5383124,-0.0230372
79,-0.30999306,-0.22949974,"('wavering', 'unwavering')",-0.3099931,-0.2294997,0.0804934
80,-0.46873677,-0.5358934,"('dominated', 'dominating')",-0.4687368,-0.5358934,-0.0671566
81,-0.26110834,-0.23616038,"('submissive', 'aggressive')",-0.2611083,-0.2361604,0.0249479
82,6.6439767,6.9131465,"('poor', 'rich')",6.6439767,6.9131465,0.2691698
83,-0.52771336,-0.5627243,"('powerless', 'powerful')",-0.5277134,-0.5627243,-0.0350109
84,0.4383435,0.45612594,"('inferior', 'superior')",0.4383435,0.4561259,0.0177824
85,-0.57544386,-0.69501024,"('insignificant', 'prestigious')",-0.5754439,-0.6950102,-0.1195663
86,0.22199759,0.2356899,"('uninfluential', 'influential')",0.2219976,0.2356899,0.0136923
87,-0.076327376,0.029514093,"('unsuccessful', 'successful')",-0.0763274,0.0295141,0.1058415
88,-0.047317892,-0.012333565,"('low', 'eminent')",-0.0473179,-0.0123336,0.0349843
