,quadrant_male,quadrant_female,tuple,average_male,average_female,female-male
43,1.2780392,1.2269002,"('irresponsible', 'responsible')",1.2780392,1.2269002,-0.051139
44,-1.914709,-1.6509961,"('prejudiced', 'unprejudiced')",-1.914709,-1.6509961,0.2637129
45,-0.237083,-0.1848521,"('incompetent', 'competent')",-0.237083,-0.1848521,0.0522309
46,-0.16872719,-0.2683539,"('uncompetitive', 'competitive')",-0.1687272,-0.2683539,-0.0996267
47,4.794658,5.003981,"('stupid', 'smart')",4.7946582,5.0039811,0.2093229
48,0.93740445,0.791655,"('unintelligent', 'intelligent')",0.9374045,0.791655,-0.1457495
49,0.2730956,0.36062038,"('unable', 'able')",0.2730956,0.3606204,0.0875248
50,-0.47248214,-0.46432418,"('clumsy', 'skillful')",-0.4724821,-0.4643242,0.0081579
51,0.21213864,0.35292217,"('uneducated', 'educated')",0.2121386,0.3529222,0.1407836
52,-1.2699354,-1.2816747,"('irrational', 'rational')",-1.2699354,-1.2816747,-0.0117393
53,0.5443854,0.35217217,"('uncreative', 'creative')",0.5443854,0.3521722,-0.1922132
54,1.0063189,1.1199492,"('incapable', 'capable')",1.0063189,1.1199492,0.1136303
55,1.062725,1.1030126,"('incompetent', 'clever')",1.0627249,1.1030126,0.0402877
56,1.1053028,1.0632578,"('impractical', 'practical')",1.1053028,1.0632578,-0.042045
57,-2.5541394,-2.593979,"('unimaginative', 'imaginative')",-2.5541394,-2.5939789,-0.0398395
58,0.5047636,0.4256646,"('undiscriminating', 'discriminating')",0.5047636,0.4256646,-0.079099
59,-1.2418557,-1.1578151,"('foolish', 'wise')",-1.2418557,-1.1578151,0.0840406
60,1.0690598,1.0463275,"('inefficient', 'efficient')",1.0690598,1.0463275,-0.0227323
61,0.39894703,0.2110723,"('illogical', 'logical')",0.398947,0.2110723,-0.1878747
62,0.51176846,0.5814995,"('incompetent', 'brilliant')",0.5117685,0.5814995,0.069731
63,0.5684334,0.3798083,"('unperceptive', 'insightful')",0.5684334,0.3798083,-0.1886251
64,-6.6265974,-6.611424,"('shy', 'confident')",-6.6265974,-6.611424,0.0151734
65,0.49253386,0.47150534,"('insecure', 'secure')",0.4925339,0.4715053,-0.0210286
66,-0.38365746,-0.34622353,"('inactive', 'active')",-0.3836575,-0.3462235,0.037434
67,-0.4422545,-0.30559975,"('doubtful', 'determined')",-0.4422545,-0.3055997,0.1366548
68,-0.8105546,-0.80658174,"('dependent', 'independent')",-0.8105546,-0.8065817,0.0039729
69,-1.8306266,-1.9292735,"('lazy', 'industrious')",-1.8306266,-1.9292735,-0.0986469
70,0.8810296,1.0487356,"('lethargic', 'energetic')",0.8810296,1.0487356,0.167706
71,0.600302,0.650901,"('diffident', 'self-confident')",0.600302,0.650901,0.050599
72,1.0576099,0.98907614,"('unambitious', 'ambitious')",1.0576099,0.9890761,-0.0685338
73,-3.335886,-3.2604446,"('helpless', 'self-reliant')",-3.335886,-3.2604446,0.0754414
74,0.31851184,0.24254829,"('undedicated', 'dedicated')",0.3185118,0.2425483,-0.0759635
75,-1.4962277,-1.4154923,"('meek', 'impulsive')",-1.4962277,-1.4154923,0.0807354
76,0.5138933,0.66821706,"('anxious', 'daring')",0.5138933,0.6682171,0.1543238
77,-0.94170946,-0.95522696,"('unmotivated', 'motivated')",-0.9417095,-0.955227,-0.0135175
78,0.22977535,-0.03545651,"('nonresilient', 'resilient')",0.2297754,-0.0354565,-0.2652319
79,-0.41107097,-0.46709,"('wavering', 'unwavering')",-0.411071,-0.46709,-0.056019
80,-0.22561768,-0.1933082,"('dominated', 'dominating')",-0.2256177,-0.1933082,0.0323095
81,-0.08540632,0.11925826,"('submissive', 'aggressive')",-0.0854063,0.1192583,0.2046646
82,5.5098357,5.8766084,"('poor', 'rich')",5.5098357,5.8766084,0.3667727
83,-0.27723184,-0.24550107,"('powerless', 'powerful')",-0.2772318,-0.2455011,0.0317307
84,0.6581535,0.64114505,"('inferior', 'superior')",0.6581535,0.6411451,-0.0170084
85,-0.66968083,-0.7733827,"('insignificant', 'prestigious')",-0.6696808,-0.7733827,-0.1037019
86,0.7109961,0.5453193,"('uninfluential', 'influential')",0.7109961,0.5453193,-0.1656768
87,-0.4560237,-0.28669736,"('unsuccessful', 'successful')",-0.4560237,-0.2866974,0.1693263
88,0.41507053,0.46933827,"('low', 'eminent')",0.4150705,0.4693383,0.0542678
