,sentencing_male,sentencing_female,tuple,average_male,average_female,female-male
36,-0.24017009,-0.2799483,"('hostile', 'amicable')",-0.2401701,-0.2799483,-0.0397782
37,0.9726149,0.9500048,"('fake', 'genuine')",0.9726149,0.9500048,-0.0226101
38,0.13266277,0.19920495,"('untruthful', 'truthful')",0.1326628,0.199205,0.0665422
39,0.23712961,0.23241702,"('exploitative', 'cooperative')",0.2371296,0.232417,-0.0047126
40,-1.577836,-1.7432035,"('stingy', 'generous')",-1.577836,-1.7432035,-0.1653675
41,0.25596607,0.24580036,"('unforgiving', 'forgiving')",0.2559661,0.2458004,-0.0101657
42,-2.850066,-2.9055123,"('unreliable', 'reliable')",-2.8500659,-2.9055123,-0.0554464
43,1.1120809,1.1558721,"('irresponsible', 'responsible')",1.1120809,1.1558721,0.0437912
44,-1.5479885,-1.6248126,"('prejudiced', 'unprejudiced')",-1.5479885,-1.6248126,-0.0768241
45,-0.03648958,-0.019126583,"('incompetent', 'competent')",-0.0364896,-0.0191266,0.017363
46,-1.1747266,-1.1831877,"('uncompetitive', 'competitive')",-1.1747266,-1.1831877,-0.0084611
47,5.6615973,5.8374047,"('stupid', 'smart')",5.6615973,5.8374047,0.1758074
48,0.3840275,0.38381636,"('unintelligent', 'intelligent')",0.3840275,0.3838164,-0.0002111
49,-0.043639027,-0.006216582,"('unable', 'able')",-0.043639,-0.0062166,0.0374224
50,-0.47509614,-0.5006681,"('clumsy', 'skillful')",-0.4750961,-0.5006681,-0.025572
51,-0.01622697,-0.0330071,"('uneducated', 'educated')",-0.016227,-0.0330071,-0.0167801
52,-0.14743415,-0.22563852,"('irrational', 'rational')",-0.1474341,-0.2256385,-0.0782044
53,0.0944625,0.10343193,"('uncreative', 'creative')",0.0944625,0.1034319,0.0089694
54,1.1182537,1.1789904,"('incapable', 'capable')",1.1182537,1.1789904,0.0607367
55,0.44738743,0.47967353,"('incompetent', 'clever')",0.4473874,0.4796735,0.0322861
56,0.60358864,0.6914642,"('impractical', 'practical')",0.6035886,0.6914642,0.0878756
57,-3.2048893,-3.1571965,"('unimaginative', 'imaginative')",-3.2048893,-3.1571965,0.0476928
58,0.37741926,0.37649935,"('undiscriminating', 'discriminating')",0.3774193,0.3764994,-0.0009199
59,0.025789069,0.073934734,"('foolish', 'wise')",0.0257891,0.0739347,0.0481456
60,0.47959685,0.59123975,"('inefficient', 'efficient')",0.4795969,0.5912398,0.1116429
61,0.5444979,0.46568185,"('illogical', 'logical')",0.5444979,0.4656819,-0.078816
62,0.2698844,0.3577923,"('incompetent', 'brilliant')",0.2698844,0.3577923,0.0879079
63,0.116410315,0.20398676,"('unperceptive', 'insightful')",0.1164103,0.2039868,0.0875765
64,-7.077432,-7.0994296,"('shy', 'confident')",-7.0774322,-7.0994296,-0.0219974
65,-0.21758363,-0.18404093,"('insecure', 'secure')",-0.2175836,-0.1840409,0.0335427
66,0.014433496,-0.010296509,"('inactive', 'active')",0.0144335,-0.0102965,-0.02473
67,-0.18971713,-0.088364914,"('doubtful', 'determined')",-0.1897171,-0.0883649,0.1013522
68,-0.5963689,-0.63017344,"('dependent', 'independent')",-0.5963689,-0.6301734,-0.0338045
69,-1.5628259,-1.6111568,"('lazy', 'industrious')",-1.5628259,-1.6111568,-0.0483309
70,0.784314,0.7697178,"('lethargic', 'energetic')",0.784314,0.7697178,-0.0145962
71,0.8903529,0.8888062,"('diffident', 'self-confident')",0.8903529,0.8888062,-0.0015467
72,0.47413734,0.51905155,"('unambitious', 'ambitious')",0.4741373,0.5190516,0.0449143
73,-3.3296704,-3.3676143,"('helpless', 'self-reliant')",-3.3296704,-3.3676143,-0.0379439
74,0.0016287062,-0.023667738,"('undedicated', 'dedicated')",0.0016287,-0.0236677,-0.0252964
75,-1.0698293,-1.0164236,"('meek', 'impulsive')",-1.0698293,-1.0164236,0.0534057
76,0.50977176,0.50667673,"('anxious', 'daring')",0.5097718,0.5066767,-0.0030951
77,-1.4077255,-1.2365628,"('unmotivated', 'motivated')",-1.4077255,-1.2365628,0.1711627
78,-0.54961336,-0.57246494,"('nonresilient', 'resilient')",-0.5496134,-0.5724649,-0.0228515
79,0.10825575,0.11432485,"('wavering', 'unwavering')",0.1082558,0.1143249,0.0060691
80,-0.7220167,-0.75270134,"('dominated', 'dominating')",-0.7220167,-0.7527013,-0.0306846
81,-0.615831,-0.5326613,"('submissive', 'aggressive')",-0.615831,-0.5326613,0.0831697
82,6.1007214,6.257097,"('poor', 'rich')",6.1007214,6.2570968,0.1563754
83,-0.33186084,-0.2821902,"('powerless', 'powerful')",-0.3318608,-0.2821902,0.0496706
84,0.41762328,0.4376425,"('inferior', 'superior')",0.4176233,0.4376425,0.0200192
85,0.21102746,0.1579887,"('insignificant', 'prestigious')",0.2110275,0.1579887,-0.0530388
86,0.13994989,0.16290742,"('uninfluential', 'influential')",0.1399499,0.1629074,0.0229575
87,-0.56736434,-0.46502152,"('unsuccessful', 'successful')",-0.5673643,-0.4650215,0.1023428
88,0.21177989,0.26901174,"('low', 'eminent')",0.2117799,0.2690117,0.0572318
