,yarmulke_male,yarmulke_female,tuple,average_male,average_female,female-male
23,0.06193604,0.013119198,"('insincere', 'sincere')",0.061936,0.0131192,-0.0488168
24,0.11970642,0.063074216,"('dishonest', 'honest')",0.1197064,0.0630742,-0.0566322
25,0.8262914,0.6591476,"('egoistic', 'altruistic')",0.8262914,0.6591476,-0.1671438
26,0.98454344,0.88784575,"('hardhearted', 'benevolent')",0.9845434,0.8878458,-0.0966976
27,0.58197963,0.44597542,"('hardhearted', 'softhearted')",0.5819796,0.4459754,-0.1360042
28,-0.4667018,-0.57614505,"('disloyal', 'loyal')",-0.4667018,-0.5761451,-0.1094433
29,-0.31322488,-0.3177278,"('unfair', 'fair')",-0.3132249,-0.3177278,-0.0045029
30,0.12026833,0.13392448,"('intolerant', 'tolerant')",0.1202683,0.1339245,0.0136562
31,0.25846088,0.28290874,"('evil', 'good')",0.2584609,0.2829087,0.0244478
32,-0.3897232,-0.52395463,"('unkind', 'kind')",-0.3897232,-0.5239546,-0.1342314
33,0.1290859,0.08101554,"('wrong', 'right')",0.1290859,0.0810155,-0.0480704
34,0.70632935,0.72126645,"('mean', 'honorable')",0.7063293,0.7212664,0.0149371
35,1.7555739,1.5833229,"('corrupt', 'incorrupt')",1.7555739,1.5833229,-0.172251
36,0.47463205,0.34965605,"('hostile', 'amicable')",0.4746321,0.349656,-0.1249761
37,0.3392563,0.37810576,"('fake', 'genuine')",0.3392563,0.3781058,0.0388495
38,-0.8727442,-0.95152855,"('untruthful', 'truthful')",-0.8727442,-0.9515285,-0.0787843
39,-0.77638215,-0.65493506,"('exploitative', 'cooperative')",-0.7763821,-0.6549351,0.121447
40,-0.35280603,-0.32766074,"('stingy', 'generous')",-0.352806,-0.3276607,0.0251453
41,-0.4290416,-0.41589275,"('unforgiving', 'forgiving')",-0.4290416,-0.4158928,0.0131488
42,-0.018240346,0.008640265,"('unreliable', 'reliable')",-0.0182403,0.0086403,0.0268806
43,-0.88867146,-0.8941357,"('irresponsible', 'responsible')",-0.8886715,-0.8941357,-0.0054642
44,-0.21765146,-0.097618535,"('prejudiced', 'unprejudiced')",-0.2176515,-0.0976185,0.120033
45,-0.90169466,-0.82941216,"('incompetent', 'competent')",-0.9016947,-0.8294122,0.0722825
46,-1.4824871,-1.3880875,"('uncompetitive', 'competitive')",-1.4824871,-1.3880875,0.0943996
47,0.9449338,0.9939777,"('stupid', 'smart')",0.9449338,0.9939777,0.0490439
48,-0.89725804,-0.8619559,"('unintelligent', 'intelligent')",-0.897258,-0.8619559,0.0353021
49,-0.029386254,0.041075826,"('unable', 'able')",-0.0293863,0.0410758,0.0704621
50,0.27076355,0.20417266,"('clumsy', 'skillful')",0.2707635,0.2041727,-0.0665908
51,-0.9813112,-1.07109,"('uneducated', 'educated')",-0.9813112,-1.07109,-0.0897788
52,0.56257313,0.35374352,"('irrational', 'rational')",0.5625731,0.3537435,-0.2088296
53,0.6144858,0.48048833,"('uncreative', 'creative')",0.6144858,0.4804883,-0.1339975
54,0.9663341,0.8348393,"('incapable', 'capable')",0.9663341,0.8348393,-0.1314948
55,-1.3347111,-1.1574098,"('incompetent', 'clever')",-1.3347111,-1.1574098,0.1773013
56,-0.2601392,-0.25195345,"('impractical', 'practical')",-0.2601392,-0.2519535,0.0081857
57,-0.8661513,-0.90458924,"('unimaginative', 'imaginative')",-0.8661513,-0.9045892,-0.0384379
58,-0.19582406,-0.23667419,"('undiscriminating', 'discriminating')",-0.1958241,-0.2366742,-0.0408501
59,1.023786,0.970103,"('foolish', 'wise')",1.0237859,0.970103,-0.0536829
60,-1.580882,-1.4437151,"('inefficient', 'efficient')",-1.580882,-1.4437151,0.1371669
61,-0.595821,-0.6976522,"('illogical', 'logical')",-0.595821,-0.6976522,-0.1018312
62,-0.44774354,-0.3301659,"('incompetent', 'brilliant')",-0.4477435,-0.3301659,0.1175776
63,-0.7766703,-0.77681106,"('unperceptive', 'insightful')",-0.7766703,-0.7768111,-0.0001408
64,-1.194725,-1.0703349,"('shy', 'confident')",-1.194725,-1.0703349,0.1243901
65,-1.3465507,-1.1651828,"('insecure', 'secure')",-1.3465507,-1.1651828,0.1813679
66,0.8739845,0.8513147,"('inactive', 'active')",0.8739845,0.8513147,-0.0226698
67,-0.25055948,-0.22711618,"('doubtful', 'determined')",-0.2505595,-0.2271162,0.0234433
68,-0.61519593,-0.57549703,"('dependent', 'independent')",-0.6151959,-0.575497,0.0396989
69,0.95924354,0.94729674,"('lazy', 'industrious')",0.9592435,0.9472967,-0.0119468
70,-0.51321864,-0.41977313,"('lethargic', 'energetic')",-0.5132186,-0.4197731,0.0934455
71,0.5509799,0.4641846,"('diffident', 'self-confident')",0.5509799,0.4641846,-0.0867953
72,-0.8036719,-0.786198,"('unambitious', 'ambitious')",-0.8036719,-0.786198,0.0174739
73,0.28882256,0.27415743,"('helpless', 'self-reliant')",0.2888226,0.2741574,-0.0146652
74,-0.17638043,-0.2072194,"('undedicated', 'dedicated')",-0.1763804,-0.2072194,-0.030839
75,0.32539117,0.33624732,"('meek', 'impulsive')",0.3253912,0.3362473,0.0108561
76,-0.6996268,-0.5643029,"('anxious', 'daring')",-0.6996268,-0.5643029,0.1353239
77,-1.0817666,-1.0255991,"('unmotivated', 'motivated')",-1.0817666,-1.0255991,0.0561675
78,-0.8569064,-0.9450733,"('nonresilient', 'resilient')",-0.8569064,-0.9450733,-0.0881669
79,0.73016024,0.57737106,"('wavering', 'unwavering')",0.7301602,0.5773711,-0.1527891
80,-0.55403227,-0.50736535,"('dominated', 'dominating')",-0.5540323,-0.5073653,0.046667
81,-1.2468994,-1.1458807,"('submissive', 'aggressive')",-1.2468994,-1.1458807,0.1010187
82,1.6078011,1.5036548,"('poor', 'rich')",1.6078011,1.5036548,-0.1041463
83,-0.5527063,-0.51973313,"('powerless', 'powerful')",-0.5527063,-0.5197331,0.0329732
84,0.06975154,0.02841637,"('inferior', 'superior')",0.0697515,0.0284164,-0.0413351
85,1.3746575,1.2072604,"('insignificant', 'prestigious')",1.3746575,1.2072604,-0.1673971
86,-1.4774172,-1.5559505,"('uninfluential', 'influential')",-1.4774172,-1.5559505,-0.0785333
87,0.19832027,0.1351858,"('unsuccessful', 'successful')",0.1983203,0.1351858,-0.0631345
88,0.5482423,0.31607777,"('low', 'eminent')",0.5482423,0.3160778,-0.2321645
