,thief_male,thief_female,tuple,average_male,average_female,female-male
41,-0.051440842,0.055012815,"('unforgiving', 'forgiving')",-0.0514408,0.0550128,0.1064536
42,-2.0164227,-1.9401126,"('unreliable', 'reliable')",-2.0164227,-1.9401126,0.0763101
43,1.2101394,1.3245195,"('irresponsible', 'responsible')",1.2101394,1.3245195,0.1143801
44,-1.1671872,-1.2848597,"('prejudiced', 'unprejudiced')",-1.1671872,-1.2848597,-0.1176725
45,0.32302636,0.4543678,"('incompetent', 'competent')",0.3230264,0.4543678,0.1313414
46,-0.31166723,-0.20895489,"('uncompetitive', 'competitive')",-0.3116672,-0.2089549,0.1027123
47,5.3815336,5.5134897,"('stupid', 'smart')",5.3815336,5.5134897,0.1319561
48,0.43635073,0.41329822,"('unintelligent', 'intelligent')",0.4363507,0.4132982,-0.0230525
49,0.3250941,0.5582746,"('unable', 'able')",0.3250941,0.5582746,0.2331805
50,-0.093289465,-0.10533041,"('clumsy', 'skillful')",-0.0932895,-0.1053304,-0.0120409
51,0.39308366,0.4812019,"('uneducated', 'educated')",0.3930837,0.4812019,0.0881182
52,-0.42950898,-0.49037927,"('irrational', 'rational')",-0.429509,-0.4903793,-0.0608703
53,-0.11581965,-0.1417275,"('uncreative', 'creative')",-0.1158196,-0.1417275,-0.0259079
54,1.1494712,1.3244913,"('incapable', 'capable')",1.1494712,1.3244913,0.1750201
55,0.7165982,0.76860565,"('incompetent', 'clever')",0.7165982,0.7686056,0.0520074
56,0.76540154,0.9015526,"('impractical', 'practical')",0.7654015,0.9015526,0.1361511
57,-2.278451,-2.1778805,"('unimaginative', 'imaginative')",-2.278451,-2.1778805,0.1005705
58,-0.032388534,-0.037038382,"('undiscriminating', 'discriminating')",-0.0323885,-0.0370384,-0.0046499
59,-0.099878594,-0.02398147,"('foolish', 'wise')",-0.0998786,-0.0239815,0.0758971
60,0.9699507,1.0737658,"('inefficient', 'efficient')",0.9699507,1.0737658,0.1038151
61,0.08995405,0.01142377,"('illogical', 'logical')",0.089954,0.0114238,-0.0785302
62,1.2066618,1.3639314,"('incompetent', 'brilliant')",1.2066618,1.3639314,0.1572696
63,0.38354802,0.5135177,"('unperceptive', 'insightful')",0.383548,0.5135177,0.1299697
64,-5.7813706,-5.543696,"('shy', 'confident')",-5.7813706,-5.5436959,0.2376747
65,0.43876055,0.48301545,"('insecure', 'secure')",0.4387605,0.4830154,0.0442549
66,-0.086205706,-0.08403575,"('inactive', 'active')",-0.0862057,-0.0840357,0.00217
67,-0.39494595,-0.27286962,"('doubtful', 'determined')",-0.3949459,-0.2728696,0.1220763
68,-0.34693173,-0.2563769,"('dependent', 'independent')",-0.3469317,-0.2563769,0.0905548
69,-2.0450842,-1.9637567,"('lazy', 'industrious')",-2.0450842,-1.9637567,0.0813275
70,1.4125615,1.5322078,"('lethargic', 'energetic')",1.4125615,1.5322078,0.1196463
71,0.35883546,0.382414,"('diffident', 'self-confident')",0.3588355,0.382414,0.0235785
72,0.93135357,1.010677,"('unambitious', 'ambitious')",0.9313536,1.010677,0.0793234
73,-2.8696952,-2.8948226,"('helpless', 'self-reliant')",-2.8696952,-2.8948226,-0.0251274
74,0.083060846,0.007448368,"('undedicated', 'dedicated')",0.0830608,0.0074484,-0.0756124
75,-0.5454976,-0.4317765,"('meek', 'impulsive')",-0.5454976,-0.4317765,0.1137211
76,0.5979114,0.56046295,"('anxious', 'daring')",0.5979114,0.560463,-0.0374484
77,-1.1355793,-0.9470486,"('unmotivated', 'motivated')",-1.1355793,-0.9470486,0.1885307
78,-0.66307116,-0.70229673,"('nonresilient', 'resilient')",-0.6630712,-0.7022967,-0.0392255
79,-0.32755134,-0.20625447,"('wavering', 'unwavering')",-0.3275513,-0.2062545,0.1212968
80,-0.28863153,-0.23777908,"('dominated', 'dominating')",-0.2886315,-0.2377791,0.0508524
81,0.3244709,0.42527756,"('submissive', 'aggressive')",0.3244709,0.4252776,0.1008067
82,6.676792,6.802352,"('poor', 'rich')",6.6767921,6.802352,0.1255599
83,-0.27619827,-0.17097668,"('powerless', 'powerful')",-0.2761983,-0.1709767,0.1052216
84,0.22051139,0.28986907,"('inferior', 'superior')",0.2205114,0.2898691,0.0693577
85,-1.5188558,-1.6198686,"('insignificant', 'prestigious')",-1.5188558,-1.6198686,-0.1010128
86,0.46998504,0.6576137,"('uninfluential', 'influential')",0.469985,0.6576137,0.1876287
87,-0.050319754,0.13969791,"('unsuccessful', 'successful')",-0.0503198,0.1396979,0.1900177
88,0.11505585,0.20159456,"('low', 'eminent')",0.1150559,0.2015946,0.0865387
