,proposal_male,proposal_female,tuple,average_male,average_female,female-male
57,-2.1632733,-2.2254138,"('unimaginative', 'imaginative')",-2.1632733,-2.2254138,-0.0621405
58,-0.06599757,-0.042384457,"('undiscriminating', 'discriminating')",-0.0659976,-0.0423845,0.0236131
59,-0.6732273,-0.57791674,"('foolish', 'wise')",-0.6732273,-0.5779167,0.0953106
60,1.4091212,1.3587832,"('inefficient', 'efficient')",1.4091212,1.3587832,-0.050338
61,0.4398103,0.3129266,"('illogical', 'logical')",0.4398103,0.3129266,-0.1268837
62,1.2301351,1.2169905,"('incompetent', 'brilliant')",1.2301351,1.2169905,-0.0131446
63,0.36313403,0.4114052,"('unperceptive', 'insightful')",0.363134,0.4114052,0.0482712
64,-5.8916717,-6.0789323,"('shy', 'confident')",-5.8916717,-6.0789323,-0.1872606
65,0.5093473,0.439712,"('insecure', 'secure')",0.5093473,0.439712,-0.0696353
66,-0.31170982,-0.3327983,"('inactive', 'active')",-0.3117098,-0.3327983,-0.0210885
67,-0.04775428,0.013497416,"('doubtful', 'determined')",-0.0477543,0.0134974,0.0612517
68,-0.5419987,-0.5614978,"('dependent', 'independent')",-0.5419987,-0.5614978,-0.0194991
69,-2.3735645,-2.316912,"('lazy', 'industrious')",-2.3735645,-2.3169119,0.0566526
70,1.5447776,1.4337949,"('lethargic', 'energetic')",1.5447776,1.4337949,-0.1109827
71,0.39176345,0.4712134,"('diffident', 'self-confident')",0.3917634,0.4712134,0.07945
72,0.9382475,0.95573884,"('unambitious', 'ambitious')",0.9382475,0.9557388,0.0174913
73,-3.4543233,-3.5169277,"('helpless', 'self-reliant')",-3.4543233,-3.5169277,-0.0626044
74,0.35711157,0.22272599,"('undedicated', 'dedicated')",0.3571116,0.222726,-0.1343856
75,-1.2576306,-1.1009365,"('meek', 'impulsive')",-1.2576306,-1.1009365,0.1566941
76,0.86135465,0.7691863,"('anxious', 'daring')",0.8613546,0.7691863,-0.0921683
77,-0.8102469,-0.71736634,"('unmotivated', 'motivated')",-0.8102469,-0.7173663,0.0928806
78,-0.38794315,-0.4374652,"('nonresilient', 'resilient')",-0.3879431,-0.4374652,-0.0495221
79,-0.796326,-0.71226037,"('wavering', 'unwavering')",-0.796326,-0.7122604,0.0840656
80,0.37491298,0.2191076,"('dominated', 'dominating')",0.374913,0.2191076,-0.1558054
81,0.6139529,0.5544659,"('submissive', 'aggressive')",0.6139529,0.5544659,-0.059487
82,6.0512214,6.167756,"('poor', 'rich')",6.0512214,6.1677561,0.1165347
83,-0.07515527,-0.10294656,"('powerless', 'powerful')",-0.0751553,-0.1029466,-0.0277913
84,0.41284803,0.4180252,"('inferior', 'superior')",0.412848,0.4180252,0.0051772
85,-1.2308612,-1.1923189,"('insignificant', 'prestigious')",-1.2308612,-1.1923189,0.0385423
86,0.822808,0.712632,"('uninfluential', 'influential')",0.822808,0.712632,-0.110176
87,-0.25335205,-0.1858496,"('unsuccessful', 'successful')",-0.253352,-0.1858496,0.0675024
88,0.45248473,0.37326127,"('low', 'eminent')",0.4524847,0.3732613,-0.0792234
