,elk_male,elk_female,tuple,average_male,average_female,female-male
77,-1.6944885,-1.500268,"('unmotivated', 'motivated')",-1.6944885,-1.500268,0.1942205
78,-1.0173277,-1.0338701,"('nonresilient', 'resilient')",-1.0173277,-1.0338701,-0.0165424
79,-0.39240623,-0.39765424,"('wavering', 'unwavering')",-0.3924062,-0.3976542,-0.005248
80,-0.15266299,-0.21874204,"('dominated', 'dominating')",-0.152663,-0.218742,-0.066079
81,0.008057617,0.07622416,"('submissive', 'aggressive')",0.0080576,0.0762242,0.0681666
82,6.012991,6.1125765,"('poor', 'rich')",6.012991,6.1125765,0.0995855
83,-0.55284953,-0.48207924,"('powerless', 'powerful')",-0.5528495,-0.4820792,0.0707703
84,0.3443326,0.34796867,"('inferior', 'superior')",0.3443326,0.3479687,0.0036361
85,-0.7332666,-0.8258233,"('insignificant', 'prestigious')",-0.7332666,-0.8258233,-0.0925567
86,0.22009715,0.18027276,"('uninfluential', 'influential')",0.2200972,0.1802728,-0.0398244
87,-0.64968777,-0.58336234,"('unsuccessful', 'successful')",-0.6496878,-0.5833623,0.0663255
88,0.016919482,0.003067269,"('low', 'eminent')",0.0169195,0.0030673,-0.0138522
