,furnace_male,furnace_female,tuple,average_male,average_female,female-male
53,0.45397565,0.40317693,"('uncreative', 'creative')",0.4539756,0.4031769,-0.0507987
54,0.79749894,1.0254687,"('incapable', 'capable')",0.7974989,1.0254687,0.2279698
55,0.5251028,0.53563416,"('incompetent', 'clever')",0.5251028,0.5356342,0.0105314
56,0.86193645,0.8863084,"('impractical', 'practical')",0.8619365,0.8863084,0.0243719
57,-2.8432686,-2.9875636,"('unimaginative', 'imaginative')",-2.8432686,-2.9875636,-0.144295
58,-0.05515548,-0.15198013,"('undiscriminating', 'discriminating')",-0.0551555,-0.1519801,-0.0968246
59,0.26356363,0.2737837,"('foolish', 'wise')",0.2635636,0.2737837,0.0102201
60,0.22835955,0.466342,"('inefficient', 'efficient')",0.2283596,0.466342,0.2379824
61,0.35375756,0.17107886,"('illogical', 'logical')",0.3537576,0.1710789,-0.1826787
62,1.0480014,1.1950771,"('incompetent', 'brilliant')",1.0480014,1.1950771,0.1470757
63,0.10806286,0.1285057,"('unperceptive', 'insightful')",0.1080629,0.1285057,0.0204428
64,-6.6731877,-6.810388,"('shy', 'confident')",-6.6731877,-6.8103881,-0.1372004
65,0.06893103,0.13845038,"('insecure', 'secure')",0.068931,0.1384504,0.0695194
66,-0.18662259,-0.3002646,"('inactive', 'active')",-0.1866226,-0.3002646,-0.113642
67,0.107538514,0.008979965,"('doubtful', 'determined')",0.1075385,0.00898,-0.0985585
68,-1.1191535,-1.0282654,"('dependent', 'independent')",-1.1191535,-1.0282654,0.0908881
69,-0.8678161,-1.0841694,"('lazy', 'industrious')",-0.8678161,-1.0841694,-0.2163533
70,0.20757699,0.34046417,"('lethargic', 'energetic')",0.207577,0.3404642,0.1328872
71,0.48437577,0.50223494,"('diffident', 'self-confident')",0.4843758,0.5022349,0.0178591
72,0.69787055,0.7860967,"('unambitious', 'ambitious')",0.6978706,0.7860967,0.0882261
73,-3.3340182,-3.336476,"('helpless', 'self-reliant')",-3.3340182,-3.3364761,-0.0024579
74,0.1732811,0.11309081,"('undedicated', 'dedicated')",0.1732811,0.1130908,-0.0601903
75,-0.99622977,-0.9648323,"('meek', 'impulsive')",-0.9962298,-0.9648323,0.0313975
76,0.08242127,0.14177394,"('anxious', 'daring')",0.0824213,0.1417739,0.0593526
77,-1.2394736,-1.2523508,"('unmotivated', 'motivated')",-1.2394736,-1.2523508,-0.0128772
78,-0.57362854,-0.7055902,"('nonresilient', 'resilient')",-0.5736285,-0.7055902,-0.1319617
79,-0.034585692,-0.1065711,"('wavering', 'unwavering')",-0.0345857,-0.1065711,-0.0719854
80,-0.57418424,-0.65982133,"('dominated', 'dominating')",-0.5741842,-0.6598213,-0.0856371
81,-0.3441406,-0.35442042,"('submissive', 'aggressive')",-0.3441406,-0.3544204,-0.0102798
82,6.575072,6.890368,"('poor', 'rich')",6.5750718,6.890368,0.3152962
83,-0.24710119,-0.45025265,"('powerless', 'powerful')",-0.2471012,-0.4502527,-0.2031515
84,0.21620487,0.1434335,"('inferior', 'superior')",0.2162049,0.1434335,-0.0727714
85,0.101509854,-0.19132043,"('insignificant', 'prestigious')",0.1015099,-0.1913204,-0.2928303
86,0.47934973,0.2575261,"('uninfluential', 'influential')",0.4793497,0.2575261,-0.2218236
87,0.37924305,0.2810218,"('unsuccessful', 'successful')",0.379243,0.2810218,-0.0982212
88,0.32891116,0.1855815,"('low', 'eminent')",0.3289112,0.1855815,-0.1433297
