,drake_male,drake_female,tuple,average_male,average_female,female-male
47,4.8318114,5.0435495,"('stupid', 'smart')",4.8318114,5.0435495,0.2117381
48,0.37352297,0.35203123,"('unintelligent', 'intelligent')",0.373523,0.3520312,-0.0214918
49,-0.121096626,0.06727477,"('unable', 'able')",-0.1210966,0.0672748,0.1883714
50,-0.0745544,-0.12127061,"('clumsy', 'skillful')",-0.0745544,-0.1212706,-0.0467162
51,0.13197695,0.10916795,"('uneducated', 'educated')",0.1319769,0.1091679,-0.022809
52,-0.2368927,-0.38956428,"('irrational', 'rational')",-0.2368927,-0.3895643,-0.1526716
53,0.1500368,0.0779162,"('uncreative', 'creative')",0.1500368,0.0779162,-0.0721206
54,0.94640344,1.1264209,"('incapable', 'capable')",0.9464034,1.1264209,0.1800175
55,0.42258584,0.42330804,"('incompetent', 'clever')",0.4225858,0.423308,0.0007222
56,0.059080537,0.09388173,"('impractical', 'practical')",0.0590805,0.0938817,0.0348012
57,-2.491403,-2.5397747,"('unimaginative', 'imaginative')",-2.4914031,-2.5397747,-0.0483716
58,0.0038474537,-0.06080612,"('undiscriminating', 'discriminating')",0.0038475,-0.0608061,-0.0646536
59,0.14695302,0.14243124,"('foolish', 'wise')",0.146953,0.1424312,-0.0045218
60,0.24921402,0.4595048,"('inefficient', 'efficient')",0.249214,0.4595048,0.2102908
61,0.15614992,0.027418315,"('illogical', 'logical')",0.1561499,0.0274183,-0.1287316
62,0.5474004,0.6606693,"('incompetent', 'brilliant')",0.5474004,0.6606693,0.1132689
63,-0.016001597,0.048057992,"('unperceptive', 'insightful')",-0.0160016,0.048058,0.0640596
64,-5.878112,-5.8774815,"('shy', 'confident')",-5.8781118,-5.8774815,0.0006303
65,0.4562353,0.5047152,"('insecure', 'secure')",0.4562353,0.5047152,0.0484799
66,0.1489872,0.011571132,"('inactive', 'active')",0.1489872,0.0115711,-0.1374161
67,-0.60002047,-0.46716207,"('doubtful', 'determined')",-0.6000205,-0.4671621,0.1328584
68,-0.64563465,-0.61999166,"('dependent', 'independent')",-0.6456347,-0.6199917,0.025643
69,-1.631215,-1.6995909,"('lazy', 'industrious')",-1.631215,-1.6995909,-0.0683759
70,1.1692771,1.1397306,"('lethargic', 'energetic')",1.1692771,1.1397306,-0.0295465
71,0.54120654,0.5179397,"('diffident', 'self-confident')",0.5412065,0.5179397,-0.0232668
72,0.96093744,1.0731552,"('unambitious', 'ambitious')",0.9609374,1.0731552,0.1122178
73,-2.9700334,-2.982964,"('helpless', 'self-reliant')",-2.9700334,-2.982964,-0.0129306
74,-0.069891,-0.19394217,"('undedicated', 'dedicated')",-0.069891,-0.1939422,-0.1240512
75,-0.5784733,-0.4685996,"('meek', 'impulsive')",-0.5784733,-0.4685996,0.1098737
76,0.5171762,0.53050816,"('anxious', 'daring')",0.5171762,0.5305082,0.013332
77,-1.523803,-1.2955719,"('unmotivated', 'motivated')",-1.523803,-1.2955719,0.2282311
78,-0.6728808,-0.68533844,"('nonresilient', 'resilient')",-0.6728808,-0.6853384,-0.0124576
79,-0.35953385,-0.33865553,"('wavering', 'unwavering')",-0.3595338,-0.3386555,0.0208783
80,-0.4735408,-0.55018353,"('dominated', 'dominating')",-0.4735408,-0.5501835,-0.0766427
81,-0.27366444,-0.14755747,"('submissive', 'aggressive')",-0.2736644,-0.1475575,0.1261069
82,6.090863,6.252852,"('poor', 'rich')",6.0908632,6.252852,0.1619888
83,-0.18057267,-0.19708659,"('powerless', 'powerful')",-0.1805727,-0.1970866,-0.0165139
84,0.34461978,0.3849036,"('inferior', 'superior')",0.3446198,0.3849036,0.0402838
85,-0.7027856,-0.86774784,"('insignificant', 'prestigious')",-0.7027856,-0.8677478,-0.1649622
86,0.075559005,0.032370817,"('uninfluential', 'influential')",0.075559,0.0323708,-0.0431882
87,-0.53650326,-0.49459618,"('unsuccessful', 'successful')",-0.5365033,-0.4945962,0.0419071
88,-0.08355889,-0.03116076,"('low', 'eminent')",-0.0835589,-0.0311608,0.0523981
