,kazoo_male,kazoo_female,tuple,average_male,average_female,female-male
65,-1.1033844,-1.2038177,"('insecure', 'secure')",-1.1033844,-1.2038177,-0.1004333
66,-1.508157,-1.4365702,"('inactive', 'active')",-1.508157,-1.4365702,0.0715868
67,0.14317745,0.16826172,"('doubtful', 'determined')",0.1431774,0.1682617,0.0250843
68,0.021790639,0.00898261,"('dependent', 'independent')",0.0217906,0.0089826,-0.012808
69,0.17324007,0.27591407,"('lazy', 'industrious')",0.1732401,0.2759141,0.102674
70,-1.2789805,-1.2483512,"('lethargic', 'energetic')",-1.2789805,-1.2483512,0.0306293
71,0.020767767,0.008319564,"('diffident', 'self-confident')",0.0207678,0.0083196,-0.0124482
72,-0.90689564,-0.9835508,"('unambitious', 'ambitious')",-0.9068956,-0.9835508,-0.0766552
73,0.143309,0.14956306,"('helpless', 'self-reliant')",0.143309,0.1495631,0.0062541
74,-0.13013548,-0.07921705,"('undedicated', 'dedicated')",-0.1301355,-0.079217,0.0509185
75,0.22222853,0.35878494,"('meek', 'impulsive')",0.2222285,0.3587849,0.1365564
76,-0.743343,-0.6780937,"('anxious', 'daring')",-0.743343,-0.6780937,0.0652493
77,-0.6885714,-0.73425674,"('unmotivated', 'motivated')",-0.6885714,-0.7342567,-0.0456853
78,-0.2201319,-0.20220645,"('nonresilient', 'resilient')",-0.2201319,-0.2022064,0.0179255
79,-0.44695556,-0.30698892,"('wavering', 'unwavering')",-0.4469556,-0.3069889,0.1399667
80,-1.2325486,-1.3312794,"('dominated', 'dominating')",-1.2325486,-1.3312794,-0.0987308
81,-1.4021145,-1.5397004,"('submissive', 'aggressive')",-1.4021145,-1.5397004,-0.1375859
82,0.4737748,0.5084339,"('poor', 'rich')",0.4737748,0.5084339,0.0346591
83,-0.22130951,-0.35460368,"('powerless', 'powerful')",-0.2213095,-0.3546037,-0.1332942
84,0.3871959,0.2455635,"('inferior', 'superior')",0.3871959,0.2455635,-0.1416324
85,1.1245812,1.1961497,"('insignificant', 'prestigious')",1.1245812,1.1961497,0.0715685
86,-1.0308156,-1.2042118,"('uninfluential', 'influential')",-1.0308156,-1.2042118,-0.1733962
87,-0.5059481,-0.58822316,"('unsuccessful', 'successful')",-0.5059481,-0.5882232,-0.0822751
88,0.019642211,-0.046656564,"('low', 'eminent')",0.0196422,-0.0466566,-0.0662988
