,page_male,page_female,tuple,average_male,average_female,female-male
22,-0.37503004,-0.46676183,"('untrustworthy', 'trustworthy')",-0.37503,-0.4667618,-0.0917318
23,6.4677305,6.5191875,"('insincere', 'sincere')",6.4677305,6.5191875,0.051457
24,1.522054,1.4248863,"('dishonest', 'honest')",1.522054,1.4248863,-0.0971677
25,0.8155,0.7846926,"('egoistic', 'altruistic')",0.8155,0.7846926,-0.0308074
26,0.80372596,0.75109965,"('hardhearted', 'benevolent')",0.803726,0.7510996,-0.0526264
27,1.4307318,1.3192524,"('hardhearted', 'softhearted')",1.4307318,1.3192524,-0.1114794
28,0.9633042,0.88611186,"('disloyal', 'loyal')",0.9633042,0.8861119,-0.0771923
29,-0.86421704,-0.90877736,"('unfair', 'fair')",-0.864217,-0.9087774,-0.0445604
30,0.7146344,0.6314159,"('intolerant', 'tolerant')",0.7146344,0.6314159,-0.0832185
31,-1.5930936,-1.4626787,"('evil', 'good')",-1.5930936,-1.4626787,0.1304149
32,0.7877954,0.74569404,"('unkind', 'kind')",0.7877954,0.745694,-0.0421014
33,-0.5771678,-0.55743235,"('wrong', 'right')",-0.5771678,-0.5574324,0.0197354
34,4.387363,4.580253,"('mean', 'honorable')",4.387363,4.5802531,0.1928901
35,-0.32426482,-0.4280092,"('corrupt', 'incorrupt')",-0.3242648,-0.4280092,-0.1037444
36,-0.5377495,-0.54216015,"('hostile', 'amicable')",-0.5377495,-0.5421602,-0.0044107
37,0.7107434,0.654987,"('fake', 'genuine')",0.7107434,0.654987,-0.0557564
38,-0.09494023,-0.028248686,"('untruthful', 'truthful')",-0.0949402,-0.0282487,0.0666915
39,0.48704347,0.4495113,"('exploitative', 'cooperative')",0.4870435,0.4495113,-0.0375322
40,-1.6749806,-1.8425586,"('stingy', 'generous')",-1.6749806,-1.8425586,-0.167578
41,0.21571791,0.13894764,"('unforgiving', 'forgiving')",0.2157179,0.1389476,-0.0767703
42,-2.455137,-2.5319424,"('unreliable', 'reliable')",-2.455137,-2.5319424,-0.0768054
43,1.0589056,1.0878382,"('irresponsible', 'responsible')",1.0589056,1.0878382,0.0289326
44,-1.207786,-1.1674521,"('prejudiced', 'unprejudiced')",-1.207786,-1.1674521,0.0403339
45,0.09356274,0.020577855,"('incompetent', 'competent')",0.0935627,0.0205779,-0.0729848
46,-0.78508687,-0.891898,"('uncompetitive', 'competitive')",-0.7850869,-0.891898,-0.1068111
47,5.241257,5.422493,"('stupid', 'smart')",5.2412572,5.422493,0.1812358
48,0.29879236,0.20491888,"('unintelligent', 'intelligent')",0.2987924,0.2049189,-0.0938735
49,0.11586935,0.15336797,"('unable', 'able')",0.1158694,0.153368,0.0374986
50,-0.28412634,-0.32057282,"('clumsy', 'skillful')",-0.2841263,-0.3205728,-0.0364465
51,0.76510686,0.66038144,"('uneducated', 'educated')",0.7651069,0.6603814,-0.1047255
52,-0.33850163,-0.36540425,"('irrational', 'rational')",-0.3385016,-0.3654042,-0.0269026
53,-0.06572179,-0.102284074,"('uncreative', 'creative')",-0.0657218,-0.1022841,-0.0365623
54,1.2726485,1.4044507,"('incapable', 'capable')",1.2726485,1.4044507,0.1318022
55,0.66579515,0.5727003,"('incompetent', 'clever')",0.6657951,0.5727003,-0.0930948
56,0.85672367,0.75514024,"('impractical', 'practical')",0.8567237,0.7551402,-0.1015835
57,-2.8112223,-2.9077187,"('unimaginative', 'imaginative')",-2.8112223,-2.9077187,-0.0964964
58,-0.3336551,-0.29947028,"('undiscriminating', 'discriminating')",-0.3336551,-0.2994703,0.0341848
59,-0.05095952,0.00026222505,"('foolish', 'wise')",-0.0509595,0.0002622,0.0512217
60,0.39215967,0.35990068,"('inefficient', 'efficient')",0.3921597,0.3599007,-0.032259
61,0.44632643,0.28560078,"('illogical', 'logical')",0.4463264,0.2856008,-0.1607256
62,0.6769187,0.6773189,"('incompetent', 'brilliant')",0.6769187,0.6773189,0.0004002
63,0.23574121,0.27243298,"('unperceptive', 'insightful')",0.2357412,0.272433,0.0366918
64,-6.0266833,-6.135196,"('shy', 'confident')",-6.0266833,-6.1351962,-0.1085129
65,-0.046751067,-0.11821016,"('insecure', 'secure')",-0.0467511,-0.1182102,-0.0714591
66,-0.25802398,-0.2030839,"('inactive', 'active')",-0.258024,-0.2030839,0.0549401
67,-0.018341016,0.0544877,"('doubtful', 'determined')",-0.018341,0.0544877,0.0728287
68,-0.89428514,-0.86609775,"('dependent', 'independent')",-0.8942851,-0.8660977,0.0281874
69,-1.9441475,-1.8634986,"('lazy', 'industrious')",-1.9441475,-1.8634986,0.0806489
70,1.1351943,1.0532998,"('lethargic', 'energetic')",1.1351943,1.0532998,-0.0818945
71,0.5282881,0.64373845,"('diffident', 'self-confident')",0.5282881,0.6437384,0.1154503
72,0.4502063,0.53746253,"('unambitious', 'ambitious')",0.4502063,0.5374625,0.0872562
73,-2.9754124,-2.984642,"('helpless', 'self-reliant')",-2.9754124,-2.984642,-0.0092296
74,0.39600405,0.30005848,"('undedicated', 'dedicated')",0.3960041,0.3000585,-0.0959456
75,-0.7333771,-0.5936256,"('meek', 'impulsive')",-0.7333771,-0.5936256,0.1397515
76,0.61350507,0.5505523,"('anxious', 'daring')",0.6135051,0.5505523,-0.0629528
77,-1.4316891,-1.3323903,"('unmotivated', 'motivated')",-1.4316891,-1.3323903,0.0992988
78,-0.7014416,-0.71021724,"('nonresilient', 'resilient')",-0.7014416,-0.7102172,-0.0087756
79,-0.0069988575,0.061059907,"('wavering', 'unwavering')",-0.0069989,0.0610599,0.0680588
80,-0.16746636,-0.27872497,"('dominated', 'dominating')",-0.1674664,-0.278725,-0.1112586
81,0.01753524,-0.033416376,"('submissive', 'aggressive')",0.0175352,-0.0334164,-0.0509516
82,6.0064893,6.133954,"('poor', 'rich')",6.0064893,6.133954,0.1274647
83,-0.17903104,-0.20802656,"('powerless', 'powerful')",-0.179031,-0.2080266,-0.0289956
84,0.1747948,0.15809655,"('inferior', 'superior')",0.1747948,0.1580966,-0.0166982
85,-0.6788553,-0.656085,"('insignificant', 'prestigious')",-0.6788553,-0.656085,0.0227703
86,0.31587243,0.21852198,"('uninfluential', 'influential')",0.3158724,0.218522,-0.0973504
87,-0.060925677,0.034113336,"('unsuccessful', 'successful')",-0.0609257,0.0341133,0.095039
88,0.33836317,0.27270052,"('low', 'eminent')",0.3383632,0.2727005,-0.0656627
