,anywhere_male,anywhere_female,tuple,average_male,average_female,female-male
29,-0.4068935,-0.45887035,"('unfair', 'fair')",-0.4068935,-0.4588704,-0.0519769
30,1.3933752,1.1118139,"('intolerant', 'tolerant')",1.3933752,1.1118139,-0.2815613
31,-1.7964495,-1.5803014,"('evil', 'good')",-1.7964495,-1.5803014,0.2161481
32,1.7101108,1.4918216,"('unkind', 'kind')",1.7101108,1.4918216,-0.2182892
33,-0.11779941,0.05556142,"('wrong', 'right')",-0.1177994,0.0555614,0.1733608
34,5.449897,5.665831,"('mean', 'honorable')",5.4498968,5.6658311,0.2159343
35,-1.2609535,-1.1553781,"('corrupt', 'incorrupt')",-1.2609535,-1.1553781,0.1055754
36,-0.67509264,-0.5329134,"('hostile', 'amicable')",-0.6750926,-0.5329134,0.1421792
37,1.4099791,1.424947,"('fake', 'genuine')",1.4099791,1.424947,0.0149679
38,0.47922236,0.6822611,"('untruthful', 'truthful')",0.4792224,0.6822611,0.2030387
39,0.15290688,0.0847939,"('exploitative', 'cooperative')",0.1529069,0.0847939,-0.068113
40,-1.7876788,-1.9404705,"('stingy', 'generous')",-1.7876788,-1.9404705,-0.1527917
41,0.53708005,0.35272816,"('unforgiving', 'forgiving')",0.53708,0.3527282,-0.1843518
42,-2.0053406,-2.0687072,"('unreliable', 'reliable')",-2.0053406,-2.0687072,-0.0633666
43,1.6369125,1.5770136,"('irresponsible', 'responsible')",1.6369125,1.5770136,-0.0598989
44,-1.5314871,-1.5889366,"('prejudiced', 'unprejudiced')",-1.5314871,-1.5889366,-0.0574495
45,0.74656945,0.7031101,"('incompetent', 'competent')",0.7465695,0.7031101,-0.0434594
46,0.11036719,-0.020111183,"('uncompetitive', 'competitive')",0.1103672,-0.0201112,-0.1304784
47,5.9568496,6.1352634,"('stupid', 'smart')",5.9568496,6.1352634,0.1784138
48,1.0529237,0.8505753,"('unintelligent', 'intelligent')",1.0529237,0.8505753,-0.2023484
49,0.19255981,0.49043444,"('unable', 'able')",0.1925598,0.4904344,0.2978746
50,-0.34769508,-0.16073453,"('clumsy', 'skillful')",-0.3476951,-0.1607345,0.1869606
51,0.92106396,0.6106128,"('uneducated', 'educated')",0.921064,0.6106128,-0.3104512
52,-1.0786902,-0.8992245,"('irrational', 'rational')",-1.0786902,-0.8992245,0.1794657
53,0.16805974,0.34745753,"('uncreative', 'creative')",0.1680597,0.3474575,0.1793978
54,1.650753,1.9153198,"('incapable', 'capable')",1.650753,1.9153198,0.2645668
55,1.2378175,1.0325083,"('incompetent', 'clever')",1.2378175,1.0325083,-0.2053092
56,1.145727,1.1527212,"('impractical', 'practical')",1.145727,1.1527212,0.0069942
57,-2.380808,-2.4093654,"('unimaginative', 'imaginative')",-2.3808081,-2.4093654,-0.0285573
58,0.58209085,0.46585724,"('undiscriminating', 'discriminating')",0.5820909,0.4658572,-0.1162337
59,-0.30249658,0.017469369,"('foolish', 'wise')",-0.3024966,0.0174694,0.319966
60,1.0709132,0.9204227,"('inefficient', 'efficient')",1.0709132,0.9204227,-0.1504905
61,1.3022602,1.2194377,"('illogical', 'logical')",1.3022602,1.2194377,-0.0828225
62,1.4055483,1.4413204,"('incompetent', 'brilliant')",1.4055483,1.4413204,0.0357721
63,1.2069969,1.3485208,"('unperceptive', 'insightful')",1.2069969,1.3485208,0.1415239
64,-6.771448,-6.661369,"('shy', 'confident')",-6.7714481,-6.6613688,0.1100793
65,0.8075689,0.5976335,"('insecure', 'secure')",0.8075689,0.5976335,-0.2099354
66,0.0010464909,0.14991784,"('inactive', 'active')",0.0010465,0.1499178,0.1488713
67,-0.8917331,-0.84894454,"('doubtful', 'determined')",-0.8917331,-0.8489445,0.0427886
68,-0.0733879,0.14237557,"('dependent', 'independent')",-0.0733879,0.1423756,0.2157635
69,-2.189883,-1.8758116,"('lazy', 'industrious')",-2.189883,-1.8758116,0.3140714
70,1.5296038,1.4416128,"('lethargic', 'energetic')",1.5296038,1.4416128,-0.087991
71,0.7080907,0.9052666,"('diffident', 'self-confident')",0.7080907,0.9052666,0.1971759
72,0.57914686,0.5554507,"('unambitious', 'ambitious')",0.5791469,0.5554507,-0.0236962
73,-3.1371076,-2.9777386,"('helpless', 'self-reliant')",-3.1371076,-2.9777386,0.159369
74,0.7699667,0.6811768,"('undedicated', 'dedicated')",0.7699667,0.6811768,-0.0887899
75,-1.1522441,-0.89130586,"('meek', 'impulsive')",-1.1522441,-0.8913059,0.2609382
76,1.1690404,0.8764551,"('anxious', 'daring')",1.1690404,0.8764551,-0.2925853
77,-1.6763573,-1.472492,"('unmotivated', 'motivated')",-1.6763573,-1.472492,0.2038653
78,-0.98178506,-0.88247114,"('nonresilient', 'resilient')",-0.9817851,-0.8824711,0.099314
79,-0.99528277,-0.72335154,"('wavering', 'unwavering')",-0.9952828,-0.7233515,0.2719313
80,-0.3257613,-0.41612107,"('dominated', 'dominating')",-0.3257613,-0.4161211,-0.0903598
81,0.8126563,0.53052545,"('submissive', 'aggressive')",0.8126563,0.5305254,-0.2821309
82,7.250959,7.353659,"('poor', 'rich')",7.2509589,7.3536592,0.1027003
83,-0.66130745,-0.71756977,"('powerless', 'powerful')",-0.6613075,-0.7175698,-0.0562623
84,0.38699967,0.50151753,"('inferior', 'superior')",0.3869997,0.5015175,0.1145178
85,-1.574687,-1.4903628,"('insignificant', 'prestigious')",-1.574687,-1.4903628,0.0843242
86,1.1424417,1.1503022,"('uninfluential', 'influential')",1.1424417,1.1503022,0.0078605
87,0.60407126,0.79286623,"('unsuccessful', 'successful')",0.6040713,0.7928662,0.1887949
88,0.47471762,0.42041412,"('low', 'eminent')",0.4747176,0.4204141,-0.0543035
