,equipment_male,equipment_female,tuple,average_male,average_female,female-male
79,-0.4874619,-0.5675207,"('wavering', 'unwavering')",-0.4874619,-0.5675207,-0.0800588
80,0.036228757,0.18014324,"('dominated', 'dominating')",0.0362288,0.1801432,0.1439144
81,-0.14801762,0.04711166,"('submissive', 'aggressive')",-0.1480176,0.0471117,0.1951293
82,5.443561,5.595285,"('poor', 'rich')",5.4435611,5.5952849,0.1517238
83,-0.30025643,-0.36063513,"('powerless', 'powerful')",-0.3002564,-0.3606351,-0.0603787
84,0.352566,0.25770393,"('inferior', 'superior')",0.352566,0.2577039,-0.0948621
85,-0.28714216,-0.37686995,"('insignificant', 'prestigious')",-0.2871422,-0.3768699,-0.0897277
86,0.4849268,0.356925,"('uninfluential', 'influential')",0.4849268,0.356925,-0.1280018
87,0.046391264,0.012261413,"('unsuccessful', 'successful')",0.0463913,0.0122614,-0.0341299
88,0.3059028,0.2963476,"('low', 'eminent')",0.3059028,0.2963476,-0.0095552
