,tracksuit_male,tracksuit_female,tuple,average_male,average_female,female-male
23,3.9676518,4.060844,"('insincere', 'sincere')",3.9676518,4.0608439,0.0931921
24,0.86917186,0.9032368,"('dishonest', 'honest')",0.8691719,0.9032368,0.0340649
25,0.92290473,0.90726745,"('egoistic', 'altruistic')",0.9229047,0.9072675,-0.0156372
26,0.5619,0.4186281,"('hardhearted', 'benevolent')",0.5619,0.4186281,-0.1432719
27,0.5123066,0.5535298,"('hardhearted', 'softhearted')",0.5123066,0.5535298,0.0412232
28,1.0485866,0.8565209,"('disloyal', 'loyal')",1.0485866,0.8565209,-0.1920657
29,0.011648681,-0.072938055,"('unfair', 'fair')",0.0116487,-0.0729381,-0.0845868
30,1.0038592,1.0052025,"('intolerant', 'tolerant')",1.0038592,1.0052025,0.0013433
31,-1.4164265,-1.3960989,"('evil', 'good')",-1.4164265,-1.3960989,0.0203276
32,1.1189924,1.0333822,"('unkind', 'kind')",1.1189924,1.0333822,-0.0856102
33,0.0027001295,0.03391376,"('wrong', 'right')",0.0027001,0.0339138,0.0312137
34,3.0963326,3.239715,"('mean', 'honorable')",3.0963326,3.2397151,0.1433825
35,-1.4506618,-1.5412213,"('corrupt', 'incorrupt')",-1.4506618,-1.5412213,-0.0905595
36,-0.82970095,-0.9282226,"('hostile', 'amicable')",-0.8297009,-0.9282226,-0.0985217
37,0.26162153,0.23064665,"('fake', 'genuine')",0.2616215,0.2306467,-0.0309748
38,0.35425037,0.37827587,"('untruthful', 'truthful')",0.3542504,0.3782759,0.0240255
39,-0.14998047,-0.069010265,"('exploitative', 'cooperative')",-0.1499805,-0.0690103,0.0809702
40,-0.8921971,-0.88862985,"('stingy', 'generous')",-0.8921971,-0.8886299,0.0035672
41,0.27597165,0.1616786,"('unforgiving', 'forgiving')",0.2759717,0.1616786,-0.1142931
42,-1.3657656,-1.2850242,"('unreliable', 'reliable')",-1.3657656,-1.2850242,0.0807414
43,0.40312055,0.4847517,"('irresponsible', 'responsible')",0.4031205,0.4847517,0.0816312
44,-1.2534308,-1.2695702,"('prejudiced', 'unprejudiced')",-1.2534308,-1.2695702,-0.0161394
45,-0.042931877,-0.0817703,"('incompetent', 'competent')",-0.0429319,-0.0817703,-0.0388384
46,0.0513347,-0.024647407,"('uncompetitive', 'competitive')",0.0513347,-0.0246474,-0.0759821
47,3.0158315,3.0793982,"('stupid', 'smart')",3.0158315,3.0793982,0.0635667
48,0.40341,0.36052787,"('unintelligent', 'intelligent')",0.40341,0.3605279,-0.0428821
49,-0.31561047,-0.20890357,"('unable', 'able')",-0.3156105,-0.2089036,0.1067069
50,-0.34404776,-0.3139695,"('clumsy', 'skillful')",-0.3440478,-0.3139695,0.0300783
51,0.20977996,0.14347124,"('uneducated', 'educated')",0.20978,0.1434712,-0.0663088
52,-0.52931285,-0.5967638,"('irrational', 'rational')",-0.5293128,-0.5967638,-0.067451
53,-0.23967728,-0.39372024,"('uncreative', 'creative')",-0.2396773,-0.3937202,-0.1540429
54,-0.070986316,0.039857477,"('incapable', 'capable')",-0.0709863,0.0398575,0.1108438
55,0.8205556,0.8766547,"('incompetent', 'clever')",0.8205556,0.8766547,0.0560991
56,0.9571948,0.9745844,"('impractical', 'practical')",0.9571948,0.9745844,0.0173896
57,-1.6137527,-1.7263005,"('unimaginative', 'imaginative')",-1.6137527,-1.7263005,-0.1125478
58,0.20704263,0.16345753,"('undiscriminating', 'discriminating')",0.2070426,0.1634575,-0.0435851
59,-0.42983282,-0.33322877,"('foolish', 'wise')",-0.4298328,-0.3332288,0.096604
60,1.4761559,1.5264295,"('inefficient', 'efficient')",1.4761559,1.5264295,0.0502736
61,1.000932,0.8326286,"('illogical', 'logical')",1.000932,0.8326286,-0.1683034
62,0.39098266,0.5564085,"('incompetent', 'brilliant')",0.3909827,0.5564085,0.1654258
63,0.5313391,0.5763011,"('unperceptive', 'insightful')",0.5313391,0.5763011,0.044962
64,-3.3440223,-3.2866387,"('shy', 'confident')",-3.3440223,-3.2866387,0.0573836
65,0.76540804,0.8477745,"('insecure', 'secure')",0.765408,0.8477745,0.0823665
66,-0.9559196,-1.0157105,"('inactive', 'active')",-0.9559196,-1.0157105,-0.0597909
67,-0.2665218,-0.35434183,"('doubtful', 'determined')",-0.2665218,-0.3543418,-0.08782
68,-0.34091032,-0.36096507,"('dependent', 'independent')",-0.3409103,-0.3609651,-0.0200548
69,-1.2069896,-1.173388,"('lazy', 'industrious')",-1.2069896,-1.173388,0.0336016
70,0.59906775,0.61364317,"('lethargic', 'energetic')",0.5990677,0.6136432,0.0145755
71,0.44872332,0.42885017,"('diffident', 'self-confident')",0.4487233,0.4288502,-0.0198731
72,0.41354543,0.49324995,"('unambitious', 'ambitious')",0.4135454,0.49325,0.0797046
73,-1.9888527,-1.8056371,"('helpless', 'self-reliant')",-1.9888527,-1.8056371,0.1832156
74,0.005417809,-0.048281804,"('undedicated', 'dedicated')",0.0054178,-0.0482818,-0.0536996
75,-0.9817046,-0.9634218,"('meek', 'impulsive')",-0.9817046,-0.9634218,0.0182828
76,0.034559593,0.033648998,"('anxious', 'daring')",0.0345596,0.033649,-0.0009106
77,-0.5258585,-0.48902813,"('unmotivated', 'motivated')",-0.5258585,-0.4890281,0.0368304
78,-0.5608674,-0.56674325,"('nonresilient', 'resilient')",-0.5608674,-0.5667433,-0.0058759
79,-0.92126924,-0.9769933,"('wavering', 'unwavering')",-0.9212692,-0.9769933,-0.0557241
80,0.098454066,0.13608167,"('dominated', 'dominating')",0.0984541,0.1360817,0.0376276
81,0.4019343,0.44602484,"('submissive', 'aggressive')",0.4019343,0.4460248,0.0440905
82,3.3054447,3.4008927,"('poor', 'rich')",3.3054447,3.4008927,0.095448
83,0.008130815,-0.059638727,"('powerless', 'powerful')",0.0081308,-0.0596387,-0.0677695
84,-0.099544704,-0.08181035,"('inferior', 'superior')",-0.0995447,-0.0818103,0.0177344
85,-0.52753663,-0.5713151,"('insignificant', 'prestigious')",-0.5275366,-0.5713151,-0.0437785
86,0.5644954,0.38491297,"('uninfluential', 'influential')",0.5644954,0.384913,-0.1795824
87,-0.026461117,0.04312165,"('unsuccessful', 'successful')",-0.0264611,0.0431217,0.0695828
88,-0.11727149,-0.14439593,"('low', 'eminent')",-0.1172715,-0.1443959,-0.0271244
