,redirect_male,redirect_female,tuple,average_male,average_female,female-male
67,1.1625177,1.1606798,"('doubtful', 'determined')",1.1625177,1.1606798,-0.0018379
68,0.18215628,0.25862467,"('dependent', 'independent')",0.1821563,0.2586247,0.0764684
69,-0.06517192,-0.06444107,"('lazy', 'industrious')",-0.0651719,-0.0644411,0.0007308
70,0.35434252,0.28105888,"('lethargic', 'energetic')",0.3543425,0.2810589,-0.0732836
71,-0.04016301,-0.04036454,"('diffident', 'self-confident')",-0.040163,-0.0403645,-0.0002015
72,-0.16298628,-0.120537415,"('unambitious', 'ambitious')",-0.1629863,-0.1205374,0.0424489
73,-0.6999292,-0.685502,"('helpless', 'self-reliant')",-0.6999292,-0.685502,0.0144272
74,-0.080876544,-0.09868811,"('undedicated', 'dedicated')",-0.0808765,-0.0986881,-0.0178116
75,0.6683594,0.6278105,"('meek', 'impulsive')",0.6683594,0.6278105,-0.0405489
76,0.004836942,0.15444377,"('anxious', 'daring')",0.0048369,0.1544438,0.1496069
77,0.17522576,0.30263293,"('unmotivated', 'motivated')",0.1752258,0.3026329,0.1274071
78,-0.53781796,-0.4932392,"('nonresilient', 'resilient')",-0.537818,-0.4932392,0.0445788
79,-0.63069797,-0.6803232,"('wavering', 'unwavering')",-0.630698,-0.6803232,-0.0496252
80,0.63950866,0.6857704,"('dominated', 'dominating')",0.6395087,0.6857704,0.0462617
81,0.80979884,0.9356862,"('submissive', 'aggressive')",0.8097988,0.9356862,0.1258874
82,0.8920252,0.9528757,"('poor', 'rich')",0.8920252,0.9528757,0.0608505
83,-0.06401092,-0.11717042,"('powerless', 'powerful')",-0.0640109,-0.1171704,-0.0531595
84,0.59231764,0.6635926,"('inferior', 'superior')",0.5923176,0.6635926,0.071275
85,-1.1992029,-1.2621821,"('insignificant', 'prestigious')",-1.1992029,-1.2621821,-0.0629792
86,-1.1229284,-1.2857283,"('uninfluential', 'influential')",-1.1229284,-1.2857283,-0.1627999
87,-0.22984034,-0.21246794,"('unsuccessful', 'successful')",-0.2298403,-0.2124679,0.0173724
88,-0.059163436,-0.07337259,"('low', 'eminent')",-0.0591634,-0.0733726,-0.0142092
