,tracksuit_male,tracksuit_female,tuple,average_male,average_female,female-male
56,1.0603875,1.0542357,"('impractical', 'practical')",1.0603875,1.0542357,-0.0061518
57,-1.4974234,-1.5330672,"('unimaginative', 'imaginative')",-1.4974234,-1.5330672,-0.0356438
58,0.20369641,0.19844702,"('undiscriminating', 'discriminating')",0.2036964,0.198447,-0.0052494
59,-0.34428006,-0.3436947,"('foolish', 'wise')",-0.3442801,-0.3436947,0.0005854
60,1.1673636,1.161314,"('inefficient', 'efficient')",1.1673636,1.161314,-0.0060496
61,0.8739954,0.73273736,"('illogical', 'logical')",0.8739954,0.7327374,-0.141258
62,0.20206016,0.24271719,"('incompetent', 'brilliant')",0.2020602,0.2427172,0.040657
63,0.28191376,0.27462125,"('unperceptive', 'insightful')",0.2819138,0.2746212,-0.0072926
64,-3.1490827,-3.1383677,"('shy', 'confident')",-3.1490827,-3.1383677,0.010715
65,0.73624784,0.73849565,"('insecure', 'secure')",0.7362478,0.7384956,0.0022478
66,-0.66140056,-0.65876895,"('inactive', 'active')",-0.6614006,-0.658769,0.0026316
67,-0.13673136,-0.1248302,"('doubtful', 'determined')",-0.1367314,-0.1248302,0.0119012
68,-0.54911846,-0.62767494,"('dependent', 'independent')",-0.5491185,-0.6276749,-0.0785564
69,-1.0779436,-1.0487332,"('lazy', 'industrious')",-1.0779436,-1.0487332,0.0292104
70,0.7874345,0.81113315,"('lethargic', 'energetic')",0.7874345,0.8111331,0.0236986
71,0.52469283,0.48009664,"('diffident', 'self-confident')",0.5246928,0.4800966,-0.0445962
72,0.38736942,0.4301762,"('unambitious', 'ambitious')",0.3873694,0.4301762,0.0428068
73,-1.9216099,-1.8861793,"('helpless', 'self-reliant')",-1.9216099,-1.8861793,0.0354306
74,0.017131753,-0.07687479,"('undedicated', 'dedicated')",0.0171318,-0.0768748,-0.0940066
75,-0.58386225,-0.5388011,"('meek', 'impulsive')",-0.5838622,-0.5388011,0.0450611
76,0.16239548,0.13595948,"('anxious', 'daring')",0.1623955,0.1359595,-0.026436
77,-0.5797189,-0.5638083,"('unmotivated', 'motivated')",-0.5797189,-0.5638083,0.0159106
78,-0.73548156,-0.7603307,"('nonresilient', 'resilient')",-0.7354816,-0.7603307,-0.0248491
79,-0.89366513,-0.92796904,"('wavering', 'unwavering')",-0.8936651,-0.927969,-0.0343039
80,-0.13581347,-0.11960603,"('dominated', 'dominating')",-0.1358135,-0.119606,0.0162075
81,0.37665576,0.4300662,"('submissive', 'aggressive')",0.3766558,0.4300662,0.0534104
82,3.219242,3.241142,"('poor', 'rich')",3.2192421,3.241142,0.0218999
83,-0.02188436,-0.043611445,"('powerless', 'powerful')",-0.0218844,-0.0436114,-0.021727
84,0.021036673,0.006541934,"('inferior', 'superior')",0.0210367,0.0065419,-0.0144948
85,-0.31552523,-0.33351266,"('insignificant', 'prestigious')",-0.3155252,-0.3335127,-0.0179875
86,0.2515002,0.13281995,"('uninfluential', 'influential')",0.2515002,0.13282,-0.1186802
87,-0.39340648,-0.3939826,"('unsuccessful', 'successful')",-0.3934065,-0.3939826,-0.0005761
88,-0.10688613,-0.1281038,"('low', 'eminent')",-0.1068861,-0.1281038,-0.0212177
