,hold_male,hold_female,tuple,average_male,average_female,female-male
25,0.9735213,0.90702844,"('egoistic', 'altruistic')",0.9735213,0.9070284,-0.0664929
26,0.8560232,0.8181298,"('hardhearted', 'benevolent')",0.8560232,0.8181298,-0.0378934
27,1.7411218,1.5890661,"('hardhearted', 'softhearted')",1.7411218,1.5890661,-0.1520557
28,1.1202326,1.1039131,"('disloyal', 'loyal')",1.1202326,1.1039131,-0.0163195
29,-0.9437546,-0.9883626,"('unfair', 'fair')",-0.9437546,-0.9883626,-0.044608
30,0.8057777,0.74506205,"('intolerant', 'tolerant')",0.8057777,0.7450621,-0.0607156
31,-1.7651266,-1.6570456,"('evil', 'good')",-1.7651266,-1.6570456,0.108081
32,1.070151,1.012392,"('unkind', 'kind')",1.070151,1.012392,-0.057759
33,-0.5787992,-0.5987639,"('wrong', 'right')",-0.5787992,-0.5987639,-0.0199647
34,4.4353824,4.659397,"('mean', 'honorable')",4.4353824,4.6593971,0.2240147
35,-0.64859706,-0.8595087,"('corrupt', 'incorrupt')",-0.6485971,-0.8595087,-0.2109116
36,-0.6542851,-0.70461965,"('hostile', 'amicable')",-0.6542851,-0.7046196,-0.0503345
37,0.83350325,0.7692204,"('fake', 'genuine')",0.8335032,0.7692204,-0.0642828
38,-0.2473316,-0.23660392,"('untruthful', 'truthful')",-0.2473316,-0.2366039,0.0107277
39,0.35536572,0.31731158,"('exploitative', 'cooperative')",0.3553657,0.3173116,-0.0380541
40,-1.330223,-1.5487233,"('stingy', 'generous')",-1.330223,-1.5487233,-0.2185003
41,0.12977056,0.0476565,"('unforgiving', 'forgiving')",0.1297706,0.0476565,-0.0821141
42,-2.1829166,-2.3772655,"('unreliable', 'reliable')",-2.1829166,-2.3772655,-0.1943489
43,0.8305566,0.81248075,"('irresponsible', 'responsible')",0.8305566,0.8124807,-0.0180759
44,-1.0390998,-1.077242,"('prejudiced', 'unprejudiced')",-1.0390998,-1.077242,-0.0381422
45,-0.038833484,-0.06632827,"('incompetent', 'competent')",-0.0388335,-0.0663283,-0.0274948
46,-0.59058344,-0.71154666,"('uncompetitive', 'competitive')",-0.5905834,-0.7115467,-0.1209633
47,4.947369,5.2189384,"('stupid', 'smart')",4.9473691,5.2189384,0.2715693
48,0.64419806,0.5785404,"('unintelligent', 'intelligent')",0.6441981,0.5785404,-0.0656577
49,0.24322967,0.25822547,"('unable', 'able')",0.2432297,0.2582255,0.0149958
50,-0.14775686,-0.19497038,"('clumsy', 'skillful')",-0.1477569,-0.1949704,-0.0472135
51,0.70951945,0.61224264,"('uneducated', 'educated')",0.7095194,0.6122426,-0.0972768
52,-0.48184332,-0.52659225,"('irrational', 'rational')",-0.4818433,-0.5265923,-0.044749
53,-0.16949418,-0.21727906,"('uncreative', 'creative')",-0.1694942,-0.2172791,-0.0477849
54,1.0219423,1.105096,"('incapable', 'capable')",1.0219423,1.105096,0.0831537
55,0.7613509,0.72727275,"('incompetent', 'clever')",0.7613509,0.7272727,-0.0340782
56,0.54775536,0.46329194,"('impractical', 'practical')",0.5477554,0.4632919,-0.0844635
57,-2.717496,-2.7928,"('unimaginative', 'imaginative')",-2.7174959,-2.7927999,-0.075304
58,-0.06284494,-0.049561396,"('undiscriminating', 'discriminating')",-0.0628449,-0.0495614,0.0132835
59,-0.13052712,-0.09055394,"('foolish', 'wise')",-0.1305271,-0.0905539,0.0399732
60,0.2580706,0.27475318,"('inefficient', 'efficient')",0.2580706,0.2747532,0.0166826
61,0.39782616,0.24798745,"('illogical', 'logical')",0.3978262,0.2479874,-0.1498388
62,0.5600285,0.606387,"('incompetent', 'brilliant')",0.5600285,0.606387,0.0463585
63,0.26275557,0.29413635,"('unperceptive', 'insightful')",0.2627556,0.2941363,0.0313807
64,-6.429658,-6.561617,"('shy', 'confident')",-6.4296579,-6.5616169,-0.131959
65,0.082209066,0.06418355,"('insecure', 'secure')",0.0822091,0.0641835,-0.0180256
66,-0.29609662,-0.30055496,"('inactive', 'active')",-0.2960966,-0.300555,-0.0044584
67,-0.29268807,-0.20370594,"('doubtful', 'determined')",-0.2926881,-0.2037059,0.0889822
68,-0.5446614,-0.5917316,"('dependent', 'independent')",-0.5446614,-0.5917316,-0.0470702
69,-2.20419,-2.1599739,"('lazy', 'industrious')",-2.20419,-2.1599739,0.0442161
70,1.0528629,0.98416173,"('lethargic', 'energetic')",1.0528629,0.9841617,-0.0687012
71,0.46562552,0.5423128,"('diffident', 'self-confident')",0.4656255,0.5423128,0.0766873
72,0.7098488,0.7894711,"('unambitious', 'ambitious')",0.7098488,0.7894711,0.0796223
73,-3.245983,-3.2703524,"('helpless', 'self-reliant')",-3.2459829,-3.2703524,-0.0243695
74,0.23996109,0.059142772,"('undedicated', 'dedicated')",0.2399611,0.0591428,-0.1808183
75,-1.2041994,-1.0516907,"('meek', 'impulsive')",-1.2041994,-1.0516907,0.1525087
76,0.8812845,0.8518845,"('anxious', 'daring')",0.8812845,0.8518845,-0.0294
77,-1.5655193,-1.4256824,"('unmotivated', 'motivated')",-1.5655193,-1.4256824,0.1398369
78,-0.36029404,-0.39505312,"('nonresilient', 'resilient')",-0.360294,-0.3950531,-0.0347591
79,-0.034851752,-0.031327598,"('wavering', 'unwavering')",-0.0348518,-0.0313276,0.0035242
80,0.0972306,-0.032954857,"('dominated', 'dominating')",0.0972306,-0.0329549,-0.1301855
81,0.24644221,0.25529253,"('submissive', 'aggressive')",0.2464422,0.2552925,0.0088503
82,6.28112,6.4356694,"('poor', 'rich')",6.2811198,6.4356694,0.1545496
83,-0.11803822,-0.09110166,"('powerless', 'powerful')",-0.1180382,-0.0911017,0.0269365
84,0.78026915,0.8034113,"('inferior', 'superior')",0.7802691,0.8034113,0.0231422
85,-0.21572033,-0.24037027,"('insignificant', 'prestigious')",-0.2157203,-0.2403703,-0.02465
86,0.3392182,0.28691185,"('uninfluential', 'influential')",0.3392182,0.2869118,-0.0523064
87,-0.10944316,0.020376306,"('unsuccessful', 'successful')",-0.1094432,0.0203763,0.1298195
88,0.74604094,0.68456876,"('low', 'eminent')",0.7460409,0.6845688,-0.0614721
