,lymphocyte_male,lymphocyte_female,tuple,average_male,average_female,female-male
58,-1.1234708,-1.1239003,"('undiscriminating', 'discriminating')",-1.1234708,-1.1239003,-0.0004295
59,1.5219636,1.3848069,"('foolish', 'wise')",1.5219636,1.3848069,-0.1371567
60,-2.3308449,-2.147456,"('inefficient', 'efficient')",-2.3308449,-2.1474559,0.183389
61,-1.3374432,-1.417292,"('illogical', 'logical')",-1.3374432,-1.417292,-0.0798488
62,-2.2551718,-2.1054606,"('incompetent', 'brilliant')",-2.2551718,-2.1054606,0.1497112
63,-1.2176391,-1.2151873,"('unperceptive', 'insightful')",-1.2176391,-1.2151873,0.0024518
64,-2.031513,-1.9148777,"('shy', 'confident')",-2.031513,-1.9148777,0.1166353
65,-2.5300949,-2.535233,"('insecure', 'secure')",-2.5300949,-2.535233,-0.0051381
66,0.027179651,0.00080055,"('inactive', 'active')",0.0271797,0.0008005,-0.0263792
67,-0.21538183,-0.105985895,"('doubtful', 'determined')",-0.2153818,-0.1059859,0.1093959
68,-1.358643,-1.2240057,"('dependent', 'independent')",-1.3586431,-1.2240057,0.1346374
69,2.6593468,2.678144,"('lazy', 'industrious')",2.6593468,2.678144,0.0187972
70,-2.7838807,-2.7607763,"('lethargic', 'energetic')",-2.7838807,-2.7607763,0.0231044
71,1.5412995,1.5428563,"('diffident', 'self-confident')",1.5412995,1.5428563,0.0015568
72,-0.32034877,-0.42721805,"('unambitious', 'ambitious')",-0.3203488,-0.427218,-0.1068692
73,0.5531418,0.67484134,"('helpless', 'self-reliant')",0.5531418,0.6748413,0.1216995
74,-0.28022733,-0.30502957,"('undedicated', 'dedicated')",-0.2802273,-0.3050296,-0.0248023
75,1.752833,1.7875762,"('meek', 'impulsive')",1.752833,1.7875762,0.0347432
76,-2.8612275,-2.6041148,"('anxious', 'daring')",-2.8612275,-2.6041148,0.2571127
77,-1.8842498,-1.7169352,"('unmotivated', 'motivated')",-1.8842498,-1.7169352,0.1673146
78,0.5209355,0.44302258,"('nonresilient', 'resilient')",0.5209355,0.4430226,-0.0779129
79,1.0362253,0.9990863,"('wavering', 'unwavering')",1.0362253,0.9990863,-0.037139
80,-1.5468913,-1.473097,"('dominated', 'dominating')",-1.5468913,-1.473097,0.0737943
81,-3.1129644,-3.0257785,"('submissive', 'aggressive')",-3.1129644,-3.0257785,0.0871859
82,-0.09383012,-0.10493708,"('poor', 'rich')",-0.0938301,-0.1049371,-0.011107
83,-0.24945374,-0.18672265,"('powerless', 'powerful')",-0.2494537,-0.1867227,0.062731
84,-0.36376515,-0.37638742,"('inferior', 'superior')",-0.3637652,-0.3763874,-0.0126222
85,2.9504151,2.8989737,"('insignificant', 'prestigious')",2.9504151,2.8989737,-0.0514414
86,-2.024518,-2.1973753,"('uninfluential', 'influential')",-2.024518,-2.1973753,-0.1728573
87,-0.8489227,-0.8213599,"('unsuccessful', 'successful')",-0.8489227,-0.8213599,0.0275628
88,-0.27180728,-0.32061967,"('low', 'eminent')",-0.2718073,-0.3206197,-0.0488124
