,gobbler_male,gobbler_female,tuple,average_male,average_female,female-male
28,-0.38312486,-0.42915303,"('disloyal', 'loyal')",-0.3831249,-0.429153,-0.0460281
29,0.16851026,0.0884267,"('unfair', 'fair')",0.1685103,0.0884267,-0.0800836
30,0.5537072,0.38837278,"('intolerant', 'tolerant')",0.5537072,0.3883728,-0.1653344
31,-1.0060791,-0.84297067,"('evil', 'good')",-1.0060791,-0.8429707,0.1631084
32,-0.3876361,-0.64369625,"('unkind', 'kind')",-0.3876361,-0.6436962,-0.2560601
33,-0.1798219,-0.11269939,"('wrong', 'right')",-0.1798219,-0.1126994,0.0671225
34,0.7357908,0.7028674,"('mean', 'honorable')",0.7357908,0.7028674,-0.0329234
35,-0.05416283,0.052353486,"('corrupt', 'incorrupt')",-0.0541628,0.0523535,0.1065163
36,-0.72914755,-0.57752836,"('hostile', 'amicable')",-0.7291476,-0.5775284,0.1516192
37,-0.38415855,-0.4122761,"('fake', 'genuine')",-0.3841586,-0.4122761,-0.0281175
38,-0.20371863,-0.27244046,"('untruthful', 'truthful')",-0.2037186,-0.2724405,-0.0687219
39,0.09133437,0.14571056,"('exploitative', 'cooperative')",0.0913344,0.1457106,0.0543762
40,-1.8555546,-1.7733752,"('stingy', 'generous')",-1.8555546,-1.7733752,0.0821794
41,0.11601089,0.035134073,"('unforgiving', 'forgiving')",0.1160109,0.0351341,-0.0808768
42,-0.83827233,-0.8819758,"('unreliable', 'reliable')",-0.8382723,-0.8819758,-0.0437035
43,-0.5808383,-0.7757243,"('irresponsible', 'responsible')",-0.5808383,-0.7757243,-0.194886
44,-0.23178442,-0.1601929,"('prejudiced', 'unprejudiced')",-0.2317844,-0.1601929,0.0715915
45,-0.45890552,-0.5479536,"('incompetent', 'competent')",-0.4589055,-0.5479536,-0.0890481
46,-0.7124702,-0.8728134,"('uncompetitive', 'competitive')",-0.7124702,-0.8728134,-0.1603432
47,1.847306,1.8339972,"('stupid', 'smart')",1.847306,1.8339972,-0.0133088
48,-0.028581925,-0.15451542,"('unintelligent', 'intelligent')",-0.0285819,-0.1545154,-0.1259335
49,0.33293083,0.4041959,"('unable', 'able')",0.3329308,0.4041959,0.0712651
50,0.12777302,0.18640685,"('clumsy', 'skillful')",0.127773,0.1864069,0.0586339
51,0.32617575,0.08334197,"('uneducated', 'educated')",0.3261757,0.083342,-0.2428337
52,0.22061822,0.3069688,"('irrational', 'rational')",0.2206182,0.3069688,0.0863506
53,-1.1537836,-1.2292814,"('uncreative', 'creative')",-1.1537836,-1.2292814,-0.0754978
54,-0.13195442,-0.07213793,"('incapable', 'capable')",-0.1319544,-0.0721379,0.0598165
55,0.26060233,0.12903824,"('incompetent', 'clever')",0.2606023,0.1290382,-0.1315641
56,0.31603575,-0.012312453,"('impractical', 'practical')",0.3160357,-0.0123125,-0.3283482
57,-1.9896275,-2.091708,"('unimaginative', 'imaginative')",-1.9896275,-2.0917079,-0.1020804
58,0.028086508,-0.0669253,"('undiscriminating', 'discriminating')",0.0280865,-0.0669253,-0.0950118
59,0.7135309,0.91510355,"('foolish', 'wise')",0.7135309,0.9151036,0.2015727
60,0.37217912,0.11995217,"('inefficient', 'efficient')",0.3721791,0.1199522,-0.2522269
61,-0.19845332,-0.32482865,"('illogical', 'logical')",-0.1984533,-0.3248287,-0.1263754
62,0.3042947,0.24251267,"('incompetent', 'brilliant')",0.3042947,0.2425127,-0.061782
63,-0.08572744,-0.23552562,"('unperceptive', 'insightful')",-0.0857274,-0.2355256,-0.1497982
64,-1.662788,-1.6602845,"('shy', 'confident')",-1.662788,-1.6602845,0.0025035
65,-0.047313567,-0.21113855,"('insecure', 'secure')",-0.0473136,-0.2111385,-0.1638249
66,-1.4933416,-1.4107579,"('inactive', 'active')",-1.4933416,-1.4107579,0.0825837
67,0.6841058,0.62731236,"('doubtful', 'determined')",0.6841058,0.6273124,-0.0567934
68,0.24563317,0.15501355,"('dependent', 'independent')",0.2456332,0.1550135,-0.0906197
69,-0.97079057,-0.74026734,"('lazy', 'industrious')",-0.9707906,-0.7402673,0.2305233
70,-0.3869927,-0.5262654,"('lethargic', 'energetic')",-0.3869927,-0.5262654,-0.1392727
71,-0.031165587,-0.019020772,"('diffident', 'self-confident')",-0.0311656,-0.0190208,0.0121448
72,-0.4621395,-0.4602303,"('unambitious', 'ambitious')",-0.4621395,-0.4602303,0.0019092
73,-0.6591346,-0.5726039,"('helpless', 'self-reliant')",-0.6591346,-0.5726039,0.0865307
74,-0.390312,-0.53389114,"('undedicated', 'dedicated')",-0.390312,-0.5338911,-0.1435791
75,0.023880316,0.10529714,"('meek', 'impulsive')",0.0238803,0.1052971,0.0814168
76,-0.10125372,-0.20922348,"('anxious', 'daring')",-0.1012537,-0.2092235,-0.1079698
77,-0.71784693,-0.7130592,"('unmotivated', 'motivated')",-0.7178469,-0.7130592,0.0047877
78,-0.4123508,-0.34283003,"('nonresilient', 'resilient')",-0.4123508,-0.34283,0.0695208
79,-1.2609501,-1.2315016,"('wavering', 'unwavering')",-1.2609501,-1.2315016,0.0294485
80,0.21658064,0.23046276,"('dominated', 'dominating')",0.2165806,0.2304628,0.0138822
81,0.12509836,-0.008912891,"('submissive', 'aggressive')",0.1250984,-0.0089129,-0.1340113
82,1.448344,1.2868112,"('poor', 'rich')",1.448344,1.2868112,-0.1615328
83,0.04968767,-0.105907485,"('powerless', 'powerful')",0.0496877,-0.1059075,-0.1555952
84,0.41266775,0.39914927,"('inferior', 'superior')",0.4126678,0.3991493,-0.0135185
85,-0.7573729,-0.6465473,"('insignificant', 'prestigious')",-0.7573729,-0.6465473,0.1108256
86,-1.2197006,-1.4513088,"('uninfluential', 'influential')",-1.2197006,-1.4513088,-0.2316082
87,-0.10587823,-0.06565538,"('unsuccessful', 'successful')",-0.1058782,-0.0656554,0.0402228
88,-0.6127494,-0.76875365,"('low', 'eminent')",-0.6127494,-0.7687536,-0.1560042
