,redirect_male,redirect_female,tuple,average_male,average_female,female-male
43,-0.7096114,-0.674026,"('irresponsible', 'responsible')",-0.7096114,-0.674026,0.0355854
44,-0.4966278,-0.43606684,"('prejudiced', 'unprejudiced')",-0.4966278,-0.4360668,0.060561
45,-1.0659522,-1.0976818,"('incompetent', 'competent')",-1.0659522,-1.0976818,-0.0317296
46,-0.42011178,-0.3880418,"('uncompetitive', 'competitive')",-0.4201118,-0.3880418,0.03207
47,1.3996918,1.3605698,"('stupid', 'smart')",1.3996918,1.3605698,-0.039122
48,-1.2379308,-0.9679553,"('unintelligent', 'intelligent')",-1.2379308,-0.9679553,0.2699755
49,-0.9451248,-0.5429475,"('unable', 'able')",-0.9451248,-0.5429475,0.4021773
50,-0.59391695,-0.4101851,"('clumsy', 'skillful')",-0.593917,-0.4101851,0.1837319
51,-0.48012078,-0.48195443,"('uneducated', 'educated')",-0.4801208,-0.4819544,-0.0018336
52,-0.99332243,-1.1154794,"('irrational', 'rational')",-0.9933224,-1.1154794,-0.122157
53,-0.583319,-0.70559084,"('uncreative', 'creative')",-0.583319,-0.7055908,-0.1222718
54,-0.96432614,-1.0242308,"('incapable', 'capable')",-0.9643261,-1.0242308,-0.0599047
55,-0.83330613,-0.66975504,"('incompetent', 'clever')",-0.8333061,-0.669755,0.1635511
56,0.8463476,0.9172598,"('impractical', 'practical')",0.8463476,0.9172598,0.0709122
57,-0.4756822,-0.7156069,"('unimaginative', 'imaginative')",-0.4756822,-0.7156069,-0.2399247
58,0.65978986,0.3837479,"('undiscriminating', 'discriminating')",0.6597899,0.3837479,-0.276042
59,-0.30969098,-0.27855092,"('foolish', 'wise')",-0.309691,-0.2785509,0.0311401
60,0.25462613,0.49835104,"('inefficient', 'efficient')",0.2546261,0.498351,0.2437249
61,0.0626654,-0.07396135,"('illogical', 'logical')",0.0626654,-0.0739613,-0.1366267
62,-0.2502261,-0.04995689,"('incompetent', 'brilliant')",-0.2502261,-0.0499569,0.2002692
63,0.15313038,0.26416028,"('unperceptive', 'insightful')",0.1531304,0.2641603,0.1110299
64,-2.0826392,-2.0803492,"('shy', 'confident')",-2.0826392,-2.0803492,0.00229
65,-0.3237021,-0.2429705,"('insecure', 'secure')",-0.3237021,-0.2429705,0.0807316
66,-0.41396597,-0.5582681,"('inactive', 'active')",-0.413966,-0.5582681,-0.1443021
67,0.942843,0.966055,"('doubtful', 'determined')",0.942843,0.966055,0.023212
68,-0.15187475,0.06114763,"('dependent', 'independent')",-0.1518748,0.0611476,0.2130224
69,-0.05508648,-0.08827147,"('lazy', 'industrious')",-0.0550865,-0.0882715,-0.033185
70,0.53433436,0.4518497,"('lethargic', 'energetic')",0.5343344,0.4518497,-0.0824847
71,-0.19273008,-0.10352158,"('diffident', 'self-confident')",-0.1927301,-0.1035216,0.0892085
72,-0.24986443,-0.22884919,"('unambitious', 'ambitious')",-0.2498644,-0.2288492,0.0210152
73,-0.73026574,-0.6952736,"('helpless', 'self-reliant')",-0.7302657,-0.6952736,0.0349921
74,-0.14381541,-0.10680525,"('undedicated', 'dedicated')",-0.1438154,-0.1068053,0.0370101
75,0.80234134,0.6420068,"('meek', 'impulsive')",0.8023413,0.6420068,-0.1603345
76,-0.2543755,-0.056666244,"('anxious', 'daring')",-0.2543755,-0.0566662,0.1977093
77,-0.2140972,0.04796825,"('unmotivated', 'motivated')",-0.2140972,0.0479682,0.2620654
78,-0.8311228,-0.6836412,"('nonresilient', 'resilient')",-0.8311228,-0.6836412,0.1474816
79,-0.5800395,-0.6678185,"('wavering', 'unwavering')",-0.5800395,-0.6678185,-0.087779
80,0.8056983,0.74922436,"('dominated', 'dominating')",0.8056983,0.7492244,-0.0564739
81,0.7842987,0.91693175,"('submissive', 'aggressive')",0.7842987,0.9169317,0.132633
82,1.1058308,1.1598253,"('poor', 'rich')",1.1058308,1.1598253,0.0539945
83,-0.14924672,-0.19915934,"('powerless', 'powerful')",-0.1492467,-0.1991593,-0.0499126
84,0.39626122,0.54259026,"('inferior', 'superior')",0.3962612,0.5425903,0.1463291
85,-1.2418896,-1.2322446,"('insignificant', 'prestigious')",-1.2418896,-1.2322446,0.009645
86,-0.9031683,-1.103987,"('uninfluential', 'influential')",-0.9031683,-1.103987,-0.2008187
87,-0.17728724,-0.10279271,"('unsuccessful', 'successful')",-0.1772872,-0.1027927,0.0744945
88,-0.010912855,-0.012296811,"('low', 'eminent')",-0.0109129,-0.0122968,-0.0013839
