,philosopher_male,philosopher_female,tuple,average_male,average_female,female-male
60,0.9741357,1.1455203,"('inefficient', 'efficient')",0.9741357,1.1455203,0.1713846
61,0.65046287,0.25703147,"('illogical', 'logical')",0.6504629,0.2570315,-0.3934314
62,1.6751045,1.7827843,"('incompetent', 'brilliant')",1.6751045,1.7827843,0.1076798
63,0.9568728,1.0079631,"('unperceptive', 'insightful')",0.9568728,1.0079631,0.0510903
64,-5.8773584,-5.562952,"('shy', 'confident')",-5.8773584,-5.562952,0.3144064
65,0.9759311,1.075232,"('insecure', 'secure')",0.9759311,1.075232,0.0993009
66,-0.14214343,-0.191248,"('inactive', 'active')",-0.1421434,-0.191248,-0.0491046
67,-0.71237904,-0.56308615,"('doubtful', 'determined')",-0.712379,-0.5630862,0.1492928
68,0.02339894,-0.091454454,"('dependent', 'independent')",0.0233989,-0.0914545,-0.1148534
69,-1.7652793,-1.7636752,"('lazy', 'industrious')",-1.7652793,-1.7636752,0.0016041
70,1.5616168,1.7025262,"('lethargic', 'energetic')",1.5616168,1.7025262,0.1409094
71,0.4676056,0.53668344,"('diffident', 'self-confident')",0.4676056,0.5366834,0.0690778
72,0.9729,1.1167886,"('unambitious', 'ambitious')",0.9729,1.1167886,0.1438886
73,-2.8278153,-2.8079824,"('helpless', 'self-reliant')",-2.8278153,-2.8079824,0.0198329
74,0.11960754,0.059513733,"('undedicated', 'dedicated')",0.1196075,0.0595137,-0.0600938
75,-0.74330145,-0.57061833,"('meek', 'impulsive')",-0.7433015,-0.5706183,0.1726832
76,0.68800694,0.76958907,"('anxious', 'daring')",0.6880069,0.7695891,0.0815822
77,-0.8466329,-0.79759747,"('unmotivated', 'motivated')",-0.8466329,-0.7975975,0.0490354
78,-0.45040527,-0.53836465,"('nonresilient', 'resilient')",-0.4504053,-0.5383646,-0.0879593
79,-0.13639222,-0.14118138,"('wavering', 'unwavering')",-0.1363922,-0.1411814,-0.0047892
80,-0.28512254,-0.1853377,"('dominated', 'dominating')",-0.2851225,-0.1853377,0.0997848
81,0.23373272,0.5218427,"('submissive', 'aggressive')",0.2337327,0.5218427,0.28811
82,6.9181695,6.9492865,"('poor', 'rich')",6.9181695,6.9492865,0.031117
83,-0.38335258,-0.2658814,"('powerless', 'powerful')",-0.3833526,-0.2658814,0.1174712
84,0.27008694,0.16667409,"('inferior', 'superior')",0.2700869,0.1666741,-0.1034128
85,-1.1607726,-1.4570189,"('insignificant', 'prestigious')",-1.1607726,-1.4570189,-0.2962463
86,0.84586114,0.83936125,"('uninfluential', 'influential')",0.8458611,0.8393613,-0.0064998
87,0.1155889,0.22820023,"('unsuccessful', 'successful')",0.1155889,0.2282002,0.1126113
88,0.1321909,0.2375322,"('low', 'eminent')",0.1321909,0.2375322,0.1053413
