,inversion_male,inversion_female,tuple,average_male,average_female,female-male
76,1.0615628,1.0911614,"('anxious', 'daring')",1.0615628,1.0911614,0.0295986
77,-1.4658653,-1.3026086,"('unmotivated', 'motivated')",-1.4658653,-1.3026086,0.1632567
78,-0.70556694,-0.74085516,"('nonresilient', 'resilient')",-0.7055669,-0.7408552,-0.0352883
79,-0.59915644,-0.6729936,"('wavering', 'unwavering')",-0.5991564,-0.6729936,-0.0738372
80,-0.031273644,-0.056815214,"('dominated', 'dominating')",-0.0312736,-0.0568152,-0.0255416
81,0.25182357,0.46031353,"('submissive', 'aggressive')",0.2518236,0.4603135,0.2084899
82,6.147352,6.216915,"('poor', 'rich')",6.1473522,6.2169151,0.0695629
83,-0.21973376,-0.123829305,"('powerless', 'powerful')",-0.2197338,-0.1238293,0.0959045
84,0.60212827,0.5316482,"('inferior', 'superior')",0.6021283,0.5316482,-0.0704801
85,-0.65837723,-0.9134361,"('insignificant', 'prestigious')",-0.6583772,-0.9134361,-0.2550589
86,0.25347912,0.25668752,"('uninfluential', 'influential')",0.2534791,0.2566875,0.0032084
87,-0.7432246,-0.7381733,"('unsuccessful', 'successful')",-0.7432246,-0.7381733,0.0050513
88,0.27339956,0.22455385,"('low', 'eminent')",0.2733996,0.2245539,-0.0488457
