,noise_male,noise_female,tuple,average_male,average_female,female-male
75,-1.0668813,-1.034828,"('meek', 'impulsive')",-1.0668813,-1.0348279,0.0320534
76,0.30812448,0.3988511,"('anxious', 'daring')",0.3081245,0.3988511,0.0907266
77,-1.4463614,-1.2667382,"('unmotivated', 'motivated')",-1.4463614,-1.2667382,0.1796232
78,-0.32477638,-0.3486814,"('nonresilient', 'resilient')",-0.3247764,-0.3486814,-0.023905
79,-0.33836553,-0.42355257,"('wavering', 'unwavering')",-0.3383655,-0.4235526,-0.0851871
80,-0.025775895,-0.047904246,"('dominated', 'dominating')",-0.0257759,-0.0479042,-0.0221283
81,0.031719238,0.20258,"('submissive', 'aggressive')",0.0317192,0.20258,0.1708608
82,5.9041123,6.061559,"('poor', 'rich')",5.9041123,6.0615592,0.1574469
83,-0.45735493,-0.42060718,"('powerless', 'powerful')",-0.4573549,-0.4206072,0.0367477
84,0.39699972,0.37822053,"('inferior', 'superior')",0.3969997,0.3782205,-0.0187792
85,-0.2700956,-0.45422685,"('insignificant', 'prestigious')",-0.2700956,-0.4542269,-0.1841313
86,0.3307256,0.26452434,"('uninfluential', 'influential')",0.3307256,0.2645243,-0.0662013
87,-0.3779217,-0.3896936,"('unsuccessful', 'successful')",-0.3779217,-0.3896936,-0.0117719
88,0.09852429,0.11922254,"('low', 'eminent')",0.0985243,0.1192225,0.0206982
