,commitment_male,commitment_female,tuple,average_male,average_female,female-male
77,-0.9626681,-0.83799696,"('unmotivated', 'motivated')",-0.9626681,-0.837997,0.1246711
78,-0.5399117,-0.51085943,"('nonresilient', 'resilient')",-0.5399117,-0.5108594,0.0290523
79,-0.053203564,0.13488415,"('wavering', 'unwavering')",-0.0532036,0.1348841,0.1880877
80,-0.21938439,-0.46749485,"('dominated', 'dominating')",-0.2193844,-0.4674948,-0.2481104
81,0.30130953,0.16169026,"('submissive', 'aggressive')",0.3013095,0.1616903,-0.1396192
82,6.6556687,6.755133,"('poor', 'rich')",6.6556687,6.7551332,0.0994645
83,-0.5628754,-0.59582925,"('powerless', 'powerful')",-0.5628754,-0.5958292,-0.0329538
84,0.2367084,0.27434623,"('inferior', 'superior')",0.2367084,0.2743462,0.0376378
85,-0.872516,-0.76631606,"('insignificant', 'prestigious')",-0.872516,-0.7663161,0.1061999
86,0.2758613,0.21957007,"('uninfluential', 'influential')",0.2758613,0.2195701,-0.0562912
87,0.19217193,0.22129974,"('unsuccessful', 'successful')",0.1921719,0.2212997,0.0291278
88,0.4287584,0.36919203,"('low', 'eminent')",0.4287584,0.369192,-0.0595664
