,assembly_male,assembly_female,tuple,average_male,average_female,female-male
33,-0.36504057,-0.4533637,"('wrong', 'right')",-0.3650406,-0.4533637,-0.0883231
34,4.831722,4.9229174,"('mean', 'honorable')",4.8317218,4.9229174,0.0911956
35,-0.5079648,-0.7599871,"('corrupt', 'incorrupt')",-0.5079648,-0.7599871,-0.2520223
36,-0.4483613,-0.6572796,"('hostile', 'amicable')",-0.4483613,-0.6572796,-0.2089183
37,1.0633417,1.031857,"('fake', 'genuine')",1.0633417,1.031857,-0.0314847
38,-0.1615443,-0.15119056,"('untruthful', 'truthful')",-0.1615443,-0.1511906,0.0103537
39,0.11224889,0.18766251,"('exploitative', 'cooperative')",0.1122489,0.1876625,0.0754136
40,-1.5939001,-1.7450095,"('stingy', 'generous')",-1.5939001,-1.7450095,-0.1511094
41,-0.073525384,-0.12575091,"('unforgiving', 'forgiving')",-0.0735254,-0.1257509,-0.0522255
42,-2.4894915,-2.3927586,"('unreliable', 'reliable')",-2.4894915,-2.3927586,0.0967329
43,1.1160009,1.1944124,"('irresponsible', 'responsible')",1.1160009,1.1944124,0.0784115
44,-1.0550075,-0.9774225,"('prejudiced', 'unprejudiced')",-1.0550075,-0.9774225,0.077585
45,0.41141045,0.314226,"('incompetent', 'competent')",0.4114105,0.314226,-0.0971845
46,-0.9400983,-0.8890765,"('uncompetitive', 'competitive')",-0.9400983,-0.8890765,0.0510218
47,4.919043,5.008535,"('stupid', 'smart')",4.9190431,5.0085349,0.0894918
48,0.6037404,0.5874978,"('unintelligent', 'intelligent')",0.6037404,0.5874978,-0.0162426
49,-0.03285736,0.06338736,"('unable', 'able')",-0.0328574,0.0633874,0.0962448
50,-0.40386462,-0.42925364,"('clumsy', 'skillful')",-0.4038646,-0.4292536,-0.025389
51,-0.28223115,-0.28586113,"('uneducated', 'educated')",-0.2822312,-0.2858611,-0.0036299
52,-0.11826582,-0.36942565,"('irrational', 'rational')",-0.1182658,-0.3694257,-0.2511599
53,0.23723345,0.19022876,"('uncreative', 'creative')",0.2372334,0.1902288,-0.0470046
54,1.0839697,1.1017625,"('incapable', 'capable')",1.0839697,1.1017625,0.0177928
55,0.57628614,0.6444415,"('incompetent', 'clever')",0.5762861,0.6444415,0.0681554
56,0.5904392,0.62438613,"('impractical', 'practical')",0.5904392,0.6243861,0.0339469
57,-2.5883837,-2.575232,"('unimaginative', 'imaginative')",-2.5883837,-2.575232,0.0131517
58,0.28094286,0.25380382,"('undiscriminating', 'discriminating')",0.2809429,0.2538038,-0.0271391
59,0.006085217,-0.01881501,"('foolish', 'wise')",0.0060852,-0.018815,-0.0249002
60,0.43157068,0.6593976,"('inefficient', 'efficient')",0.4315707,0.6593976,0.2278269
61,0.60089684,0.43940172,"('illogical', 'logical')",0.6008968,0.4394017,-0.1614951
62,0.58661497,0.69454306,"('incompetent', 'brilliant')",0.586615,0.6945431,0.1079281
63,0.06571176,0.12305087,"('unperceptive', 'insightful')",0.0657118,0.1230509,0.0573391
64,-6.517947,-6.3667693,"('shy', 'confident')",-6.5179472,-6.3667693,0.1511779
65,0.17305577,0.38647476,"('insecure', 'secure')",0.1730558,0.3864748,0.213419
66,0.33709848,0.22356942,"('inactive', 'active')",0.3370985,0.2235694,-0.1135291
67,-0.39747718,-0.31121492,"('doubtful', 'determined')",-0.3974772,-0.3112149,0.0862623
68,-0.8519249,-0.7621728,"('dependent', 'independent')",-0.8519249,-0.7621728,0.0897521
69,-1.5455326,-1.6233116,"('lazy', 'industrious')",-1.5455326,-1.6233116,-0.077779
70,1.258281,1.3249227,"('lethargic', 'energetic')",1.258281,1.3249227,0.0666417
71,0.7680045,0.72610253,"('diffident', 'self-confident')",0.7680045,0.7261025,-0.041902
72,0.92759633,1.0087581,"('unambitious', 'ambitious')",0.9275963,1.0087581,0.0811618
73,-3.024085,-3.005748,"('helpless', 'self-reliant')",-3.024085,-3.005748,0.018337
74,0.01345643,-0.09237602,"('undedicated', 'dedicated')",0.0134564,-0.092376,-0.1058324
75,-1.0828223,-1.0089842,"('meek', 'impulsive')",-1.0828223,-1.0089842,0.0738381
76,0.061226226,0.2543199,"('anxious', 'daring')",0.0612262,0.2543199,0.1930937
77,-1.3726835,-1.1911258,"('unmotivated', 'motivated')",-1.3726835,-1.1911258,0.1815577
78,-0.7885034,-0.8443043,"('nonresilient', 'resilient')",-0.7885034,-0.8443043,-0.0558009
79,-0.37107626,-0.37589705,"('wavering', 'unwavering')",-0.3710763,-0.375897,-0.0048207
80,-0.45802507,-0.43474552,"('dominated', 'dominating')",-0.4580251,-0.4347455,0.0232796
81,-0.39628884,-0.20234895,"('submissive', 'aggressive')",-0.3962888,-0.2023489,0.1939399
82,6.520824,6.538319,"('poor', 'rich')",6.520824,6.5383191,0.0174951
83,-0.4892874,-0.43357652,"('powerless', 'powerful')",-0.4892874,-0.4335765,0.0557109
84,0.19722903,0.20327312,"('inferior', 'superior')",0.197229,0.2032731,0.0060441
85,-0.41697416,-0.59707683,"('insignificant', 'prestigious')",-0.4169742,-0.5970768,-0.1801026
86,0.5921499,0.48968428,"('uninfluential', 'influential')",0.5921499,0.4896843,-0.1024656
87,-0.12152518,-0.11127934,"('unsuccessful', 'successful')",-0.1215252,-0.1112793,0.0102459
88,0.20671129,0.17207813,"('low', 'eminent')",0.2067113,0.1720781,-0.0346332
