,culture_male,culture_female,tuple,average_male,average_female,female-male
71,0.40251556,0.44090918,"('diffident', 'self-confident')",0.4025156,0.4409092,0.0383936
72,0.25309473,0.3303491,"('unambitious', 'ambitious')",0.2530947,0.3303491,0.0772544
73,-2.8506117,-2.8688622,"('helpless', 'self-reliant')",-2.8506117,-2.8688622,-0.0182505
74,-0.1135196,-0.18409365,"('undedicated', 'dedicated')",-0.1135196,-0.1840937,-0.0705741
75,-0.8927369,-0.84042716,"('meek', 'impulsive')",-0.8927369,-0.8404272,0.0523097
76,0.24127892,0.2375027,"('anxious', 'daring')",0.2412789,0.2375027,-0.0037762
77,-1.4111156,-1.1708344,"('unmotivated', 'motivated')",-1.4111156,-1.1708344,0.2402812
78,-0.8589029,-0.82724917,"('nonresilient', 'resilient')",-0.8589029,-0.8272492,0.0316537
79,0.20086934,0.18329853,"('wavering', 'unwavering')",0.2008693,0.1832985,-0.0175708
80,-0.56448567,-0.5947248,"('dominated', 'dominating')",-0.5644857,-0.5947248,-0.0302391
81,-0.24034774,-0.16904232,"('submissive', 'aggressive')",-0.2403477,-0.1690423,0.0713054
82,5.9372506,6.035657,"('poor', 'rich')",5.9372506,6.0356569,0.0984063
83,-0.23043276,-0.19931214,"('powerless', 'powerful')",-0.2304328,-0.1993121,0.0311207
84,0.41576493,0.36245495,"('inferior', 'superior')",0.4157649,0.362455,-0.0533099
85,0.28629053,0.21637537,"('insignificant', 'prestigious')",0.2862905,0.2163754,-0.0699151
86,0.15529594,0.11262774,"('uninfluential', 'influential')",0.1552959,0.1126277,-0.0426682
87,-0.28344953,-0.20505476,"('unsuccessful', 'successful')",-0.2834495,-0.2050548,0.0783947
88,0.14597785,0.1761728,"('low', 'eminent')",0.1459779,0.1761728,0.0301949
