,racist_male,racist_female,tuple,average_male,average_female,female-male
53,-0.21092255,-0.21122167,"('uncreative', 'creative')",-0.2109226,-0.2112217,-0.0002991
54,0.776354,1.1206335,"('incapable', 'capable')",0.776354,1.1206335,0.3442795
55,1.1163111,1.1711643,"('incompetent', 'clever')",1.1163111,1.1711643,0.0548532
56,0.5116161,0.68915826,"('impractical', 'practical')",0.5116161,0.6891583,0.1775422
57,-2.0613103,-2.0402458,"('unimaginative', 'imaginative')",-2.0613103,-2.0402458,0.0210645
58,0.18130276,0.16253132,"('undiscriminating', 'discriminating')",0.1813028,0.1625313,-0.0187715
59,-0.18330805,-0.098381184,"('foolish', 'wise')",-0.1833081,-0.0983812,0.0849269
60,0.7295411,0.8431403,"('inefficient', 'efficient')",0.7295411,0.8431403,0.1135992
61,0.33288398,0.17292693,"('illogical', 'logical')",0.332884,0.1729269,-0.1599571
62,1.1827383,1.414559,"('incompetent', 'brilliant')",1.1827383,1.414559,0.2318207
63,0.5432973,0.75024015,"('unperceptive', 'insightful')",0.5432973,0.7502401,0.2069428
64,-6.1184535,-5.899492,"('shy', 'confident')",-6.1184535,-5.8994918,0.2189617
65,0.4418107,0.57580966,"('insecure', 'secure')",0.4418107,0.5758097,0.133999
66,-0.5522364,-0.60316366,"('inactive', 'active')",-0.5522364,-0.6031637,-0.0509273
67,-0.8110791,-0.8483734,"('doubtful', 'determined')",-0.8110791,-0.8483734,-0.0372943
68,-0.4520838,-0.3794634,"('dependent', 'independent')",-0.4520838,-0.3794634,0.0726204
69,-2.1674423,-2.1449108,"('lazy', 'industrious')",-2.1674423,-2.1449108,0.0225315
70,1.5122777,1.5752413,"('lethargic', 'energetic')",1.5122777,1.5752413,0.0629636
71,0.24377827,0.42014688,"('diffident', 'self-confident')",0.2437783,0.4201469,0.1763686
72,0.9992529,1.2110803,"('unambitious', 'ambitious')",0.9992529,1.2110803,0.2118274
73,-2.3059351,-2.1348574,"('helpless', 'self-reliant')",-2.3059351,-2.1348574,0.1710777
74,0.2883864,0.19383627,"('undedicated', 'dedicated')",0.2883864,0.1938363,-0.0945501
75,-0.98310775,-0.909372,"('meek', 'impulsive')",-0.9831077,-0.909372,0.0737357
76,0.59598017,0.47418296,"('anxious', 'daring')",0.5959802,0.474183,-0.1217972
77,-1.3246795,-1.1430836,"('unmotivated', 'motivated')",-1.3246795,-1.1430836,0.1815959
78,-0.61087227,-0.5898546,"('nonresilient', 'resilient')",-0.6108723,-0.5898546,0.0210177
79,-0.1350798,-0.16658036,"('wavering', 'unwavering')",-0.1350798,-0.1665804,-0.0315006
80,0.32370135,0.24800824,"('dominated', 'dominating')",0.3237014,0.2480082,-0.0756932
81,0.13195261,0.19142216,"('submissive', 'aggressive')",0.1319526,0.1914222,0.0594696
82,6.1820817,6.3422384,"('poor', 'rich')",6.1820817,6.3422384,0.1601567
83,-0.4545364,-0.34690976,"('powerless', 'powerful')",-0.4545364,-0.3469098,0.1076266
84,0.045120753,0.098857775,"('inferior', 'superior')",0.0451208,0.0988578,0.053737
85,-1.1045159,-1.2110647,"('insignificant', 'prestigious')",-1.1045159,-1.2110647,-0.1065488
86,0.8275795,0.8149431,"('uninfluential', 'influential')",0.8275795,0.8149431,-0.0126364
87,0.26242453,0.4617779,"('unsuccessful', 'successful')",0.2624245,0.4617779,0.1993534
88,0.1876523,0.24987441,"('low', 'eminent')",0.1876523,0.2498744,0.0622221
