,reactant_male,reactant_female,tuple,average_male,average_female,female-male
46,-0.06348778,0.0062871235,"('uncompetitive', 'competitive')",-0.0634878,0.0062871,0.0697749
47,1.8955879,2.0809407,"('stupid', 'smart')",1.8955879,2.0809407,0.1853528
48,0.6605018,0.7849649,"('unintelligent', 'intelligent')",0.6605018,0.7849649,0.1244631
49,-0.009267002,0.23775199,"('unable', 'able')",-0.009267,0.237752,0.247019
50,0.25129285,0.13914919,"('clumsy', 'skillful')",0.2512929,0.1391492,-0.1121437
51,0.0050793923,0.09442204,"('uneducated', 'educated')",0.0050794,0.094422,0.0893426
52,-0.68279004,-1.0350909,"('irrational', 'rational')",-0.68279,-1.0350909,-0.3523009
53,-1.0406411,-1.0904174,"('uncreative', 'creative')",-1.0406411,-1.0904174,-0.0497763
54,0.13243237,0.10965435,"('incapable', 'capable')",0.1324324,0.1096544,-0.022778
55,0.42566174,0.5668401,"('incompetent', 'clever')",0.4256617,0.5668401,0.1411784
56,0.44128886,0.5694835,"('impractical', 'practical')",0.4412889,0.5694835,0.1281946
57,-0.8049206,-0.93633056,"('unimaginative', 'imaginative')",-0.8049206,-0.9363306,-0.13141
58,0.57629645,0.33534557,"('undiscriminating', 'discriminating')",0.5762964,0.3353456,-0.2409508
59,-0.87294364,-1.1384498,"('foolish', 'wise')",-0.8729436,-1.1384498,-0.2655062
60,0.730951,0.95892817,"('inefficient', 'efficient')",0.730951,0.9589282,0.2279772
61,0.16709135,0.11116272,"('illogical', 'logical')",0.1670914,0.1111627,-0.0559287
62,0.70359564,0.81843424,"('incompetent', 'brilliant')",0.7035956,0.8184342,0.1148386
63,0.631656,0.6347673,"('unperceptive', 'insightful')",0.631656,0.6347673,0.0031113
64,-3.0419166,-3.220173,"('shy', 'confident')",-3.0419166,-3.2201729,-0.1782563
65,-0.037668064,0.026108127,"('insecure', 'secure')",-0.0376681,0.0261081,0.0637762
66,-0.62475467,-0.68116266,"('inactive', 'active')",-0.6247547,-0.6811627,-0.056408
67,0.17528608,0.26566574,"('doubtful', 'determined')",0.1752861,0.2656657,0.0903796
68,-0.76875484,-0.6721657,"('dependent', 'independent')",-0.7687548,-0.6721657,0.0965891
69,0.5047281,0.3734668,"('lazy', 'industrious')",0.5047281,0.3734668,-0.1312613
70,0.766739,0.8298595,"('lethargic', 'energetic')",0.766739,0.8298595,0.0631205
71,0.25373685,0.23897465,"('diffident', 'self-confident')",0.2537369,0.2389746,-0.0147623
72,-0.37961787,-0.49192968,"('unambitious', 'ambitious')",-0.3796179,-0.4919297,-0.1123118
73,-1.5564893,-1.7836865,"('helpless', 'self-reliant')",-1.5564893,-1.7836865,-0.2271972
74,0.5143238,0.38270447,"('undedicated', 'dedicated')",0.5143238,0.3827045,-0.1316193
75,-0.5706952,-0.67106533,"('meek', 'impulsive')",-0.5706952,-0.6710653,-0.1003701
76,-0.24223469,0.053146284,"('anxious', 'daring')",-0.2422347,0.0531463,0.295381
77,-0.19076139,0.030218534,"('unmotivated', 'motivated')",-0.1907614,0.0302185,0.2209799
78,1.2471433,1.3693992,"('nonresilient', 'resilient')",1.2471433,1.3693992,0.1222559
79,-0.44618076,-0.50307214,"('wavering', 'unwavering')",-0.4461808,-0.5030721,-0.0568913
80,0.43476492,0.42795888,"('dominated', 'dominating')",0.4347649,0.4279589,-0.006806
81,1.007862,1.2452905,"('submissive', 'aggressive')",1.007862,1.2452905,0.2374285
82,1.6542349,1.9244576,"('poor', 'rich')",1.6542349,1.9244576,0.2702227
83,-0.32928517,-0.3247596,"('powerless', 'powerful')",-0.3292852,-0.3247596,0.0045256
84,0.81830734,0.8480108,"('inferior', 'superior')",0.8183073,0.8480108,0.0297035
85,-0.097188786,-0.362827,"('insignificant', 'prestigious')",-0.0971888,-0.362827,-0.2656382
86,0.1102646,-0.022324128,"('uninfluential', 'influential')",0.1102646,-0.0223241,-0.1325887
87,0.53006285,0.56924546,"('unsuccessful', 'successful')",0.5300629,0.5692455,0.0391826
88,0.35039222,0.23264466,"('low', 'eminent')",0.3503922,0.2326447,-0.1177475
