,grasshopper_male,grasshopper_female,tuple,average_male,average_female,female-male
58,0.74333084,0.474968,"('undiscriminating', 'discriminating')",0.7433308,0.474968,-0.2683628
59,-1.0425028,-1.0383496,"('foolish', 'wise')",-1.0425028,-1.0383496,0.0041532
60,1.0406616,1.3509896,"('inefficient', 'efficient')",1.0406616,1.3509896,0.310328
61,0.4445773,0.17083663,"('illogical', 'logical')",0.4445773,0.1708366,-0.2737407
62,0.74910635,1.1009352,"('incompetent', 'brilliant')",0.7491063,1.1009352,0.3518289
63,0.44230145,0.58544755,"('unperceptive', 'insightful')",0.4423015,0.5854475,0.143146
64,-1.3575943,-1.5258878,"('shy', 'confident')",-1.3575943,-1.5258878,-0.1682935
65,0.2930877,0.4841354,"('insecure', 'secure')",0.2930877,0.4841354,0.1910477
66,-0.9434202,-0.9189968,"('inactive', 'active')",-0.9434202,-0.9189968,0.0244234
67,0.1945268,0.12509125,"('doubtful', 'determined')",0.1945268,0.1250913,-0.0694355
68,-0.5296433,-0.56062514,"('dependent', 'independent')",-0.5296433,-0.5606251,-0.0309818
69,-1.3305864,-1.441271,"('lazy', 'industrious')",-1.3305864,-1.4412709,-0.1106845
70,0.5248072,0.6380004,"('lethargic', 'energetic')",0.5248072,0.6380004,0.1131932
71,0.3623894,0.16782878,"('diffident', 'self-confident')",0.3623894,0.1678288,-0.1945606
72,-0.40953064,-0.25854403,"('unambitious', 'ambitious')",-0.4095306,-0.258544,0.1509866
73,-0.9884043,-0.9375297,"('helpless', 'self-reliant')",-0.9884043,-0.9375297,0.0508746
74,0.39537516,0.39489996,"('undedicated', 'dedicated')",0.3953752,0.3949,-0.0004752
75,-0.16894074,-0.23311277,"('meek', 'impulsive')",-0.1689407,-0.2331128,-0.0641721
76,0.13795958,0.41961122,"('anxious', 'daring')",0.1379596,0.4196112,0.2816516
77,-1.0531982,-1.0009621,"('unmotivated', 'motivated')",-1.0531982,-1.0009621,0.0522361
78,-0.7180631,-0.67337644,"('nonresilient', 'resilient')",-0.7180631,-0.6733764,0.0446867
79,-0.9726666,-1.1021898,"('wavering', 'unwavering')",-0.9726666,-1.1021898,-0.1295232
80,1.1207376,1.208008,"('dominated', 'dominating')",1.1207376,1.2080081,0.0872705
81,0.33482972,0.5690744,"('submissive', 'aggressive')",0.3348297,0.5690744,0.2342447
82,0.9501687,1.0981535,"('poor', 'rich')",0.9501687,1.0981535,0.1479848
83,-0.15148287,-0.19998252,"('powerless', 'powerful')",-0.1514829,-0.1999825,-0.0484996
84,-0.47617868,-0.48284137,"('inferior', 'superior')",-0.4761787,-0.4828414,-0.0066627
85,-0.9900441,-1.1031365,"('insignificant', 'prestigious')",-0.9900441,-1.1031365,-0.1130924
86,0.33643648,-0.1848411,"('uninfluential', 'influential')",0.3364365,-0.1848411,-0.5212776
87,0.2676272,0.45610335,"('unsuccessful', 'successful')",0.2676272,0.4561034,0.1884762
88,-0.27917185,-0.14481431,"('low', 'eminent')",-0.2791719,-0.1448143,0.1343576
