,nucleotidase_male,nucleotidase_female,tuple,average_male,average_female,female-male
27,0.5139032,0.4994685,"('hardhearted', 'softhearted')",0.5139032,0.4994685,-0.0144347
28,-0.8888834,-1.065991,"('disloyal', 'loyal')",-0.8888834,-1.065991,-0.1771076
29,-0.045156155,-0.08712787,"('unfair', 'fair')",-0.0451562,-0.0871279,-0.0419717
30,-1.634378,-1.760688,"('intolerant', 'tolerant')",-1.634378,-1.7606879,-0.1263099
31,1.1084758,1.0922567,"('evil', 'good')",1.1084758,1.0922567,-0.0162191
32,0.4274661,0.32646582,"('unkind', 'kind')",0.4274661,0.3264658,-0.1010003
33,0.52914447,0.4436659,"('wrong', 'right')",0.5291445,0.4436659,-0.0854786
34,0.95410395,1.0457239,"('mean', 'honorable')",0.9541039,1.0457239,0.09162
35,1.9061751,1.8549498,"('corrupt', 'incorrupt')",1.9061751,1.8549498,-0.0512253
36,1.0997933,0.93768555,"('hostile', 'amicable')",1.0997933,0.9376855,-0.1621078
37,-0.16129382,-0.1930067,"('fake', 'genuine')",-0.1612938,-0.1930067,-0.0317129
38,-0.1581397,-0.21893357,"('untruthful', 'truthful')",-0.1581397,-0.2189336,-0.0607939
39,0.57404476,0.574148,"('exploitative', 'cooperative')",0.5740448,0.574148,0.0001032
40,0.89903843,0.8217934,"('stingy', 'generous')",0.8990384,0.8217934,-0.077245
41,0.30612403,0.24638173,"('unforgiving', 'forgiving')",0.306124,0.2463817,-0.0597423
42,0.04506197,0.0140264295,"('unreliable', 'reliable')",0.045062,0.0140264,-0.0310356
43,-1.0972958,-1.1404365,"('irresponsible', 'responsible')",-1.0972958,-1.1404365,-0.0431407
44,0.9598987,1.0327259,"('prejudiced', 'unprejudiced')",0.9598987,1.0327259,0.0728272
45,-1.6315302,-1.696025,"('incompetent', 'competent')",-1.6315302,-1.696025,-0.0644948
46,-1.4118911,-1.4446312,"('uncompetitive', 'competitive')",-1.4118911,-1.4446312,-0.0327401
47,0.7386515,0.7584995,"('stupid', 'smart')",0.7386515,0.7584995,0.019848
48,-0.055447463,-0.045000263,"('unintelligent', 'intelligent')",-0.0554475,-0.0450003,0.0104472
49,0.29268813,0.3553741,"('unable', 'able')",0.2926881,0.3553741,0.062686
50,0.3653794,0.2850313,"('clumsy', 'skillful')",0.3653794,0.2850313,-0.0803481
51,-0.9323333,-0.97862846,"('uneducated', 'educated')",-0.9323333,-0.9786285,-0.0462952
52,1.2764986,1.1107899,"('irrational', 'rational')",1.2764986,1.1107899,-0.1657087
53,-1.1028323,-1.2175962,"('uncreative', 'creative')",-1.1028323,-1.2175962,-0.1147639
54,-0.03592786,-0.1438499,"('incapable', 'capable')",-0.0359279,-0.1438499,-0.107922
55,-1.7788548,-1.7734991,"('incompetent', 'clever')",-1.7788548,-1.7734991,0.0053557
56,-0.70456046,-0.70722634,"('impractical', 'practical')",-0.7045605,-0.7072263,-0.0026658
57,-1.9103793,-1.9968036,"('unimaginative', 'imaginative')",-1.9103793,-1.9968036,-0.0864243
58,-0.22399686,-0.25956428,"('undiscriminating', 'discriminating')",-0.2239969,-0.2595643,-0.0355674
59,0.8439418,0.75872624,"('foolish', 'wise')",0.8439418,0.7587262,-0.0852156
60,-1.3551638,-1.2935605,"('inefficient', 'efficient')",-1.3551638,-1.2935605,0.0616033
61,-0.20213988,-0.32946143,"('illogical', 'logical')",-0.2021399,-0.3294614,-0.1273215
62,-1.118684,-1.0872091,"('incompetent', 'brilliant')",-1.1186841,-1.0872091,0.031475
63,-0.6368253,-0.6659682,"('unperceptive', 'insightful')",-0.6368253,-0.6659682,-0.0291429
64,-0.928729,-0.96262825,"('shy', 'confident')",-0.928729,-0.9626282,-0.0338992
65,-1.7350467,-1.757634,"('insecure', 'secure')",-1.7350467,-1.757634,-0.0225873
66,-0.2883095,-0.3005339,"('inactive', 'active')",-0.2883095,-0.3005339,-0.0122244
67,-0.056785736,-0.007557668,"('doubtful', 'determined')",-0.0567857,-0.0075577,0.049228
68,-0.17283052,-0.10299918,"('dependent', 'independent')",-0.1728305,-0.1029992,0.0698313
69,2.4143271,2.41741,"('lazy', 'industrious')",2.4143271,2.4174099,0.0030828
70,-1.2401874,-1.3071659,"('lethargic', 'energetic')",-1.2401874,-1.3071659,-0.0669785
71,1.135589,1.1227969,"('diffident', 'self-confident')",1.135589,1.1227969,-0.0127921
72,-1.0832012,-1.0507137,"('unambitious', 'ambitious')",-1.0832012,-1.0507137,0.0324875
73,0.5298538,0.5196649,"('helpless', 'self-reliant')",0.5298538,0.5196649,-0.0101889
74,-0.12017184,-0.20054197,"('undedicated', 'dedicated')",-0.1201718,-0.200542,-0.0803702
75,0.2898755,0.354224,"('meek', 'impulsive')",0.2898755,0.354224,0.0643485
76,-1.5028402,-1.471175,"('anxious', 'daring')",-1.5028402,-1.471175,0.0316652
77,-0.85349774,-0.8126584,"('unmotivated', 'motivated')",-0.8534977,-0.8126584,0.0408393
78,0.33157352,0.32270738,"('nonresilient', 'resilient')",0.3315735,0.3227074,-0.0088661
79,0.14855218,0.14874455,"('wavering', 'unwavering')",0.1485522,0.1487446,0.0001924
80,-0.8746704,-0.8039632,"('dominated', 'dominating')",-0.8746704,-0.8039632,0.0707072
81,-1.2908574,-1.2557327,"('submissive', 'aggressive')",-1.2908574,-1.2557327,0.0351247
82,0.10123912,0.09638245,"('poor', 'rich')",0.1012391,0.0963824,-0.0048567
83,0.28512976,0.2940097,"('powerless', 'powerful')",0.2851298,0.2940097,0.0088799
84,0.2340986,0.19463828,"('inferior', 'superior')",0.2340986,0.1946383,-0.0394603
85,2.0217369,1.948852,"('insignificant', 'prestigious')",2.0217369,1.9488519,-0.072885
86,-1.6401185,-1.7922612,"('uninfluential', 'influential')",-1.6401185,-1.7922612,-0.1521427
87,0.2927227,0.29653132,"('unsuccessful', 'successful')",0.2927227,0.2965313,0.0038086
88,0.30526003,0.23343983,"('low', 'eminent')",0.30526,0.2334398,-0.0718202
