,foodstuffs_male,foodstuffs_female,tuple,average_male,average_female,female-male
77,-1.6829091,-1.5476108,"('unmotivated', 'motivated')",-1.6829091,-1.5476108,0.1352983
78,-0.57846856,-0.40479457,"('nonresilient', 'resilient')",-0.5784686,-0.4047946,0.173674
79,0.93597066,0.9380689,"('wavering', 'unwavering')",0.9359707,0.9380689,0.0020982
80,-0.24483696,-0.31083545,"('dominated', 'dominating')",-0.244837,-0.3108355,-0.0659985
81,-1.1873031,-1.2403941,"('submissive', 'aggressive')",-1.1873031,-1.2403941,-0.053091
82,1.1119378,1.0879886,"('poor', 'rich')",1.1119378,1.0879886,-0.0239492
83,-0.817845,-0.88766026,"('powerless', 'powerful')",-0.817845,-0.8876603,-0.0698153
84,-0.013313005,-0.06142366,"('inferior', 'superior')",-0.013313,-0.0614237,-0.0481107
85,0.7230865,0.8946052,"('insignificant', 'prestigious')",0.7230865,0.8946052,0.1715187
86,-1.4971163,-1.568862,"('uninfluential', 'influential')",-1.4971163,-1.568862,-0.0717457
87,-0.058025792,-0.044329163,"('unsuccessful', 'successful')",-0.0580258,-0.0443292,0.0136966
88,-0.95726764,-0.95614606,"('low', 'eminent')",-0.9572676,-0.9561461,0.0011215
