,sequence_male,sequence_female,tuple,average_male,average_female,female-male
21,0.3057261,0.47137022,"('immoral', 'moral')",0.3057261,0.4713702,0.1656441
22,-0.12145514,-0.057996962,"('untrustworthy', 'trustworthy')",-0.1214551,-0.057997,0.0634581
23,6.1522613,6.0710864,"('insincere', 'sincere')",6.1522613,6.0710864,-0.0811749
24,1.7140089,1.7752724,"('dishonest', 'honest')",1.7140089,1.7752724,0.0612635
25,0.31450415,0.20815961,"('egoistic', 'altruistic')",0.3145041,0.2081596,-0.1063445
26,0.5217757,0.38953376,"('hardhearted', 'benevolent')",0.5217757,0.3895338,-0.1322419
27,1.2787212,1.1133214,"('hardhearted', 'softhearted')",1.2787212,1.1133214,-0.1653998
28,0.86666465,0.79497707,"('disloyal', 'loyal')",0.8666646,0.7949771,-0.0716875
29,-0.9139768,-0.875342,"('unfair', 'fair')",-0.9139768,-0.875342,0.0386348
30,0.90260553,0.90607995,"('intolerant', 'tolerant')",0.9026055,0.9060799,0.0034744
31,-1.665601,-1.6363416,"('evil', 'good')",-1.665601,-1.6363416,0.0292594
32,1.5426505,1.5111328,"('unkind', 'kind')",1.5426505,1.5111328,-0.0315177
33,-0.14603409,-0.15269434,"('wrong', 'right')",-0.1460341,-0.1526943,-0.0066602
34,4.1769404,4.333087,"('mean', 'honorable')",4.1769404,4.333087,0.1561466
35,-1.194032,-1.3308861,"('corrupt', 'incorrupt')",-1.194032,-1.3308861,-0.1368541
36,-0.9313332,-1.0482156,"('hostile', 'amicable')",-0.9313332,-1.0482156,-0.1168824
37,0.3431578,0.41772184,"('fake', 'genuine')",0.3431578,0.4177218,0.074564
38,-0.28316557,-0.24662803,"('untruthful', 'truthful')",-0.2831656,-0.246628,0.0365376
39,0.32903337,0.2716382,"('exploitative', 'cooperative')",0.3290334,0.2716382,-0.0573952
40,-1.688396,-1.7943333,"('stingy', 'generous')",-1.688396,-1.7943333,-0.1059373
41,0.06427525,0.031107515,"('unforgiving', 'forgiving')",0.0642752,0.0311075,-0.0331677
42,-1.9365795,-1.7280103,"('unreliable', 'reliable')",-1.9365795,-1.7280103,0.2085692
43,1.1678672,1.26537,"('irresponsible', 'responsible')",1.1678672,1.26537,0.0975028
44,-1.4935439,-1.4470536,"('prejudiced', 'unprejudiced')",-1.4935439,-1.4470536,0.0464903
45,0.6538583,0.6688219,"('incompetent', 'competent')",0.6538583,0.6688219,0.0149636
46,-0.2540401,-0.19530647,"('uncompetitive', 'competitive')",-0.2540401,-0.1953065,0.0587336
47,4.9582963,5.1050773,"('stupid', 'smart')",4.9582963,5.1050773,0.146781
48,1.429247,1.3044987,"('unintelligent', 'intelligent')",1.429247,1.3044987,-0.1247483
49,0.18551728,0.37348616,"('unable', 'able')",0.1855173,0.3734862,0.1879689
50,0.08096473,0.028474879,"('clumsy', 'skillful')",0.0809647,0.0284749,-0.0524898
51,0.16533783,0.2128419,"('uneducated', 'educated')",0.1653378,0.2128419,0.0475041
52,-0.83619285,-0.89713454,"('irrational', 'rational')",-0.8361928,-0.8971345,-0.0609417
53,0.08510305,0.13388605,"('uncreative', 'creative')",0.085103,0.1338861,0.0487831
54,0.9360058,1.1746758,"('incapable', 'capable')",0.9360058,1.1746758,0.23867
55,1.102738,1.1367279,"('incompetent', 'clever')",1.102738,1.1367279,0.0339899
56,1.1331588,1.1752034,"('impractical', 'practical')",1.1331588,1.1752034,0.0420446
57,-2.390956,-2.1970015,"('unimaginative', 'imaginative')",-2.3909559,-2.1970015,0.1939544
58,0.23583138,0.30741236,"('undiscriminating', 'discriminating')",0.2358314,0.3074124,0.071581
59,-0.40607706,-0.3547361,"('foolish', 'wise')",-0.4060771,-0.3547361,0.051341
60,1.5876912,1.6100019,"('inefficient', 'efficient')",1.5876912,1.6100019,0.0223107
61,0.36713424,0.23917599,"('illogical', 'logical')",0.3671342,0.239176,-0.1279582
62,1.6022022,1.7090702,"('incompetent', 'brilliant')",1.6022022,1.7090702,0.106868
63,0.5781529,0.6858821,"('unperceptive', 'insightful')",0.5781529,0.6858821,0.1077292
64,-5.626109,-5.52877,"('shy', 'confident')",-5.6261091,-5.52877,0.0973391
65,0.9392721,0.97022885,"('insecure', 'secure')",0.9392721,0.9702289,0.0309568
66,-0.60041684,-0.54800826,"('inactive', 'active')",-0.6004168,-0.5480083,0.0524085
67,-0.37139156,-0.32027662,"('doubtful', 'determined')",-0.3713916,-0.3202766,0.051115
68,-0.58991843,-0.43217117,"('dependent', 'independent')",-0.5899184,-0.4321712,0.1577472
69,-1.6830033,-1.7119797,"('lazy', 'industrious')",-1.6830033,-1.7119797,-0.0289764
70,1.1428324,1.2535715,"('lethargic', 'energetic')",1.1428324,1.2535715,0.1107391
71,0.4992788,0.5274483,"('diffident', 'self-confident')",0.4992788,0.5274483,0.0281695
72,1.1291773,1.2560352,"('unambitious', 'ambitious')",1.1291773,1.2560352,0.1268579
73,-2.771696,-2.6317496,"('helpless', 'self-reliant')",-2.7716961,-2.6317496,0.1399465
74,0.21656947,0.18144897,"('undedicated', 'dedicated')",0.2165695,0.181449,-0.0351205
75,-0.7804946,-0.67080337,"('meek', 'impulsive')",-0.7804946,-0.6708034,0.1096912
76,0.67376965,0.7651209,"('anxious', 'daring')",0.6737697,0.7651209,0.0913512
77,-0.5753257,-0.537899,"('unmotivated', 'motivated')",-0.5753257,-0.537899,0.0374267
78,-0.412378,-0.46116576,"('nonresilient', 'resilient')",-0.412378,-0.4611658,-0.0487878
79,-0.91214275,-0.8180079,"('wavering', 'unwavering')",-0.9121428,-0.8180079,0.0941349
80,-0.097058654,-0.11665398,"('dominated', 'dominating')",-0.0970587,-0.116654,-0.0195953
81,0.109641485,0.19125172,"('submissive', 'aggressive')",0.1096415,0.1912517,0.0816102
82,6.357892,6.5615544,"('poor', 'rich')",6.357892,6.5615544,0.2036624
83,0.08130675,0.12091845,"('powerless', 'powerful')",0.0813067,0.1209185,0.0396118
84,0.031718757,0.06980354,"('inferior', 'superior')",0.0317188,0.0698035,0.0380847
85,-1.4072064,-1.5161554,"('insignificant', 'prestigious')",-1.4072064,-1.5161554,-0.108949
86,0.6035072,0.71410185,"('uninfluential', 'influential')",0.6035072,0.7141019,0.1105947
87,0.15519848,0.2573554,"('unsuccessful', 'successful')",0.1551985,0.2573554,0.1021569
88,0.2071191,0.23061603,"('low', 'eminent')",0.2071191,0.230616,0.0234969
