,manservant_male,manservant_female,tuple,average_male,average_female,female-male
77,-1.8522787,-1.7832602,"('unmotivated', 'motivated')",-1.8522787,-1.7832602,0.0690185
78,-0.9246567,-0.87499195,"('nonresilient', 'resilient')",-0.9246567,-0.874992,0.0496647
79,1.3227841,1.4048781,"('wavering', 'unwavering')",1.3227841,1.4048781,0.082094
80,-1.3457285,-1.4650847,"('dominated', 'dominating')",-1.3457285,-1.4650847,-0.1193562
81,-2.8400915,-3.011322,"('submissive', 'aggressive')",-2.8400915,-3.011322,-0.1712305
82,0.85192513,0.7788779,"('poor', 'rich')",0.8519251,0.7788779,-0.0730472
83,-0.3353912,-0.4148164,"('powerless', 'powerful')",-0.3353912,-0.4148164,-0.0794252
84,1.255504,1.195603,"('inferior', 'superior')",1.255504,1.195603,-0.059901
85,1.387893,1.5419613,"('insignificant', 'prestigious')",1.387893,1.5419613,0.1540683
86,-2.2126822,-2.3428454,"('uninfluential', 'influential')",-2.2126822,-2.3428454,-0.1301632
87,-0.5403284,-0.4833231,"('unsuccessful', 'successful')",-0.5403284,-0.4833231,0.0570053
88,-0.8308875,-0.9385876,"('low', 'eminent')",-0.8308875,-0.9385876,-0.1077001
