,utilization_male,utilization_female,tuple,average_male,average_female,female-male
69,-2.2819088,-2.2388322,"('lazy', 'industrious')",-2.2819088,-2.2388322,0.0430766
70,1.7782869,1.6241854,"('lethargic', 'energetic')",1.7782869,1.6241854,-0.1541015
71,-0.036358934,-0.013713891,"('diffident', 'self-confident')",-0.0363589,-0.0137139,0.022645
72,0.85048,1.0782353,"('unambitious', 'ambitious')",0.85048,1.0782353,0.2277553
73,-2.8543656,-2.6747386,"('helpless', 'self-reliant')",-2.8543656,-2.6747386,0.179627
74,0.48447675,0.32783738,"('undedicated', 'dedicated')",0.4844767,0.3278374,-0.1566393
75,-0.8966823,-0.8567956,"('meek', 'impulsive')",-0.8966823,-0.8567956,0.0398867
76,0.71445364,0.7332789,"('anxious', 'daring')",0.7144536,0.7332789,0.0188253
77,-1.4433863,-1.3393449,"('unmotivated', 'motivated')",-1.4433863,-1.3393449,0.1040414
78,-0.8828181,-0.94245225,"('nonresilient', 'resilient')",-0.8828181,-0.9424523,-0.0596342
79,-0.42605245,-0.43592417,"('wavering', 'unwavering')",-0.4260525,-0.4359242,-0.0098717
80,0.2683342,0.096851066,"('dominated', 'dominating')",0.2683342,0.0968511,-0.1714831
81,0.47878665,0.44232184,"('submissive', 'aggressive')",0.4787866,0.4423218,-0.0364648
82,6.035922,6.0466843,"('poor', 'rich')",6.0359221,6.0466843,0.0107622
83,-0.48783112,-0.45542568,"('powerless', 'powerful')",-0.4878311,-0.4554257,0.0324054
84,0.11595598,0.14790255,"('inferior', 'superior')",0.115956,0.1479025,0.0319465
85,-1.4645941,-1.4665037,"('insignificant', 'prestigious')",-1.4645941,-1.4665037,-0.0019096
86,0.84255433,0.7424021,"('uninfluential', 'influential')",0.8425543,0.7424021,-0.1001522
87,-0.22792731,-0.18798709,"('unsuccessful', 'successful')",-0.2279273,-0.1879871,0.0399402
88,-0.039841637,-0.07034373,"('low', 'eminent')",-0.0398416,-0.0703437,-0.0305021
