,earthquake_male,earthquake_female,tuple,average_male,average_female,female-male
36,-1.0364151,-1.3806188,"('hostile', 'amicable')",-1.0364151,-1.3806188,-0.3442037
37,0.75189567,0.6365091,"('fake', 'genuine')",0.7518957,0.6365091,-0.1153866
38,-0.3549503,-0.36541906,"('untruthful', 'truthful')",-0.3549503,-0.3654191,-0.0104688
39,-0.09770973,0.08663161,"('exploitative', 'cooperative')",-0.0977097,0.0866316,0.1843413
40,-1.6188197,-1.6741878,"('stingy', 'generous')",-1.6188197,-1.6741878,-0.0553681
41,0.18817037,0.016172824,"('unforgiving', 'forgiving')",0.1881704,0.0161728,-0.1719976
42,-2.954273,-2.7519295,"('unreliable', 'reliable')",-2.954273,-2.7519295,0.2023435
43,0.9437715,1.0480288,"('irresponsible', 'responsible')",0.9437715,1.0480288,0.1042573
44,-1.7232388,-1.6351296,"('prejudiced', 'unprejudiced')",-1.7232388,-1.6351296,0.0881092
45,0.32840705,0.1968987,"('incompetent', 'competent')",0.328407,0.1968987,-0.1315083
46,-0.49829057,-0.33037955,"('uncompetitive', 'competitive')",-0.4982906,-0.3303795,0.1679111
47,4.5207067,4.406938,"('stupid', 'smart')",4.5207067,4.4069381,-0.1137686
48,0.6795635,0.7949664,"('unintelligent', 'intelligent')",0.6795635,0.7949664,0.1154029
49,-0.6001647,-0.4361381,"('unable', 'able')",-0.6001647,-0.4361381,0.1640266
50,-1.417772,-1.4610813,"('clumsy', 'skillful')",-1.4177721,-1.4610813,-0.0433092
51,0.4814356,0.6471951,"('uneducated', 'educated')",0.4814356,0.6471951,0.1657595
52,-0.5557611,-0.8994497,"('irrational', 'rational')",-0.5557611,-0.8994497,-0.3436886
53,0.019897424,-0.1925786,"('uncreative', 'creative')",0.0198974,-0.1925786,-0.212476
54,0.26690987,0.27399996,"('incapable', 'capable')",0.2669099,0.274,0.0070901
55,0.47587124,0.8027595,"('incompetent', 'clever')",0.4758712,0.8027595,0.3268883
56,0.6891694,0.7943363,"('impractical', 'practical')",0.6891694,0.7943363,0.1051669
57,-1.8215914,-1.8563411,"('unimaginative', 'imaginative')",-1.8215914,-1.8563411,-0.0347497
58,0.12999165,0.11284625,"('undiscriminating', 'discriminating')",0.1299917,0.1128462,-0.0171455
59,-0.26186472,-0.49492753,"('foolish', 'wise')",-0.2618647,-0.4949275,-0.2330628
60,0.16033006,0.63606024,"('inefficient', 'efficient')",0.1603301,0.6360602,0.4757301
61,0.45767325,0.28516528,"('illogical', 'logical')",0.4576733,0.2851653,-0.172508
62,0.54794884,0.84700996,"('incompetent', 'brilliant')",0.5479488,0.84701,0.2990612
63,0.15595779,0.28153178,"('unperceptive', 'insightful')",0.1559578,0.2815318,0.125574
64,-5.8075023,-5.5694046,"('shy', 'confident')",-5.8075023,-5.5694046,0.2380977
65,-0.28532103,-0.012180239,"('insecure', 'secure')",-0.285321,-0.0121802,0.2731408
66,-0.17627046,-0.43410197,"('inactive', 'active')",-0.1762705,-0.434102,-0.2578315
67,-0.22087863,-0.22975454,"('doubtful', 'determined')",-0.2208786,-0.2297545,-0.0088759
68,-1.5867362,-1.4478498,"('dependent', 'independent')",-1.5867362,-1.4478498,0.1388864
69,-2.2340338,-2.499643,"('lazy', 'industrious')",-2.2340338,-2.4996431,-0.2656093
70,0.92101765,1.0807083,"('lethargic', 'energetic')",0.9210176,1.0807083,0.1596907
71,-0.15882796,-0.32631773,"('diffident', 'self-confident')",-0.158828,-0.3263177,-0.1674897
72,1.1297243,1.2792288,"('unambitious', 'ambitious')",1.1297243,1.2792288,0.1495045
73,-3.284641,-3.172067,"('helpless', 'self-reliant')",-3.284641,-3.1720669,0.1125741
74,0.4403091,0.40311307,"('undedicated', 'dedicated')",0.4403091,0.4031131,-0.037196
75,-1.0520681,-1.1860224,"('meek', 'impulsive')",-1.0520681,-1.1860224,-0.1339543
76,-0.09923781,0.19568905,"('anxious', 'daring')",-0.0992378,0.1956891,0.2949269
77,-1.2584728,-1.0498053,"('unmotivated', 'motivated')",-1.2584728,-1.0498053,0.2086675
78,-0.7045602,-0.747489,"('nonresilient', 'resilient')",-0.7045602,-0.747489,-0.0429288
79,-0.6850192,-0.9336958,"('wavering', 'unwavering')",-0.6850192,-0.9336958,-0.2486766
80,0.37597445,0.4561499,"('dominated', 'dominating')",0.3759744,0.4561499,0.0801755
81,0.40117386,0.7490678,"('submissive', 'aggressive')",0.4011739,0.7490678,0.3478939
82,5.3397756,5.2839837,"('poor', 'rich')",5.3397756,5.2839837,-0.0557919
83,-0.6772501,-0.60375273,"('powerless', 'powerful')",-0.6772501,-0.6037527,0.0734974
84,-0.10137402,-0.20663895,"('inferior', 'superior')",-0.101374,-0.2066389,-0.1052649
85,-1.6049333,-1.972377,"('insignificant', 'prestigious')",-1.6049333,-1.9723769,-0.3674436
86,1.5789346,1.5616975,"('uninfluential', 'influential')",1.5789346,1.5616975,-0.0172371
87,0.2615792,0.18273026,"('unsuccessful', 'successful')",0.2615792,0.1827303,-0.0788489
88,0.0047116345,0.017319743,"('low', 'eminent')",0.0047116,0.0173197,0.0126081
