,maid_male,maid_female,tuple,average_male,average_female,female-male
35,-1.2593515,-1.0584844,"('corrupt', 'incorrupt')",-1.2593515,-1.0584844,0.2008671
36,-1.0554026,-0.8116009,"('hostile', 'amicable')",-1.0554026,-0.8116009,0.2438017
37,0.7186722,0.77574617,"('fake', 'genuine')",0.7186722,0.7757462,0.057074
38,0.077360526,0.17248377,"('untruthful', 'truthful')",0.0773605,0.1724838,0.0951233
39,0.035066895,-0.054023378,"('exploitative', 'cooperative')",0.0350669,-0.0540234,-0.0890903
40,-1.8184223,-2.155335,"('stingy', 'generous')",-1.8184223,-2.1553349,-0.3369126
41,-0.068894856,-0.07530278,"('unforgiving', 'forgiving')",-0.0688949,-0.0753028,-0.0064079
42,-1.9576675,-2.237279,"('unreliable', 'reliable')",-1.9576675,-2.2372789,-0.2796114
43,1.4852469,1.350131,"('irresponsible', 'responsible')",1.4852469,1.350131,-0.1351159
44,-1.1838102,-1.1856083,"('prejudiced', 'unprejudiced')",-1.1838102,-1.1856083,-0.0017981
45,0.23167877,0.2001451,"('incompetent', 'competent')",0.2316788,0.2001451,-0.0315337
46,-0.16052148,-0.4648154,"('uncompetitive', 'competitive')",-0.1605215,-0.4648154,-0.3042939
47,5.247933,5.54729,"('stupid', 'smart')",5.2479329,5.5472898,0.2993569
48,0.9876792,0.798669,"('unintelligent', 'intelligent')",0.9876792,0.798669,-0.1890102
49,0.10595611,0.09092578,"('unable', 'able')",0.1059561,0.0909258,-0.0150303
50,-0.19093697,-0.102401316,"('clumsy', 'skillful')",-0.190937,-0.1024013,0.0885357
51,0.5875697,0.28825924,"('uneducated', 'educated')",0.5875697,0.2882592,-0.2993105
52,-0.7371569,-0.5249166,"('irrational', 'rational')",-0.7371569,-0.5249166,0.2122403
53,-0.10017249,-0.22020727,"('uncreative', 'creative')",-0.1001725,-0.2202073,-0.1200348
54,0.89427984,1.0163151,"('incapable', 'capable')",0.8942798,1.0163151,0.1220353
55,1.0561552,0.7962549,"('incompetent', 'clever')",1.0561552,0.7962549,-0.2599003
56,1.157808,1.0178822,"('impractical', 'practical')",1.1578079,1.0178822,-0.1399257
57,-2.3946087,-2.7231154,"('unimaginative', 'imaginative')",-2.3946087,-2.7231154,-0.3285067
58,-0.15679401,-0.2498478,"('undiscriminating', 'discriminating')",-0.156794,-0.2498478,-0.0930538
59,-0.19122395,-0.04502215,"('foolish', 'wise')",-0.1912239,-0.0450221,0.1462018
60,1.2860848,1.0686027,"('inefficient', 'efficient')",1.2860848,1.0686027,-0.2174821
61,0.29137233,0.087514,"('illogical', 'logical')",0.2913723,0.087514,-0.2038583
62,1.398005,1.1470976,"('incompetent', 'brilliant')",1.398005,1.1470976,-0.2509074
63,0.59202605,0.3498375,"('unperceptive', 'insightful')",0.5920261,0.3498375,-0.2421886
64,-5.94343,-6.230707,"('shy', 'confident')",-5.9434299,-6.2307072,-0.2872773
65,0.63780963,0.36597478,"('insecure', 'secure')",0.6378096,0.3659748,-0.2718348
66,-0.30416626,-0.24722074,"('inactive', 'active')",-0.3041663,-0.2472207,0.0569456
67,-0.66559875,-0.6274685,"('doubtful', 'determined')",-0.6655988,-0.6274685,0.0381303
68,-0.40534937,-0.53144497,"('dependent', 'independent')",-0.4053494,-0.531445,-0.1260956
69,-2.0131624,-1.7308431,"('lazy', 'industrious')",-2.0131624,-1.7308431,0.2823193
70,1.5979055,1.3530457,"('lethargic', 'energetic')",1.5979055,1.3530457,-0.2448598
71,0.41062745,0.48895988,"('diffident', 'self-confident')",0.4106275,0.4889599,0.0783324
72,0.7059141,0.56637377,"('unambitious', 'ambitious')",0.7059141,0.5663738,-0.1395403
73,-2.9896474,-3.0182643,"('helpless', 'self-reliant')",-2.9896474,-3.0182643,-0.0286169
74,0.10284968,0.045009278,"('undedicated', 'dedicated')",0.1028497,0.0450093,-0.0578404
75,-1.0744658,-0.9774825,"('meek', 'impulsive')",-1.0744658,-0.9774825,0.0969833
76,0.8925243,0.5303495,"('anxious', 'daring')",0.8925243,0.5303495,-0.3621748
77,-1.1447035,-1.3358017,"('unmotivated', 'motivated')",-1.1447035,-1.3358017,-0.1910982
78,-0.5739242,-0.6405369,"('nonresilient', 'resilient')",-0.5739242,-0.6405369,-0.0666127
79,-0.59537053,-0.35212228,"('wavering', 'unwavering')",-0.5953705,-0.3521223,0.2432482
80,-0.23418793,-0.5444039,"('dominated', 'dominating')",-0.2341879,-0.5444039,-0.310216
81,0.47906563,0.083460584,"('submissive', 'aggressive')",0.4790656,0.0834606,-0.395605
82,6.996475,7.1527667,"('poor', 'rich')",6.9964752,7.1527667,0.1562915
83,-0.5580755,-0.60566497,"('powerless', 'powerful')",-0.5580755,-0.605665,-0.0475895
84,0.1471284,0.14359784,"('inferior', 'superior')",0.1471284,0.1435978,-0.0035306
85,-1.3067626,-1.3050864,"('insignificant', 'prestigious')",-1.3067626,-1.3050864,0.0016762
86,0.44889325,0.26680893,"('uninfluential', 'influential')",0.4488932,0.2668089,-0.1820843
87,0.13064155,0.14669928,"('unsuccessful', 'successful')",0.1306415,0.1466993,0.0160578
88,0.56997997,0.37697205,"('low', 'eminent')",0.56998,0.376972,-0.193008
