,contribution_male,contribution_female,tuple,average_male,average_female,female-male
60,1.7956465,1.880892,"('inefficient', 'efficient')",1.7956465,1.880892,0.0852455
61,0.028812625,-0.19906345,"('illogical', 'logical')",0.0288126,-0.1990635,-0.2278761
62,1.6823426,1.7079904,"('incompetent', 'brilliant')",1.6823426,1.7079904,0.0256478
63,0.6482161,0.58193076,"('unperceptive', 'insightful')",0.6482161,0.5819308,-0.0662853
64,-4.849767,-4.8886695,"('shy', 'confident')",-4.8497672,-4.8886695,-0.0389023
65,1.0581031,1.1308441,"('insecure', 'secure')",1.0581031,1.1308441,0.072741
66,-0.2958118,-0.3600242,"('inactive', 'active')",-0.2958118,-0.3600242,-0.0642124
67,0.18791647,0.1920757,"('doubtful', 'determined')",0.1879165,0.1920757,0.0041592
68,-1.0200863,-0.90466833,"('dependent', 'independent')",-1.0200863,-0.9046683,0.115418
69,-2.113082,-2.1061423,"('lazy', 'industrious')",-2.1130819,-2.1061423,0.0069396
70,2.4446716,2.3733242,"('lethargic', 'energetic')",2.4446716,2.3733242,-0.0713474
71,-0.05228211,-0.12130077,"('diffident', 'self-confident')",-0.0522821,-0.1213008,-0.0690187
72,0.9798802,1.0999681,"('unambitious', 'ambitious')",0.9798802,1.0999681,0.1200879
73,-3.2732935,-3.272945,"('helpless', 'self-reliant')",-3.2732935,-3.2729449,0.0003486
74,0.8501353,0.68587726,"('undedicated', 'dedicated')",0.8501353,0.6858773,-0.164258
75,-1.0453469,-0.8661111,"('meek', 'impulsive')",-1.0453469,-0.8661111,0.1792358
76,1.0967891,1.1348481,"('anxious', 'daring')",1.0967891,1.1348481,0.038059
77,-0.66038275,-0.6278567,"('unmotivated', 'motivated')",-0.6603827,-0.6278567,0.032526
78,-0.82896525,-0.930223,"('nonresilient', 'resilient')",-0.8289652,-0.930223,-0.1012578
79,-0.8662393,-0.88504106,"('wavering', 'unwavering')",-0.8662393,-0.8850411,-0.0188018
80,1.0007166,0.857327,"('dominated', 'dominating')",1.0007166,0.857327,-0.1433896
81,1.4363945,1.4780463,"('submissive', 'aggressive')",1.4363945,1.4780463,0.0416518
82,6.1523113,6.3330984,"('poor', 'rich')",6.1523113,6.3330984,0.1807871
83,-0.4018042,-0.39596295,"('powerless', 'powerful')",-0.4018042,-0.395963,0.0058412
84,-0.14114235,-0.22451472,"('inferior', 'superior')",-0.1411424,-0.2245147,-0.0833723
85,-2.3076873,-2.6062415,"('insignificant', 'prestigious')",-2.3076873,-2.6062415,-0.2985542
86,1.1207956,1.0783706,"('uninfluential', 'influential')",1.1207956,1.0783706,-0.042425
87,0.3110375,0.19894141,"('unsuccessful', 'successful')",0.3110375,0.1989414,-0.1120961
88,1.0372168,0.75849545,"('low', 'eminent')",1.0372168,0.7584955,-0.2787213
