,toothpick_male,toothpick_female,tuple,average_male,average_female,female-male
63,-0.46935043,-0.36894888,"('unperceptive', 'insightful')",-0.4693504,-0.3689489,0.1004015
64,-1.7254393,-1.8180581,"('shy', 'confident')",-1.7254393,-1.8180581,-0.0926188
65,-0.27251825,-0.36442238,"('insecure', 'secure')",-0.2725182,-0.3644224,-0.0919042
66,-0.40312386,-0.53418416,"('inactive', 'active')",-0.4031239,-0.5341842,-0.1310603
67,0.069323756,0.02235797,"('doubtful', 'determined')",0.0693238,0.022358,-0.0469658
68,-0.8074057,-0.6169754,"('dependent', 'independent')",-0.8074057,-0.6169754,0.1904303
69,-0.12068276,-0.104798995,"('lazy', 'industrious')",-0.1206828,-0.104799,0.0158838
70,-0.7266435,-0.72084224,"('lethargic', 'energetic')",-0.7266435,-0.7208422,0.0058013
71,0.8712504,0.9233428,"('diffident', 'self-confident')",0.8712504,0.9233428,0.0520924
72,-0.8501737,-0.97701085,"('unambitious', 'ambitious')",-0.8501737,-0.9770108,-0.1268371
73,-0.110155836,-0.06133171,"('helpless', 'self-reliant')",-0.1101558,-0.0613317,0.0488241
74,-0.04658999,-0.0077217035,"('undedicated', 'dedicated')",-0.04659,-0.0077217,0.0388683
75,-0.12654674,-0.120454215,"('meek', 'impulsive')",-0.1265467,-0.1204542,0.0060925
76,0.02764726,0.16752627,"('anxious', 'daring')",0.0276473,0.1675263,0.139879
77,-0.8304954,-0.62335986,"('unmotivated', 'motivated')",-0.8304954,-0.6233599,0.2071355
78,0.27821362,0.42276654,"('nonresilient', 'resilient')",0.2782136,0.4227665,0.1445529
79,-0.016973289,-0.013372127,"('wavering', 'unwavering')",-0.0169733,-0.0133721,0.0036012
80,-0.06677932,-0.15269151,"('dominated', 'dominating')",-0.0667793,-0.1526915,-0.0859122
81,-0.89290756,-0.942332,"('submissive', 'aggressive')",-0.8929076,-0.942332,-0.0494244
82,1.7613553,1.7393,"('poor', 'rich')",1.7613553,1.7393,-0.0220553
83,-0.010135996,-0.047704063,"('powerless', 'powerful')",-0.010136,-0.0477041,-0.0375681
84,0.44627762,0.3830932,"('inferior', 'superior')",0.4462776,0.3830932,-0.0631844
85,0.53134423,0.53538924,"('insignificant', 'prestigious')",0.5313442,0.5353892,0.004045
86,-1.3024646,-1.4207184,"('uninfluential', 'influential')",-1.3024646,-1.4207184,-0.1182538
87,1.2685614,1.1323798,"('unsuccessful', 'successful')",1.2685614,1.1323798,-0.1361816
88,-0.43314245,-0.47362885,"('low', 'eminent')",-0.4331425,-0.4736288,-0.0404863
