,philosopher_male,philosopher_female,tuple,average_male,average_female,female-male
68,-0.67346793,-0.77328455,"('dependent', 'independent')",-0.6734679,-0.7732846,-0.0998167
69,-1.975261,-2.0705988,"('lazy', 'industrious')",-1.975261,-2.0705988,-0.0953378
70,1.1882534,1.2980407,"('lethargic', 'energetic')",1.1882534,1.2980407,0.1097873
71,0.6035299,0.527806,"('diffident', 'self-confident')",0.6035299,0.527806,-0.0757239
72,0.6730596,0.89792854,"('unambitious', 'ambitious')",0.6730596,0.8979285,0.2248689
73,-2.8088038,-2.8297591,"('helpless', 'self-reliant')",-2.8088038,-2.8297591,-0.0209553
74,-0.009782657,-0.03831669,"('undedicated', 'dedicated')",-0.0097827,-0.0383167,-0.028534
75,-0.70119864,-0.6094699,"('meek', 'impulsive')",-0.7011986,-0.6094699,0.0917287
76,0.59761155,0.7338674,"('anxious', 'daring')",0.5976115,0.7338674,0.1362559
77,-1.3808013,-1.2126797,"('unmotivated', 'motivated')",-1.3808013,-1.2126797,0.1681216
78,-0.75132895,-0.8333708,"('nonresilient', 'resilient')",-0.7513289,-0.8333708,-0.0820419
79,-0.16474178,-0.33211285,"('wavering', 'unwavering')",-0.1647418,-0.3321128,-0.167371
80,-0.3358833,-0.3184933,"('dominated', 'dominating')",-0.3358833,-0.3184933,0.01739
81,-0.06315267,0.22232285,"('submissive', 'aggressive')",-0.0631527,0.2223229,0.2854756
82,5.9776936,5.877498,"('poor', 'rich')",5.9776936,5.8774981,-0.1001955
83,-0.24129906,-0.078420274,"('powerless', 'powerful')",-0.2412991,-0.0784203,0.1628788
84,0.6273598,0.54647434,"('inferior', 'superior')",0.6273598,0.5464743,-0.0808855
85,-0.4885237,-0.8056037,"('insignificant', 'prestigious')",-0.4885237,-0.8056037,-0.31708
86,0.36493427,0.28975216,"('uninfluential', 'influential')",0.3649343,0.2897522,-0.0751821
87,-0.71402204,-0.7329401,"('unsuccessful', 'successful')",-0.714022,-0.7329401,-0.0189181
88,-0.0025459304,0.012100294,"('low', 'eminent')",-0.0025459,0.0121003,0.0146462
