,blackboard_male,blackboard_female,tuple,average_male,average_female,female-male
60,2.157265,2.0885222,"('inefficient', 'efficient')",2.1572649,2.0885222,-0.0687427
61,0.8145496,0.6985777,"('illogical', 'logical')",0.8145496,0.6985777,-0.1159719
62,1.4186046,1.5543832,"('incompetent', 'brilliant')",1.4186046,1.5543832,0.1357786
63,0.5709672,0.65077144,"('unperceptive', 'insightful')",0.5709672,0.6507714,0.0798042
64,-1.6641264,-1.6994492,"('shy', 'confident')",-1.6641264,-1.6994492,-0.0353228
65,0.80380964,0.7038156,"('insecure', 'secure')",0.8038096,0.7038156,-0.099994
66,-1.598281,-1.4452603,"('inactive', 'active')",-1.598281,-1.4452603,0.1530207
67,0.89377344,0.86820173,"('doubtful', 'determined')",0.8937734,0.8682017,-0.0255717
68,0.11024519,0.091397844,"('dependent', 'independent')",0.1102452,0.0913978,-0.0188474
69,-1.8918402,-1.7847264,"('lazy', 'industrious')",-1.8918402,-1.7847264,0.1071138
70,0.6982546,0.6814632,"('lethargic', 'energetic')",0.6982546,0.6814632,-0.0167914
71,0.2383993,0.26489314,"('diffident', 'self-confident')",0.2383993,0.2648931,0.0264938
72,-0.10947416,-0.03831767,"('unambitious', 'ambitious')",-0.1094742,-0.0383177,0.0711565
73,-0.7943732,-0.7417851,"('helpless', 'self-reliant')",-0.7943732,-0.7417851,0.0525881
74,0.39878708,0.3592388,"('undedicated', 'dedicated')",0.3987871,0.3592388,-0.0395483
75,-0.8075492,-0.63689345,"('meek', 'impulsive')",-0.8075492,-0.6368935,0.1706557
76,0.42936993,0.36219335,"('anxious', 'daring')",0.4293699,0.3621933,-0.0671766
77,-0.063428655,-0.074220054,"('unmotivated', 'motivated')",-0.0634287,-0.0742201,-0.0107914
78,-0.3746094,-0.28300667,"('nonresilient', 'resilient')",-0.3746094,-0.2830067,0.0916027
79,-1.4004862,-1.3386902,"('wavering', 'unwavering')",-1.4004862,-1.3386902,0.061796
80,1.2994668,1.3177695,"('dominated', 'dominating')",1.2994668,1.3177695,0.0183027
81,1.4149486,1.4252462,"('submissive', 'aggressive')",1.4149486,1.4252462,0.0102976
82,1.4552565,1.4949589,"('poor', 'rich')",1.4552565,1.4949589,0.0397024
83,0.3864457,0.31367773,"('powerless', 'powerful')",0.3864457,0.3136777,-0.072768
84,0.4169822,0.41947824,"('inferior', 'superior')",0.4169822,0.4194782,0.002496
85,-1.2442455,-1.2483919,"('insignificant', 'prestigious')",-1.2442455,-1.2483919,-0.0041464
86,0.2135486,0.067003384,"('uninfluential', 'influential')",0.2135486,0.0670034,-0.1465452
87,0.33264354,0.34173203,"('unsuccessful', 'successful')",0.3326435,0.341732,0.0090885
88,0.09360321,-0.010487586,"('low', 'eminent')",0.0936032,-0.0104876,-0.1040908
