,example_male,example_female,tuple,average_male,average_female,female-male
52,-0.3510604,-0.38457525,"('irrational', 'rational')",-0.3510604,-0.3845752,-0.0335148
53,0.08750847,0.12471515,"('uncreative', 'creative')",0.0875085,0.1247151,0.0372066
54,1.3849334,1.6571574,"('incapable', 'capable')",1.3849334,1.6571574,0.272224
55,1.6431594,1.5216123,"('incompetent', 'clever')",1.6431594,1.5216123,-0.1215471
56,0.89934975,0.8950558,"('impractical', 'practical')",0.8993497,0.8950558,-0.0042939
57,-2.1833618,-2.2119703,"('unimaginative', 'imaginative')",-2.1833618,-2.2119703,-0.0286085
58,0.33977214,0.2843638,"('undiscriminating', 'discriminating')",0.3397721,0.2843638,-0.0554083
59,-0.1936264,-0.042979367,"('foolish', 'wise')",-0.1936264,-0.0429794,0.150647
60,0.94049025,0.8834209,"('inefficient', 'efficient')",0.9404902,0.8834209,-0.0570693
61,0.71226597,0.5185487,"('illogical', 'logical')",0.712266,0.5185487,-0.1937173
62,1.9280771,1.9234996,"('incompetent', 'brilliant')",1.9280771,1.9234996,-0.0045775
63,1.1017334,1.1520467,"('unperceptive', 'insightful')",1.1017334,1.1520467,0.0503133
64,-6.635452,-6.5613666,"('shy', 'confident')",-6.6354518,-6.5613666,0.0740852
65,0.65670353,0.6181569,"('insecure', 'secure')",0.6567035,0.6181569,-0.0385466
66,-0.6705226,-0.6458845,"('inactive', 'active')",-0.6705226,-0.6458845,0.0246381
67,-0.69205236,-0.811008,"('doubtful', 'determined')",-0.6920524,-0.811008,-0.1189556
68,-0.33032706,-0.26445562,"('dependent', 'independent')",-0.3303271,-0.2644556,0.0658715
69,-2.7103107,-2.599842,"('lazy', 'industrious')",-2.7103107,-2.5998421,0.1104686
70,1.8583411,1.772087,"('lethargic', 'energetic')",1.8583411,1.772087,-0.0862541
71,0.17568257,0.30650875,"('diffident', 'self-confident')",0.1756826,0.3065087,0.1308261
72,1.21291,1.2525091,"('unambitious', 'ambitious')",1.2129101,1.2525091,0.039599
73,-2.392292,-2.1963887,"('helpless', 'self-reliant')",-2.392292,-2.1963887,0.1959033
74,0.5722235,0.4275124,"('undedicated', 'dedicated')",0.5722235,0.4275124,-0.1447111
75,-1.2625855,-1.1217614,"('meek', 'impulsive')",-1.2625855,-1.1217614,0.1408241
76,0.9967059,0.8302233,"('anxious', 'daring')",0.9967059,0.8302233,-0.1664826
77,-1.7725986,-1.6618743,"('unmotivated', 'motivated')",-1.7725986,-1.6618743,0.1107243
78,-0.8799223,-0.8302689,"('nonresilient', 'resilient')",-0.8799223,-0.8302689,0.0496534
79,-0.30175415,-0.15105967,"('wavering', 'unwavering')",-0.3017541,-0.1510597,0.1506944
80,0.45695305,0.31148154,"('dominated', 'dominating')",0.456953,0.3114815,-0.1454715
81,0.3138198,0.28393775,"('submissive', 'aggressive')",0.3138198,0.2839378,-0.029882
82,6.4562945,6.6271734,"('poor', 'rich')",6.4562945,6.6271734,0.1708789
83,-0.08973757,-0.114958756,"('powerless', 'powerful')",-0.0897376,-0.1149588,-0.0252212
84,0.27611858,0.26645938,"('inferior', 'superior')",0.2761186,0.2664594,-0.0096592
85,-1.3818687,-1.3112946,"('insignificant', 'prestigious')",-1.3818687,-1.3112946,0.0705741
86,1.108157,1.0178295,"('uninfluential', 'influential')",1.108157,1.0178295,-0.0903275
87,0.62957674,0.6751705,"('unsuccessful', 'successful')",0.6295767,0.6751705,0.0455938
88,0.7994102,0.82657063,"('low', 'eminent')",0.7994102,0.8265706,0.0271604
