,contract_male,contract_female,tuple,average_male,average_female,female-male
70,1.3632691,1.3899717,"('lethargic', 'energetic')",1.3632691,1.3899717,0.0267026
71,-0.08374375,-0.09343263,"('diffident', 'self-confident')",-0.0837438,-0.0934326,-0.0096888
72,1.0923909,1.1658301,"('unambitious', 'ambitious')",1.0923909,1.1658301,0.0734392
73,-3.6041415,-3.596342,"('helpless', 'self-reliant')",-3.6041415,-3.5963421,0.0077994
74,0.14874801,0.14783752,"('undedicated', 'dedicated')",0.148748,0.1478375,-0.0009105
75,-1.4611319,-1.3345239,"('meek', 'impulsive')",-1.4611319,-1.3345239,0.126608
76,0.5958507,0.5439523,"('anxious', 'daring')",0.5958507,0.5439523,-0.0518984
77,-0.6235437,-0.530552,"('unmotivated', 'motivated')",-0.6235437,-0.530552,0.0929917
78,-0.60655147,-0.6315172,"('nonresilient', 'resilient')",-0.6065515,-0.6315172,-0.0249657
79,-1.2205473,-1.1368452,"('wavering', 'unwavering')",-1.2205473,-1.1368452,0.0837021
80,0.06805746,-0.06416313,"('dominated', 'dominating')",0.0680575,-0.0641631,-0.1322206
81,0.5257265,0.63394356,"('submissive', 'aggressive')",0.5257265,0.6339436,0.1082171
82,6.0941854,6.3491244,"('poor', 'rich')",6.0941854,6.3491244,0.254939
83,-0.016374253,-0.032182794,"('powerless', 'powerful')",-0.0163743,-0.0321828,-0.0158085
84,0.6428737,0.6124907,"('inferior', 'superior')",0.6428737,0.6124907,-0.030383
85,-1.9784619,-1.9937586,"('insignificant', 'prestigious')",-1.9784619,-1.9937586,-0.0152967
86,0.66319007,0.7404758,"('uninfluential', 'influential')",0.6631901,0.7404758,0.0772857
87,0.28178462,0.35792518,"('unsuccessful', 'successful')",0.2817846,0.3579252,0.0761406
88,0.076107174,0.12777957,"('low', 'eminent')",0.0761072,0.1277796,0.0516724
