,theology_male,theology_female,tuple,average_male,average_female,female-male
31,-1.4367177,-1.231404,"('evil', 'good')",-1.4367177,-1.2314039,0.2053138
32,1.2704387,1.1144696,"('unkind', 'kind')",1.2704387,1.1144696,-0.1559691
33,-0.29976076,-0.30222672,"('wrong', 'right')",-0.2997608,-0.3022267,-0.0024659
34,5.026967,5.036937,"('mean', 'honorable')",5.026967,5.0369372,0.0099702
35,-0.35858512,-0.49686655,"('corrupt', 'incorrupt')",-0.3585851,-0.4968666,-0.1382815
36,-0.56037563,-0.544571,"('hostile', 'amicable')",-0.5603756,-0.544571,0.0158046
37,1.0072502,0.93150353,"('fake', 'genuine')",1.0072502,0.9315035,-0.0757467
38,0.25074676,0.13118854,"('untruthful', 'truthful')",0.2507468,0.1311885,-0.1195583
39,0.61976457,0.55042374,"('exploitative', 'cooperative')",0.6197646,0.5504237,-0.0693409
40,-1.4908531,-1.6137971,"('stingy', 'generous')",-1.4908531,-1.6137971,-0.122944
41,0.21045905,0.067201056,"('unforgiving', 'forgiving')",0.2104591,0.0672011,-0.143258
42,-2.9474514,-2.8823056,"('unreliable', 'reliable')",-2.9474514,-2.8823056,0.0651458
43,1.2747248,1.1432744,"('irresponsible', 'responsible')",1.2747248,1.1432744,-0.1314504
44,-1.7320892,-1.5283128,"('prejudiced', 'unprejudiced')",-1.7320892,-1.5283128,0.2037764
45,-0.0034566484,-0.11113502,"('incompetent', 'competent')",-0.0034566,-0.111135,-0.1076784
46,-1.3456105,-1.4260703,"('uncompetitive', 'competitive')",-1.3456105,-1.4260703,-0.0804598
47,5.462536,5.479795,"('stupid', 'smart')",5.4625359,5.479795,0.0172591
48,0.67448354,0.52674276,"('unintelligent', 'intelligent')",0.6744835,0.5267428,-0.1477407
49,0.30055135,0.3858407,"('unable', 'able')",0.3005514,0.3858407,0.0852893
50,-0.34607896,-0.27532306,"('clumsy', 'skillful')",-0.346079,-0.2753231,0.0707559
51,0.40660304,0.28890908,"('uneducated', 'educated')",0.406603,0.2889091,-0.1176939
52,-0.31198743,-0.2969026,"('irrational', 'rational')",-0.3119874,-0.2969026,0.0150848
53,0.04304829,0.076697044,"('uncreative', 'creative')",0.0430483,0.076697,0.0336487
54,1.0096358,1.1338267,"('incapable', 'capable')",1.0096358,1.1338267,0.1241909
55,0.606307,0.54445386,"('incompetent', 'clever')",0.606307,0.5444539,-0.0618531
56,0.81452185,0.6431556,"('impractical', 'practical')",0.8145218,0.6431556,-0.1713662
57,-2.8907468,-2.929428,"('unimaginative', 'imaginative')",-2.8907468,-2.9294281,-0.0386813
58,0.39966106,0.34225488,"('undiscriminating', 'discriminating')",0.3996611,0.3422549,-0.0574062
59,0.5458248,0.5423446,"('foolish', 'wise')",0.5458248,0.5423446,-0.0034802
60,0.40466157,0.3340627,"('inefficient', 'efficient')",0.4046616,0.3340627,-0.0705989
61,0.33884183,0.15426224,"('illogical', 'logical')",0.3388418,0.1542622,-0.1845796
62,0.51426333,0.5136175,"('incompetent', 'brilliant')",0.5142633,0.5136175,-0.0006458
63,0.6025026,0.47921726,"('unperceptive', 'insightful')",0.6025026,0.4792173,-0.1232853
64,-6.888159,-6.9701095,"('shy', 'confident')",-6.8881588,-6.9701095,-0.0819507
65,0.104237825,0.052867368,"('insecure', 'secure')",0.1042378,0.0528674,-0.0513704
66,-0.11717123,-0.14789166,"('inactive', 'active')",-0.1171712,-0.1478917,-0.0307205
67,-0.2962212,-0.26323608,"('doubtful', 'determined')",-0.2962212,-0.2632361,0.0329851
68,-0.7060309,-0.73015195,"('dependent', 'independent')",-0.7060309,-0.730152,-0.0241211
69,-1.6873603,-1.6586262,"('lazy', 'industrious')",-1.6873603,-1.6586262,0.0287341
70,0.56609166,0.5348487,"('lethargic', 'energetic')",0.5660917,0.5348487,-0.031243
71,0.6246538,0.6448512,"('diffident', 'self-confident')",0.6246538,0.6448512,0.0201974
72,0.47416013,0.5332052,"('unambitious', 'ambitious')",0.4741601,0.5332052,0.0590451
73,-3.0536752,-2.9614098,"('helpless', 'self-reliant')",-3.0536752,-2.9614098,0.0922654
74,0.2154653,0.10430555,"('undedicated', 'dedicated')",0.2154653,0.1043056,-0.1111597
75,-0.9294298,-0.803537,"('meek', 'impulsive')",-0.9294298,-0.803537,0.1258928
76,0.5619614,0.5706955,"('anxious', 'daring')",0.5619614,0.5706955,0.0087341
77,-1.1593597,-1.1311291,"('unmotivated', 'motivated')",-1.1593597,-1.1311291,0.0282306
78,-0.384745,-0.4432455,"('nonresilient', 'resilient')",-0.384745,-0.4432455,-0.0585005
79,0.53796417,0.52221286,"('wavering', 'unwavering')",0.5379642,0.5222129,-0.0157513
80,-0.4494775,-0.56820726,"('dominated', 'dominating')",-0.4494775,-0.5682073,-0.1187298
81,-0.42104653,-0.44599193,"('submissive', 'aggressive')",-0.4210465,-0.4459919,-0.0249454
82,6.2085705,6.3482184,"('poor', 'rich')",6.2085705,6.3482184,0.1396479
83,-0.039791565,-0.07605833,"('powerless', 'powerful')",-0.0397916,-0.0760583,-0.0362667
84,0.7278717,0.7421236,"('inferior', 'superior')",0.7278717,0.7421236,0.0142519
85,0.045696296,0.1207803,"('insignificant', 'prestigious')",0.0456963,0.1207803,0.075084
86,0.984901,0.7169599,"('uninfluential', 'influential')",0.984901,0.7169599,-0.2679411
87,-0.43431458,-0.29382843,"('unsuccessful', 'successful')",-0.4343146,-0.2938284,0.1404862
88,0.2253982,0.2694401,"('low', 'eminent')",0.2253982,0.2694401,0.0440419
