,alpha_male,alpha_female,tuple,average_male,average_female,female-male
67,-0.49891293,-0.44806352,"('doubtful', 'determined')",-0.4989129,-0.4480635,0.0508494
68,-0.29689232,-0.2809832,"('dependent', 'independent')",-0.2968923,-0.2809832,0.0159091
69,-1.9173609,-1.8806591,"('lazy', 'industrious')",-1.9173609,-1.8806591,0.0367018
70,1.692585,1.631871,"('lethargic', 'energetic')",1.692585,1.631871,-0.060714
71,0.31315127,0.4620518,"('diffident', 'self-confident')",0.3131513,0.4620518,0.1489005
72,1.059722,1.1362084,"('unambitious', 'ambitious')",1.0597219,1.1362084,0.0764865
73,-3.108936,-3.053136,"('helpless', 'self-reliant')",-3.1089361,-3.0531361,0.0558
74,0.14009681,0.0420102,"('undedicated', 'dedicated')",0.1400968,0.0420102,-0.0980866
75,-1.0939109,-0.9709116,"('meek', 'impulsive')",-1.0939109,-0.9709116,0.1229993
76,1.1476868,1.032626,"('anxious', 'daring')",1.1476868,1.032626,-0.1150608
77,-1.059071,-1.0583754,"('unmotivated', 'motivated')",-1.0590709,-1.0583754,0.0006955
78,-0.35428452,-0.339952,"('nonresilient', 'resilient')",-0.3542845,-0.339952,0.0143325
79,-0.3190731,-0.24099843,"('wavering', 'unwavering')",-0.3190731,-0.2409984,0.0780747
80,0.25370598,0.16001335,"('dominated', 'dominating')",0.253706,0.1600133,-0.0936927
81,0.4748904,0.45549658,"('submissive', 'aggressive')",0.4748904,0.4554966,-0.0193938
82,6.2006817,6.4787927,"('poor', 'rich')",6.2006817,6.4787927,0.278111
83,-0.54408824,-0.54043967,"('powerless', 'powerful')",-0.5440882,-0.5404397,0.0036485
84,0.26884922,0.24620518,"('inferior', 'superior')",0.2688492,0.2462052,-0.022644
85,-1.8085057,-1.7771183,"('insignificant', 'prestigious')",-1.8085057,-1.7771183,0.0313874
86,0.7409812,0.72595197,"('uninfluential', 'influential')",0.7409812,0.725952,-0.0150292
87,0.12914708,0.26981956,"('unsuccessful', 'successful')",0.1291471,0.2698196,0.1406725
88,-0.087738246,-0.009371999,"('low', 'eminent')",-0.0877382,-0.009372,0.0783662
