,interject_male,interject_female,tuple,average_male,average_female,female-male
55,0.42954618,0.5453824,"('incompetent', 'clever')",0.4295462,0.5453824,0.1158362
56,0.7467271,0.7878598,"('impractical', 'practical')",0.7467271,0.7878598,0.0411327
57,-1.6526773,-1.7352707,"('unimaginative', 'imaginative')",-1.6526773,-1.7352707,-0.0825934
58,0.12845093,0.10473546,"('undiscriminating', 'discriminating')",0.1284509,0.1047355,-0.0237154
59,0.31941858,0.32073444,"('foolish', 'wise')",0.3194186,0.3207344,0.0013158
60,0.90678054,1.1233451,"('inefficient', 'efficient')",0.9067805,1.1233451,0.2165646
61,0.21920316,0.10160972,"('illogical', 'logical')",0.2192032,0.1016097,-0.1175935
62,0.8384006,0.95679116,"('incompetent', 'brilliant')",0.8384006,0.9567912,0.1183906
63,-0.08606231,0.006904859,"('unperceptive', 'insightful')",-0.0860623,0.0069049,0.0929672
64,-2.821902,-2.7578251,"('shy', 'confident')",-2.821902,-2.7578251,0.0640769
65,0.52225256,0.61903673,"('insecure', 'secure')",0.5222526,0.6190367,0.0967841
66,-0.44585547,-0.6450096,"('inactive', 'active')",-0.4458555,-0.6450096,-0.1991541
67,0.20836717,0.26159343,"('doubtful', 'determined')",0.2083672,0.2615934,0.0532262
68,-0.42841828,-0.30970976,"('dependent', 'independent')",-0.4284183,-0.3097098,0.1187085
69,-0.12971272,-0.20170964,"('lazy', 'industrious')",-0.1297127,-0.2017096,-0.0719969
70,0.29984713,0.28258425,"('lethargic', 'energetic')",0.2998471,0.2825842,-0.0172629
71,0.35946816,0.32648316,"('diffident', 'self-confident')",0.3594682,0.3264832,-0.032985
72,-0.062425107,-0.020254128,"('unambitious', 'ambitious')",-0.0624251,-0.0202541,0.042171
73,-1.2905416,-1.3834563,"('helpless', 'self-reliant')",-1.2905416,-1.3834563,-0.0929147
74,-0.028795665,-0.12517966,"('undedicated', 'dedicated')",-0.0287957,-0.1251797,-0.096384
75,-0.35246995,-0.38611516,"('meek', 'impulsive')",-0.35247,-0.3861152,-0.0336452
76,0.2321501,0.34119308,"('anxious', 'daring')",0.2321501,0.3411931,0.109043
77,-0.9093343,-0.80465513,"('unmotivated', 'motivated')",-0.9093343,-0.8046551,0.1046792
78,-0.6584542,-0.617006,"('nonresilient', 'resilient')",-0.6584542,-0.617006,0.0414482
79,-0.3083736,-0.40851155,"('wavering', 'unwavering')",-0.3083736,-0.4085115,-0.1001379
80,-0.120343775,-0.09527551,"('dominated', 'dominating')",-0.1203438,-0.0952755,0.0250683
81,0.24835348,0.3888119,"('submissive', 'aggressive')",0.2483535,0.3888119,0.1404584
82,2.9455292,2.941721,"('poor', 'rich')",2.9455292,2.941721,-0.0038082
83,-0.09251565,-0.10931393,"('powerless', 'powerful')",-0.0925156,-0.1093139,-0.0167983
84,0.51048917,0.5731662,"('inferior', 'superior')",0.5104892,0.5731662,0.062677
85,-0.76813495,-0.96880317,"('insignificant', 'prestigious')",-0.768135,-0.9688032,-0.2006682
86,-0.7241218,-0.8424576,"('uninfluential', 'influential')",-0.7241218,-0.8424576,-0.1183358
87,0.3577025,0.28392518,"('unsuccessful', 'successful')",0.3577025,0.2839252,-0.0737773
88,0.22382228,0.11933586,"('low', 'eminent')",0.2238223,0.1193359,-0.1044864
