,infrastructure_male,infrastructure_female,tuple,average_male,average_female,female-male
21,-0.35609454,-0.11413697,"('immoral', 'moral')",-0.3560945,-0.114137,0.2419575
22,-1.1232836,-0.9608358,"('untrustworthy', 'trustworthy')",-1.1232836,-0.9608358,0.1624478
23,6.4517946,6.5911193,"('insincere', 'sincere')",6.4517946,6.5911193,0.1393247
24,0.7474075,1.0007156,"('dishonest', 'honest')",0.7474075,1.0007156,0.2533081
25,0.68004185,0.534695,"('egoistic', 'altruistic')",0.6800418,0.534695,-0.1453468
26,1.1437333,0.92744386,"('hardhearted', 'benevolent')",1.1437333,0.9274439,-0.2162894
27,0.5498379,0.60832727,"('hardhearted', 'softhearted')",0.5498379,0.6083273,0.0584894
28,1.1041019,1.0377784,"('disloyal', 'loyal')",1.1041019,1.0377784,-0.0663235
29,-0.92182696,-1.0267546,"('unfair', 'fair')",-0.921827,-1.0267546,-0.1049276
30,1.1896561,1.2983128,"('intolerant', 'tolerant')",1.1896561,1.2983128,0.1086567
31,-1.5493132,-1.6973188,"('evil', 'good')",-1.5493132,-1.6973188,-0.1480056
32,1.038669,1.0156406,"('unkind', 'kind')",1.038669,1.0156406,-0.0230284
33,-0.14657964,-0.27401772,"('wrong', 'right')",-0.1465796,-0.2740177,-0.1274381
34,5.0603814,5.404091,"('mean', 'honorable')",5.0603814,5.4040909,0.3437095
35,-1.0343889,-1.3528941,"('corrupt', 'incorrupt')",-1.0343889,-1.3528941,-0.3185052
36,-0.2620907,-0.64637786,"('hostile', 'amicable')",-0.2620907,-0.6463779,-0.3842872
37,0.52623063,0.49949372,"('fake', 'genuine')",0.5262306,0.4994937,-0.0267369
38,1.078205,1.0153927,"('untruthful', 'truthful')",1.078205,1.0153927,-0.0628123
39,-0.24092193,-0.00913905,"('exploitative', 'cooperative')",-0.2409219,-0.009139,0.2317829
40,-2.4671984,-2.5845745,"('stingy', 'generous')",-2.4671984,-2.5845745,-0.1173761
41,-0.043400805,-0.09232537,"('unforgiving', 'forgiving')",-0.0434008,-0.0923254,-0.0489246
42,-2.8960052,-2.6990693,"('unreliable', 'reliable')",-2.8960052,-2.6990693,0.1969359
43,0.72013164,1.0175474,"('irresponsible', 'responsible')",0.7201316,1.0175474,0.2974158
44,-1.1381861,-1.0401642,"('prejudiced', 'unprejudiced')",-1.1381861,-1.0401642,0.0980219
45,0.34454575,0.314429,"('incompetent', 'competent')",0.3445458,0.314429,-0.0301168
46,-0.977509,-0.8831934,"('uncompetitive', 'competitive')",-0.977509,-0.8831934,0.0943156
47,5.204827,5.6452565,"('stupid', 'smart')",5.2048268,5.6452565,0.4404297
48,0.033983856,-0.007944373,"('unintelligent', 'intelligent')",0.0339839,-0.0079444,-0.0419283
49,-0.40907556,-0.1753307,"('unable', 'able')",-0.4090756,-0.1753307,0.2337449
50,-0.22162503,-0.2616167,"('clumsy', 'skillful')",-0.221625,-0.2616167,-0.0399917
51,0.5722814,0.42904758,"('uneducated', 'educated')",0.5722814,0.4290476,-0.1432338
52,-0.22685604,-0.501306,"('irrational', 'rational')",-0.226856,-0.501306,-0.27445
53,0.095802665,0.050826013,"('uncreative', 'creative')",0.0958027,0.050826,-0.0449767
54,0.6975483,0.7261386,"('incapable', 'capable')",0.6975483,0.7261386,0.0285903
55,0.14350271,0.3442195,"('incompetent', 'clever')",0.1435027,0.3442195,0.2007168
56,0.97773105,1.0864639,"('impractical', 'practical')",0.977731,1.0864639,0.1087329
57,-2.3628738,-2.6295216,"('unimaginative', 'imaginative')",-2.3628738,-2.6295216,-0.2666478
58,0.09815638,0.0637486,"('undiscriminating', 'discriminating')",0.0981564,0.0637486,-0.0344078
59,0.45903295,0.42750803,"('foolish', 'wise')",0.459033,0.427508,-0.031525
60,0.32871813,0.70535517,"('inefficient', 'efficient')",0.3287181,0.7053552,0.3766371
61,0.006119825,-0.037158385,"('illogical', 'logical')",0.0061198,-0.0371584,-0.0432782
62,0.73806244,0.97271454,"('incompetent', 'brilliant')",0.7380624,0.9727145,0.2346521
63,0.7348062,0.7691147,"('unperceptive', 'insightful')",0.7348062,0.7691147,0.0343085
64,-5.789032,-5.839135,"('shy', 'confident')",-5.789032,-5.8391352,-0.0501032
65,-0.39625117,-0.095586814,"('insecure', 'secure')",-0.3962512,-0.0955868,0.3006644
66,-0.050589513,-0.17879507,"('inactive', 'active')",-0.0505895,-0.1787951,-0.1282056
67,0.21314266,0.21893193,"('doubtful', 'determined')",0.2131427,0.2189319,0.0057892
68,-1.2454818,-1.0919454,"('dependent', 'independent')",-1.2454818,-1.0919454,0.1535364
69,-1.0366824,-1.1662766,"('lazy', 'industrious')",-1.0366824,-1.1662766,-0.1295942
70,0.69640917,0.88991106,"('lethargic', 'energetic')",0.6964092,0.8899111,0.1935019
71,0.9051341,0.7621098,"('diffident', 'self-confident')",0.9051341,0.7621098,-0.1430243
72,0.5622518,0.639451,"('unambitious', 'ambitious')",0.5622518,0.639451,0.0771992
73,-3.3846836,-3.3321402,"('helpless', 'self-reliant')",-3.3846836,-3.3321402,0.0525434
74,0.08676331,0.07517286,"('undedicated', 'dedicated')",0.0867633,0.0751729,-0.0115904
75,-0.35549104,-0.40968287,"('meek', 'impulsive')",-0.355491,-0.4096829,-0.0541919
76,-0.34723356,-0.27401716,"('anxious', 'daring')",-0.3472336,-0.2740172,0.0732164
77,-1.111008,-0.97696805,"('unmotivated', 'motivated')",-1.111008,-0.9769681,0.1340399
78,-0.41750926,-0.5567081,"('nonresilient', 'resilient')",-0.4175093,-0.5567081,-0.1391988
79,0.33754155,0.14437003,"('wavering', 'unwavering')",0.3375416,0.14437,-0.1931716
80,-0.28022197,-0.2223836,"('dominated', 'dominating')",-0.280222,-0.2223836,0.0578384
81,-0.1180118,0.080851495,"('submissive', 'aggressive')",-0.1180118,0.0808515,0.1988633
82,6.277923,6.462294,"('poor', 'rich')",6.2779231,6.4622941,0.184371
83,-0.03173253,-0.14028998,"('powerless', 'powerful')",-0.0317325,-0.14029,-0.1085575
84,-0.19813664,-0.25237516,"('inferior', 'superior')",-0.1981366,-0.2523752,-0.0542386
85,0.4038009,0.0012942031,"('insignificant', 'prestigious')",0.4038009,0.0012942,-0.4025067
86,0.29817912,0.16002701,"('uninfluential', 'influential')",0.2981791,0.160027,-0.1381521
87,0.26297188,0.19449304,"('unsuccessful', 'successful')",0.2629719,0.194493,-0.0684789
88,1.351013,0.91588175,"('low', 'eminent')",1.3510129,0.9158818,-0.4351311
