,legislation_male,legislation_female,tuple,average_male,average_female,female-male
20,1.2231975,1.0905775,"('rough', 'thoughtful')",1.2231975,1.0905775,-0.13262
21,1.3978257,1.3305304,"('immoral', 'moral')",1.3978257,1.3305304,-0.0672953
22,1.0719866,0.8157953,"('untrustworthy', 'trustworthy')",1.0719866,0.8157953,-0.2561913
23,6.391181,6.280123,"('insincere', 'sincere')",6.391181,6.2801232,-0.1110578
24,1.6578548,1.639144,"('dishonest', 'honest')",1.6578548,1.6391439,-0.0187109
25,-0.051435605,-0.118282646,"('egoistic', 'altruistic')",-0.0514356,-0.1182826,-0.066847
26,1.331333,1.0511345,"('hardhearted', 'benevolent')",1.331333,1.0511345,-0.2801985
27,0.1178689,0.09283158,"('hardhearted', 'softhearted')",0.1178689,0.0928316,-0.0250373
28,1.5983801,1.4322518,"('disloyal', 'loyal')",1.5983801,1.4322518,-0.1661283
29,-0.4726131,-0.6934235,"('unfair', 'fair')",-0.4726131,-0.6934235,-0.2208104
30,1.9809731,1.8423642,"('intolerant', 'tolerant')",1.9809731,1.8423642,-0.1386089
31,-3.2518318,-3.1950788,"('evil', 'good')",-3.2518318,-3.1950788,0.056753
32,1.884127,1.7964604,"('unkind', 'kind')",1.884127,1.7964604,-0.0876666
33,-0.6109973,-0.8079954,"('wrong', 'right')",-0.6109973,-0.8079954,-0.1969981
34,4.043905,4.210866,"('mean', 'honorable')",4.0439048,4.210866,0.1669612
35,-2.2311456,-2.2449915,"('corrupt', 'incorrupt')",-2.2311456,-2.2449915,-0.0138459
36,-2.4483643,-2.496702,"('hostile', 'amicable')",-2.4483643,-2.496702,-0.0483377
37,0.5023208,0.37741977,"('fake', 'genuine')",0.5023208,0.3774198,-0.124901
38,0.70683855,0.376925,"('untruthful', 'truthful')",0.7068385,0.376925,-0.3299135
39,0.7013933,0.563269,"('exploitative', 'cooperative')",0.7013933,0.563269,-0.1381243
40,-2.2584903,-2.2419796,"('stingy', 'generous')",-2.2584903,-2.2419796,0.0165107
41,-0.14274794,-0.21139684,"('unforgiving', 'forgiving')",-0.1427479,-0.2113968,-0.0686489
42,-1.3807389,-1.4033978,"('unreliable', 'reliable')",-1.3807389,-1.4033978,-0.0226589
43,2.4329383,2.260923,"('irresponsible', 'responsible')",2.4329383,2.2609229,-0.1720154
44,-1.9782915,-1.7737583,"('prejudiced', 'unprejudiced')",-1.9782915,-1.7737583,0.2045332
45,1.302458,1.1733752,"('incompetent', 'competent')",1.302458,1.1733752,-0.1290828
46,0.6577152,0.682588,"('uncompetitive', 'competitive')",0.6577152,0.682588,0.0248728
47,5.163753,5.2552304,"('stupid', 'smart')",5.163753,5.2552304,0.0914774
48,0.82538337,0.89243585,"('unintelligent', 'intelligent')",0.8253834,0.8924358,0.0670524
49,0.3605733,0.42011374,"('unable', 'able')",0.3605733,0.4201137,0.0595404
50,-0.79546845,-0.88743544,"('clumsy', 'skillful')",-0.7954684,-0.8874354,-0.091967
51,1.0391814,1.0875117,"('uneducated', 'educated')",1.0391814,1.0875117,0.0483303
52,-2.3364608,-2.4584386,"('irrational', 'rational')",-2.3364608,-2.4584386,-0.1219778
53,0.14376974,0.061137237,"('uncreative', 'creative')",0.1437697,0.0611372,-0.0826325
54,0.6730591,0.6552833,"('incapable', 'capable')",0.6730591,0.6552833,-0.0177758
55,2.2709565,2.2246997,"('incompetent', 'clever')",2.2709565,2.2246997,-0.0462568
56,3.0457823,2.9174547,"('impractical', 'practical')",3.0457823,2.9174547,-0.1283276
57,-1.4054203,-1.5250139,"('unimaginative', 'imaginative')",-1.4054203,-1.5250139,-0.1195936
58,0.5944951,0.3936235,"('undiscriminating', 'discriminating')",0.5944951,0.3936235,-0.2008716
59,-0.5035685,-0.8204797,"('foolish', 'wise')",-0.5035685,-0.8204797,-0.3169112
60,2.543671,2.5644205,"('inefficient', 'efficient')",2.5436709,2.5644205,0.0207496
61,0.52519053,0.3287196,"('illogical', 'logical')",0.5251905,0.3287196,-0.1964709
62,2.1806388,2.2270722,"('incompetent', 'brilliant')",2.1806388,2.2270722,0.0464334
63,1.380064,1.1594566,"('unperceptive', 'insightful')",1.380064,1.1594566,-0.2206074
64,-4.13284,-4.2902718,"('shy', 'confident')",-4.1328402,-4.2902718,-0.1574316
65,1.4771686,1.436377,"('insecure', 'secure')",1.4771686,1.436377,-0.0407916
66,0.29320613,0.09275115,"('inactive', 'active')",0.2932061,0.0927512,-0.2004549
67,0.1951936,0.07103095,"('doubtful', 'determined')",0.1951936,0.071031,-0.1241626
68,-0.42372134,-0.42744082,"('dependent', 'independent')",-0.4237213,-0.4274408,-0.0037195
69,-2.052095,-2.143288,"('lazy', 'industrious')",-2.0520949,-2.1432879,-0.091193
70,2.2439773,2.297884,"('lethargic', 'energetic')",2.2439773,2.297884,0.0539067
71,-0.05758234,-0.05634828,"('diffident', 'self-confident')",-0.0575823,-0.0563483,0.001234
72,0.99677,1.0816809,"('unambitious', 'ambitious')",0.99677,1.0816809,0.0849109
73,-3.2993946,-3.246124,"('helpless', 'self-reliant')",-3.2993946,-3.246124,0.0532706
74,0.49468434,0.4922768,"('undedicated', 'dedicated')",0.4946843,0.4922768,-0.0024075
75,-1.0651382,-1.074158,"('meek', 'impulsive')",-1.0651382,-1.074158,-0.0090198
76,1.012793,1.0736699,"('anxious', 'daring')",1.0127929,1.0736699,0.060877
77,0.6477496,0.5530291,"('unmotivated', 'motivated')",0.6477496,0.5530291,-0.0947205
78,-0.35952136,-0.4086317,"('nonresilient', 'resilient')",-0.3595214,-0.4086317,-0.0491103
79,-1.0778977,-1.2258673,"('wavering', 'unwavering')",-1.0778977,-1.2258673,-0.1479696
80,1.5713387,1.5123636,"('dominated', 'dominating')",1.5713387,1.5123636,-0.0589751
81,1.6990175,1.7770686,"('submissive', 'aggressive')",1.6990175,1.7770686,0.0780511
82,5.2359653,5.6441536,"('poor', 'rich')",5.2359653,5.6441536,0.4081883
83,0.061859548,-0.011792861,"('powerless', 'powerful')",0.0618595,-0.0117929,-0.0736524
84,-0.43235624,-0.4961799,"('inferior', 'superior')",-0.4323562,-0.4961799,-0.0638237
85,-2.4125135,-2.663336,"('insignificant', 'prestigious')",-2.4125135,-2.663336,-0.2508225
86,1.8393658,1.7274774,"('uninfluential', 'influential')",1.8393658,1.7274774,-0.1118884
87,0.10980562,0.18738934,"('unsuccessful', 'successful')",0.1098056,0.1873893,0.0775837
88,0.77613133,0.64133835,"('low', 'eminent')",0.7761313,0.6413383,-0.134793
