,genocide_male,genocide_female,tuple,average_male,average_female,female-male
48,0.3664835,0.3137879,"('unintelligent', 'intelligent')",0.3664835,0.3137879,-0.0526956
49,0.2339362,0.27132887,"('unable', 'able')",0.2339362,0.2713289,0.0373927
50,-0.17585166,-0.22178122,"('clumsy', 'skillful')",-0.1758517,-0.2217812,-0.0459295
51,0.5859296,0.45836252,"('uneducated', 'educated')",0.5859296,0.4583625,-0.1275671
52,-0.6767719,-0.72793657,"('irrational', 'rational')",-0.6767719,-0.7279366,-0.0511647
53,-0.2990294,-0.38097832,"('uncreative', 'creative')",-0.2990294,-0.3809783,-0.0819489
54,0.8310698,0.86215824,"('incapable', 'capable')",0.8310698,0.8621582,0.0310884
55,0.67005354,0.68827844,"('incompetent', 'clever')",0.6700535,0.6882784,0.0182249
56,0.52192426,0.51257366,"('impractical', 'practical')",0.5219243,0.5125737,-0.0093506
57,-2.6523564,-2.6146216,"('unimaginative', 'imaginative')",-2.6523564,-2.6146216,0.0377348
58,0.073506,0.063995846,"('undiscriminating', 'discriminating')",0.073506,0.0639958,-0.0095102
59,-0.12758088,-0.13792908,"('foolish', 'wise')",-0.1275809,-0.1379291,-0.0103482
60,0.4934516,0.580032,"('inefficient', 'efficient')",0.4934516,0.580032,0.0865804
61,0.09739146,-0.07669788,"('illogical', 'logical')",0.0973915,-0.0766979,-0.1740894
62,0.26896492,0.36749488,"('incompetent', 'brilliant')",0.2689649,0.3674949,0.09853
63,-0.022765283,-0.0067852177,"('unperceptive', 'insightful')",-0.0227653,-0.0067852,0.0159801
64,-6.0081177,-5.987239,"('shy', 'confident')",-6.0081177,-5.9872389,0.0208788
65,0.3728413,0.3735409,"('insecure', 'secure')",0.3728413,0.3735409,0.0006996
66,-0.083496004,-0.12695596,"('inactive', 'active')",-0.083496,-0.126956,-0.04346
67,-0.3126716,-0.2682302,"('doubtful', 'determined')",-0.3126716,-0.2682302,0.0444414
68,-0.37726647,-0.49085605,"('dependent', 'independent')",-0.3772665,-0.4908561,-0.1135896
69,-2.0860913,-2.0337362,"('lazy', 'industrious')",-2.0860913,-2.0337362,0.0523551
70,1.3162326,1.2814369,"('lethargic', 'energetic')",1.3162326,1.2814369,-0.0347957
71,0.42902502,0.48139396,"('diffident', 'self-confident')",0.429025,0.481394,0.052369
72,0.79485726,0.93229544,"('unambitious', 'ambitious')",0.7948573,0.9322954,0.1374381
73,-2.9217784,-2.8891997,"('helpless', 'self-reliant')",-2.9217784,-2.8891997,0.0325787
74,0.42010045,0.29993835,"('undedicated', 'dedicated')",0.4201005,0.2999384,-0.1201621
75,-0.8025416,-0.69642955,"('meek', 'impulsive')",-0.8025416,-0.6964296,0.106112
76,0.8772017,0.852627,"('anxious', 'daring')",0.8772017,0.852627,-0.0245747
77,-1.5391011,-1.3960216,"('unmotivated', 'motivated')",-1.5391011,-1.3960216,0.1430795
78,-0.5671865,-0.5681399,"('nonresilient', 'resilient')",-0.5671865,-0.5681399,-0.0009534
79,-0.08652958,-0.09168035,"('wavering', 'unwavering')",-0.0865296,-0.0916803,-0.0051507
80,-0.1649893,-0.26921445,"('dominated', 'dominating')",-0.1649893,-0.2692145,-0.1042252
81,0.14492834,0.15549679,"('submissive', 'aggressive')",0.1449283,0.1554968,0.0105685
82,5.97008,6.074215,"('poor', 'rich')",5.9700799,6.0742149,0.104135
83,-0.13065383,-0.08988484,"('powerless', 'powerful')",-0.1306538,-0.0898848,0.040769
84,0.42547625,0.39827138,"('inferior', 'superior')",0.4254763,0.3982714,-0.0272049
85,-0.40906286,-0.42198327,"('insignificant', 'prestigious')",-0.4090629,-0.4219833,-0.0129204
86,0.22175014,0.18566746,"('uninfluential', 'influential')",0.2217501,0.1856675,-0.0360826
87,-0.47964114,-0.384363,"('unsuccessful', 'successful')",-0.4796411,-0.384363,0.0952781
88,0.36170685,0.361204,"('low', 'eminent')",0.3617069,0.361204,-0.0005029
