,extinction_male,extinction_female,tuple,average_male,average_female,female-male
34,4.669927,4.774635,"('mean', 'honorable')",4.6699271,4.7746348,0.1047077
35,-0.8210446,-0.7614622,"('corrupt', 'incorrupt')",-0.8210446,-0.7614622,0.0595824
36,-0.62561667,-0.50016207,"('hostile', 'amicable')",-0.6256167,-0.5001621,0.1254546
37,0.73036647,0.74843186,"('fake', 'genuine')",0.7303665,0.7484319,0.0180654
38,0.11103209,0.109206185,"('untruthful', 'truthful')",0.1110321,0.1092062,-0.0018259
39,-0.08653593,-0.15642643,"('exploitative', 'cooperative')",-0.0865359,-0.1564264,-0.0698905
40,-2.2330153,-2.336652,"('stingy', 'generous')",-2.2330153,-2.336652,-0.1036367
41,0.031932022,-0.012582144,"('unforgiving', 'forgiving')",0.031932,-0.0125821,-0.0445141
42,-2.6485806,-2.641267,"('unreliable', 'reliable')",-2.6485806,-2.6412671,0.0073135
43,0.9439092,0.84046316,"('irresponsible', 'responsible')",0.9439092,0.8404632,-0.103446
44,-1.6781083,-1.6576397,"('prejudiced', 'unprejudiced')",-1.6781083,-1.6576397,0.0204686
45,-0.32044068,-0.31661814,"('incompetent', 'competent')",-0.3204407,-0.3166181,0.0038226
46,-0.043862604,-0.25696674,"('uncompetitive', 'competitive')",-0.0438626,-0.2569667,-0.2131041
47,4.695572,4.8514943,"('stupid', 'smart')",4.6955719,4.8514943,0.1559224
48,1.7108595,1.4758009,"('unintelligent', 'intelligent')",1.7108595,1.4758009,-0.2350586
49,0.7273424,0.7980001,"('unable', 'able')",0.7273424,0.7980001,0.0706577
50,-0.065819465,0.03440518,"('clumsy', 'skillful')",-0.0658195,0.0344052,0.1002247
51,0.19366965,0.166749,"('uneducated', 'educated')",0.1936696,0.166749,-0.0269206
52,-1.0825013,-0.8898292,"('irrational', 'rational')",-1.0825013,-0.8898292,0.1926721
53,0.0086857015,0.05206566,"('uncreative', 'creative')",0.0086857,0.0520657,0.04338
54,1.0704399,1.2998832,"('incapable', 'capable')",1.0704399,1.2998832,0.2294433
55,0.50666773,0.34796286,"('incompetent', 'clever')",0.5066677,0.3479629,-0.1587048
56,0.55274844,0.4626118,"('impractical', 'practical')",0.5527484,0.4626118,-0.0901366
57,-2.7761397,-2.6701603,"('unimaginative', 'imaginative')",-2.7761397,-2.6701603,0.1059794
58,-0.40376437,-0.40345412,"('undiscriminating', 'discriminating')",-0.4037644,-0.4034541,0.0003103
59,-0.32332748,-0.05569529,"('foolish', 'wise')",-0.3233275,-0.0556953,0.2676322
60,1.0664734,0.8010104,"('inefficient', 'efficient')",1.0664734,0.8010104,-0.265463
61,0.12162809,-0.09472196,"('illogical', 'logical')",0.1216281,-0.094722,-0.2163501
62,0.9664967,0.94452906,"('incompetent', 'brilliant')",0.9664967,0.9445291,-0.0219676
63,0.64553505,0.65534383,"('unperceptive', 'insightful')",0.6455351,0.6553438,0.0098087
64,-5.7685575,-5.8243637,"('shy', 'confident')",-5.7685575,-5.8243637,-0.0558062
65,0.49377656,0.36268508,"('insecure', 'secure')",0.4937766,0.3626851,-0.1310915
66,-0.7837432,-0.6502895,"('inactive', 'active')",-0.7837432,-0.6502895,0.1334537
67,-0.6312771,-0.5662264,"('doubtful', 'determined')",-0.6312771,-0.5662264,0.0650507
68,-0.08836001,-0.15431492,"('dependent', 'independent')",-0.08836,-0.1543149,-0.0659549
69,-2.0043333,-1.8242354,"('lazy', 'industrious')",-2.0043333,-1.8242354,0.1800979
70,1.2980635,1.2216105,"('lethargic', 'energetic')",1.2980635,1.2216105,-0.076453
71,0.35311997,0.44598946,"('diffident', 'self-confident')",0.35312,0.4459895,0.0928695
72,1.0072906,1.0333234,"('unambitious', 'ambitious')",1.0072906,1.0333234,0.0260328
73,-3.310952,-3.1670363,"('helpless', 'self-reliant')",-3.3109519,-3.1670363,0.1439156
74,-0.13492647,-0.18930879,"('undedicated', 'dedicated')",-0.1349265,-0.1893088,-0.0543823
75,-0.7625227,-0.47554794,"('meek', 'impulsive')",-0.7625227,-0.4755479,0.2869748
76,0.26183662,0.2026913,"('anxious', 'daring')",0.2618366,0.2026913,-0.0591453
77,-0.40285075,-0.46644518,"('unmotivated', 'motivated')",-0.4028507,-0.4664452,-0.0635945
78,0.028887153,-0.09976068,"('nonresilient', 'resilient')",0.0288872,-0.0997607,-0.1286479
79,-0.7862463,-0.492029,"('wavering', 'unwavering')",-0.7862463,-0.492029,0.2942173
80,-0.034009885,-0.12191863,"('dominated', 'dominating')",-0.0340099,-0.1219186,-0.0879087
81,0.18103573,0.08829126,"('submissive', 'aggressive')",0.1810357,0.0882913,-0.0927444
82,6.1793075,6.3590374,"('poor', 'rich')",6.1793075,6.3590374,0.1797299
83,-0.5285725,-0.56520295,"('powerless', 'powerful')",-0.5285725,-0.565203,-0.0366305
84,0.5092254,0.597015,"('inferior', 'superior')",0.5092254,0.597015,0.0877896
85,-1.0471472,-0.86684245,"('insignificant', 'prestigious')",-1.0471472,-0.8668424,0.1803048
86,0.59974027,0.5683397,"('uninfluential', 'influential')",0.5997403,0.5683397,-0.0314006
87,-0.6329086,-0.43928254,"('unsuccessful', 'successful')",-0.6329086,-0.4392825,0.1936261
88,0.27068993,0.3054814,"('low', 'eminent')",0.2706899,0.3054814,0.0347915
