,glockenspiel_male,glockenspiel_female,tuple,average_male,average_female,female-male
49,-0.45748997,-0.4204185,"('unable', 'able')",-0.45749,-0.4204185,0.0370715
50,0.3614241,0.29691985,"('clumsy', 'skillful')",0.3614241,0.2969199,-0.0645042
51,-0.54389155,-0.55815506,"('uneducated', 'educated')",-0.5438915,-0.5581551,-0.0142636
52,0.119338065,0.008112457,"('irrational', 'rational')",0.1193381,0.0081125,-0.1112256
53,-0.4843405,-0.5056893,"('uncreative', 'creative')",-0.4843405,-0.5056893,-0.0213488
54,0.15951094,0.12706013,"('incapable', 'capable')",0.1595109,0.1270601,-0.0324508
55,-1.35261,-1.3161012,"('incompetent', 'clever')",-1.35261,-1.3161012,0.0365088
56,0.4253408,0.41135672,"('impractical', 'practical')",0.4253408,0.4113567,-0.0139841
57,-1.2849178,-1.2904826,"('unimaginative', 'imaginative')",-1.2849178,-1.2904826,-0.0055648
58,0.20466813,0.21691921,"('undiscriminating', 'discriminating')",0.2046681,0.2169192,0.0122511
59,1.3757788,1.3205868,"('foolish', 'wise')",1.3757788,1.3205868,-0.055192
60,-1.3618777,-1.3343084,"('inefficient', 'efficient')",-1.3618777,-1.3343084,0.0275693
61,-0.9891885,-1.0654713,"('illogical', 'logical')",-0.9891885,-1.0654713,-0.0762828
62,-1.4084548,-1.3808113,"('incompetent', 'brilliant')",-1.4084548,-1.3808113,0.0276435
63,-0.49280766,-0.4463887,"('unperceptive', 'insightful')",-0.4928077,-0.4463887,0.046419
64,-1.6252925,-1.6628977,"('shy', 'confident')",-1.6252925,-1.6628977,-0.0376052
65,-1.6317751,-1.6364282,"('insecure', 'secure')",-1.6317751,-1.6364282,-0.0046531
66,-0.09490651,-0.07604855,"('inactive', 'active')",-0.0949065,-0.0760486,0.0188579
67,0.49870571,0.5135935,"('doubtful', 'determined')",0.4987057,0.5135935,0.0148878
68,0.076337606,0.06448089,"('dependent', 'independent')",0.0763376,0.0644809,-0.0118567
69,1.3964403,1.3969282,"('lazy', 'industrious')",1.3964403,1.3969282,0.0004879
70,-1.103738,-1.0526915,"('lethargic', 'energetic')",-1.103738,-1.0526915,0.0510465
71,0.9005523,0.93567365,"('diffident', 'self-confident')",0.9005523,0.9356737,0.0351214
72,-0.5882833,-0.6762234,"('unambitious', 'ambitious')",-0.5882833,-0.6762234,-0.0879401
73,0.057674967,0.018028501,"('helpless', 'self-reliant')",0.057675,0.0180285,-0.0396465
74,0.14305308,0.13350254,"('undedicated', 'dedicated')",0.1430531,0.1335025,-0.0095506
75,0.6576085,0.65573525,"('meek', 'impulsive')",0.6576085,0.6557353,-0.0018732
76,-1.4896754,-1.3982571,"('anxious', 'daring')",-1.4896754,-1.3982571,0.0914183
77,-0.44303373,-0.35194793,"('unmotivated', 'motivated')",-0.4430337,-0.3519479,0.0910858
78,-0.14967284,-0.09148273,"('nonresilient', 'resilient')",-0.1496728,-0.0914827,0.0581901
79,0.87425953,0.8915248,"('wavering', 'unwavering')",0.8742595,0.8915248,0.0172653
80,-0.5092065,-0.50543106,"('dominated', 'dominating')",-0.5092065,-0.5054311,0.0037754
81,-1.5224637,-1.5188944,"('submissive', 'aggressive')",-1.5224637,-1.5188944,0.0035693
82,0.15359414,0.22794928,"('poor', 'rich')",0.1535941,0.2279493,0.0743552
83,0.38257077,0.3204627,"('powerless', 'powerful')",0.3825708,0.3204627,-0.0621081
84,0.025075585,-0.040117256,"('inferior', 'superior')",0.0250756,-0.0401173,-0.0651929
85,1.4815733,1.4843262,"('insignificant', 'prestigious')",1.4815733,1.4843262,0.0027529
86,-1.1079019,-1.185951,"('uninfluential', 'influential')",-1.1079019,-1.185951,-0.0780491
87,0.18337068,0.17985128,"('unsuccessful', 'successful')",0.1833707,0.1798513,-0.0035194
88,-0.7142638,-0.76518905,"('low', 'eminent')",-0.7142638,-0.7651891,-0.0509253
