,monument_male,monument_female,tuple,average_male,average_female,female-male
46,-0.4262746,-0.67202044,"('uncompetitive', 'competitive')",-0.4262746,-0.6720204,-0.2457458
47,4.8978496,5.047059,"('stupid', 'smart')",4.8978496,5.0470591,0.1492095
48,0.92053115,0.9518055,"('unintelligent', 'intelligent')",0.9205312,0.9518055,0.0312743
49,-0.0044659823,0.1299263,"('unable', 'able')",-0.004466,0.1299263,0.1343923
50,-0.737842,-0.6913276,"('clumsy', 'skillful')",-0.737842,-0.6913276,0.0465144
51,1.1264075,0.889531,"('uneducated', 'educated')",1.1264075,0.889531,-0.2368765
52,-1.3271967,-1.253362,"('irrational', 'rational')",-1.3271967,-1.2533621,0.0738346
53,-0.10990171,-0.20297949,"('uncreative', 'creative')",-0.1099017,-0.2029795,-0.0930778
54,0.99225694,0.9884476,"('incapable', 'capable')",0.9922569,0.9884476,-0.0038093
55,1.3517756,1.2555737,"('incompetent', 'clever')",1.3517756,1.2555737,-0.0962019
56,1.3965026,1.1375308,"('impractical', 'practical')",1.3965026,1.1375308,-0.2589718
57,-1.896581,-2.3349214,"('unimaginative', 'imaginative')",-1.8965811,-2.3349214,-0.4383403
58,0.20247284,0.10070431,"('undiscriminating', 'discriminating')",0.2024728,0.1007043,-0.1017685
59,-0.38979855,-0.4058515,"('foolish', 'wise')",-0.3897986,-0.4058515,-0.0160529
60,1.1331291,1.1837854,"('inefficient', 'efficient')",1.1331291,1.1837854,0.0506563
61,0.5786798,0.29731876,"('illogical', 'logical')",0.5786798,0.2973188,-0.281361
62,1.2922791,1.2108259,"('incompetent', 'brilliant')",1.2922791,1.2108259,-0.0814532
63,0.9300704,0.82769156,"('unperceptive', 'insightful')",0.9300704,0.8276916,-0.1023788
64,-6.4046836,-6.6883025,"('shy', 'confident')",-6.4046836,-6.6883025,-0.2836189
65,0.4745279,0.4338667,"('insecure', 'secure')",0.4745279,0.4338667,-0.0406612
66,-0.522115,-0.7678113,"('inactive', 'active')",-0.522115,-0.7678113,-0.2456963
67,0.11287364,-0.06427243,"('doubtful', 'determined')",0.1128736,-0.0642724,-0.177146
68,-1.2211065,-1.137616,"('dependent', 'independent')",-1.2211065,-1.137616,0.0834905
69,-2.0896375,-2.081568,"('lazy', 'industrious')",-2.0896375,-2.081568,0.0080695
70,1.6149204,1.3920976,"('lethargic', 'energetic')",1.6149204,1.3920976,-0.2228228
71,-0.011464752,0.003190335,"('diffident', 'self-confident')",-0.0114648,0.0031903,0.0146551
72,1.243493,1.2428063,"('unambitious', 'ambitious')",1.243493,1.2428063,-0.0006867
73,-3.58107,-3.4853096,"('helpless', 'self-reliant')",-3.5810699,-3.4853096,0.0957603
74,0.7285965,0.5726975,"('undedicated', 'dedicated')",0.7285965,0.5726975,-0.155899
75,-1.5958976,-1.6486362,"('meek', 'impulsive')",-1.5958976,-1.6486362,-0.0527386
76,0.9056276,0.8422127,"('anxious', 'daring')",0.9056276,0.8422127,-0.0634149
77,-0.8315355,-0.7711713,"('unmotivated', 'motivated')",-0.8315355,-0.7711713,0.0603642
78,-0.6717372,-0.6938023,"('nonresilient', 'resilient')",-0.6717372,-0.6938023,-0.0220651
79,-0.45715564,-0.43941826,"('wavering', 'unwavering')",-0.4571556,-0.4394183,0.0177373
80,0.6647425,0.2700058,"('dominated', 'dominating')",0.6647425,0.2700058,-0.3947367
81,0.92888165,0.6517884,"('submissive', 'aggressive')",0.9288816,0.6517884,-0.2770932
82,5.784985,6.0045652,"('poor', 'rich')",5.7849851,6.0045652,0.2195801
83,-0.076752916,-0.23520167,"('powerless', 'powerful')",-0.0767529,-0.2352017,-0.1584488
84,0.3264807,0.30461192,"('inferior', 'superior')",0.3264807,0.3046119,-0.0218688
85,-1.3188467,-1.0716816,"('insignificant', 'prestigious')",-1.3188467,-1.0716816,0.2471651
86,1.3651184,0.95542234,"('uninfluential', 'influential')",1.3651184,0.9554223,-0.4096961
87,0.5016856,0.2549786,"('unsuccessful', 'successful')",0.5016856,0.2549786,-0.246707
88,0.7334342,0.6034647,"('low', 'eminent')",0.7334342,0.6034647,-0.1299695
