,solution_male,solution_female,tuple,average_male,average_female,female-male
45,0.9631578,0.9445792,"('incompetent', 'competent')",0.9631578,0.9445792,-0.0185786
46,-0.11606385,-0.17911124,"('uncompetitive', 'competitive')",-0.1160638,-0.1791112,-0.0630474
47,5.366259,5.486883,"('stupid', 'smart')",5.3662591,5.4868832,0.1206241
48,1.213979,1.163218,"('unintelligent', 'intelligent')",1.213979,1.163218,-0.050761
49,0.37458768,0.41568774,"('unable', 'able')",0.3745877,0.4156877,0.0411
50,-0.61530334,-0.63727856,"('clumsy', 'skillful')",-0.6153033,-0.6372786,-0.0219753
51,0.70153606,0.5570128,"('uneducated', 'educated')",0.7015361,0.5570128,-0.1445233
52,-1.0406207,-1.0987843,"('irrational', 'rational')",-1.0406207,-1.0987843,-0.0581636
53,-0.13661224,-0.10352747,"('uncreative', 'creative')",-0.1366122,-0.1035275,0.0330847
54,0.6871711,0.76963496,"('incapable', 'capable')",0.6871711,0.769635,0.0824639
55,1.5832216,1.5132934,"('incompetent', 'clever')",1.5832216,1.5132934,-0.0699282
56,1.2243251,1.1454484,"('impractical', 'practical')",1.2243251,1.1454484,-0.0788767
57,-2.9513264,-2.9151838,"('unimaginative', 'imaginative')",-2.9513264,-2.9151838,0.0361426
58,0.041211367,0.032581657,"('undiscriminating', 'discriminating')",0.0412114,0.0325817,-0.0086297
59,-0.69315004,-0.71089846,"('foolish', 'wise')",-0.69315,-0.7108985,-0.0177485
60,2.0182178,1.9645613,"('inefficient', 'efficient')",2.0182178,1.9645613,-0.0536565
61,1.3054488,1.1805805,"('illogical', 'logical')",1.3054488,1.1805805,-0.1248683
62,1.4133596,1.436848,"('incompetent', 'brilliant')",1.4133596,1.436848,0.0234884
63,0.9253772,0.9905824,"('unperceptive', 'insightful')",0.9253772,0.9905824,0.0652052
64,-6.2731075,-6.432582,"('shy', 'confident')",-6.2731075,-6.4325819,-0.1594744
65,0.9045128,0.8333784,"('insecure', 'secure')",0.9045128,0.8333784,-0.0711344
66,-1.2205232,-1.2002312,"('inactive', 'active')",-1.2205232,-1.2002312,0.020292
67,-0.032919783,-0.01766387,"('doubtful', 'determined')",-0.0329198,-0.0176639,0.0152559
68,-0.51426053,-0.52461636,"('dependent', 'independent')",-0.5142605,-0.5246164,-0.0103559
69,-2.13032,-2.1017146,"('lazy', 'industrious')",-2.1303201,-2.1017146,0.0286055
70,1.1805445,1.0919528,"('lethargic', 'energetic')",1.1805445,1.0919528,-0.0885917
71,0.8202452,0.91942847,"('diffident', 'self-confident')",0.8202452,0.9194285,0.0991833
72,0.35813397,0.34881282,"('unambitious', 'ambitious')",0.358134,0.3488128,-0.0093212
73,-3.4862354,-3.5031538,"('helpless', 'self-reliant')",-3.4862354,-3.5031538,-0.0169184
74,0.7061596,0.5888097,"('undedicated', 'dedicated')",0.7061596,0.5888097,-0.1173499
75,-2.0915632,-1.9478099,"('meek', 'impulsive')",-2.0915632,-1.9478099,0.1437533
76,0.58944464,0.54721004,"('anxious', 'daring')",0.5894446,0.54721,-0.0422346
77,-0.78799933,-0.70387447,"('unmotivated', 'motivated')",-0.7879993,-0.7038745,0.0841248
78,0.039173268,0.07425261,"('nonresilient', 'resilient')",0.0391733,0.0742526,0.0350793
79,-0.842242,-0.7707227,"('wavering', 'unwavering')",-0.842242,-0.7707227,0.0715193
80,0.27132207,0.22522262,"('dominated', 'dominating')",0.2713221,0.2252226,-0.0460995
81,0.44656593,0.47799462,"('submissive', 'aggressive')",0.4465659,0.4779946,0.0314287
82,5.48169,5.5911846,"('poor', 'rich')",5.4816899,5.5911846,0.1094947
83,-0.21008302,-0.263112,"('powerless', 'powerful')",-0.210083,-0.263112,-0.053029
84,0.630249,0.6079841,"('inferior', 'superior')",0.630249,0.6079841,-0.0222649
85,-1.0353501,-1.0235081,"('insignificant', 'prestigious')",-1.0353501,-1.0235081,0.011842
86,0.5480687,0.40522197,"('uninfluential', 'influential')",0.5480687,0.405222,-0.1428467
87,0.34659362,0.42259073,"('unsuccessful', 'successful')",0.3465936,0.4225907,0.0759971
88,0.6161527,0.5866782,"('low', 'eminent')",0.6161527,0.5866782,-0.0294745
