,blackfish_male,blackfish_female,tuple,average_male,average_female,female-male
60,1.2513611,1.4093814,"('inefficient', 'efficient')",1.2513611,1.4093814,0.1580203
61,-0.1699718,-0.2763444,"('illogical', 'logical')",-0.1699718,-0.2763444,-0.1063726
62,1.2425227,1.4143087,"('incompetent', 'brilliant')",1.2425227,1.4143087,0.171786
63,-0.23656528,-0.11568802,"('unperceptive', 'insightful')",-0.2365653,-0.115688,0.1208773
64,-1.7868581,-1.8717917,"('shy', 'confident')",-1.7868581,-1.8717917,-0.0849336
65,0.31310773,0.44028422,"('insecure', 'secure')",0.3131077,0.4402842,0.1271765
66,-0.9408142,-0.9210205,"('inactive', 'active')",-0.9408142,-0.9210205,0.0197937
67,0.67014396,0.7036491,"('doubtful', 'determined')",0.670144,0.7036491,0.0335051
68,-0.8401912,-0.85396427,"('dependent', 'independent')",-0.8401912,-0.8539643,-0.0137731
69,-1.2158635,-1.2397288,"('lazy', 'industrious')",-1.2158635,-1.2397288,-0.0238653
70,0.041151024,0.17555338,"('lethargic', 'energetic')",0.041151,0.1755534,0.1344024
71,0.037963033,0.008544702,"('diffident', 'self-confident')",0.037963,0.0085447,-0.0294183
72,-0.29273605,-0.3267658,"('unambitious', 'ambitious')",-0.2927361,-0.3267658,-0.0340297
73,-1.1705323,-1.2506328,"('helpless', 'self-reliant')",-1.1705323,-1.2506328,-0.0801005
74,0.3910346,0.3629517,"('undedicated', 'dedicated')",0.3910346,0.3629517,-0.0280829
75,-0.53441477,-0.51943445,"('meek', 'impulsive')",-0.5344148,-0.5194345,0.0149803
76,0.56479,0.7602787,"('anxious', 'daring')",0.56479,0.7602787,0.1954887
77,-0.48848763,-0.3781584,"('unmotivated', 'motivated')",-0.4884876,-0.3781584,0.1103292
78,-0.42417347,-0.38331604,"('nonresilient', 'resilient')",-0.4241735,-0.383316,0.0408575
79,-1.2244394,-1.227578,"('wavering', 'unwavering')",-1.2244394,-1.227578,-0.0031386
80,0.7120582,0.8084604,"('dominated', 'dominating')",0.7120582,0.8084604,0.0964022
81,1.1315726,1.268552,"('submissive', 'aggressive')",1.1315726,1.2685519,0.1369793
82,1.421171,1.5564588,"('poor', 'rich')",1.4211709,1.5564588,0.1352879
83,-0.24264456,-0.25523946,"('powerless', 'powerful')",-0.2426446,-0.2552395,-0.0125949
84,0.20152876,0.16111326,"('inferior', 'superior')",0.2015288,0.1611133,-0.0404155
85,-0.85304594,-0.96643865,"('insignificant', 'prestigious')",-0.8530459,-0.9664387,-0.1133928
86,-0.46108142,-0.544137,"('uninfluential', 'influential')",-0.4610814,-0.544137,-0.0830556
87,0.2955534,0.37007126,"('unsuccessful', 'successful')",0.2955534,0.3700713,0.0745179
88,-0.4123178,-0.50067234,"('low', 'eminent')",-0.4123178,-0.5006723,-0.0883545
