,lounge_male,lounge_female,tuple,average_male,average_female,female-male
55,1.2051772,1.2854778,"('incompetent', 'clever')",1.2051772,1.2854778,0.0803006
56,0.8207332,0.9018823,"('impractical', 'practical')",0.8207332,0.9018823,0.0811491
57,-2.477399,-2.5238373,"('unimaginative', 'imaginative')",-2.4773991,-2.5238373,-0.0464382
58,0.87364763,0.85652554,"('undiscriminating', 'discriminating')",0.8736476,0.8565255,-0.0171221
59,-0.33068436,-0.26866776,"('foolish', 'wise')",-0.3306844,-0.2686678,0.0620166
60,0.91786987,1.1831794,"('inefficient', 'efficient')",0.9178699,1.1831794,0.2653095
61,0.6468472,0.6360728,"('illogical', 'logical')",0.6468472,0.6360728,-0.0107744
62,0.7928957,0.9814577,"('incompetent', 'brilliant')",0.7928957,0.9814577,0.188562
63,0.4236459,0.5507365,"('unperceptive', 'insightful')",0.4236459,0.5507365,0.1270906
64,-6.273151,-6.341011,"('shy', 'confident')",-6.2731509,-6.341011,-0.0678601
65,0.6743788,0.72831213,"('insecure', 'secure')",0.6743788,0.7283121,0.0539333
66,-0.05607217,-0.18937391,"('inactive', 'active')",-0.0560722,-0.1893739,-0.1333017
67,-0.37398583,-0.20691164,"('doubtful', 'determined')",-0.3739858,-0.2069116,0.1670742
68,-0.71156496,-0.6513169,"('dependent', 'independent')",-0.711565,-0.6513169,0.0602481
69,-2.416164,-2.4239042,"('lazy', 'industrious')",-2.4161639,-2.4239042,-0.0077403
70,1.2714283,1.2300584,"('lethargic', 'energetic')",1.2714283,1.2300584,-0.0413699
71,0.39265773,0.4306821,"('diffident', 'self-confident')",0.3926577,0.4306821,0.0380244
72,0.70224947,0.67887866,"('unambitious', 'ambitious')",0.7022495,0.6788787,-0.0233708
73,-2.918731,-2.9414241,"('helpless', 'self-reliant')",-2.918731,-2.9414241,-0.0226931
74,0.1882711,0.13976525,"('undedicated', 'dedicated')",0.1882711,0.1397652,-0.0485059
75,-1.1405365,-1.2105032,"('meek', 'impulsive')",-1.1405365,-1.2105032,-0.0699667
76,0.67036545,0.5351591,"('anxious', 'daring')",0.6703655,0.5351591,-0.1352064
77,-1.2450265,-1.0459692,"('unmotivated', 'motivated')",-1.2450265,-1.0459692,0.1990573
78,-0.6528957,-0.5218765,"('nonresilient', 'resilient')",-0.6528957,-0.5218765,0.1310192
79,-0.5337695,-0.51812834,"('wavering', 'unwavering')",-0.5337695,-0.5181283,0.0156412
80,-0.27917856,-0.40457085,"('dominated', 'dominating')",-0.2791786,-0.4045708,-0.1253922
81,-0.15025455,-0.13697547,"('submissive', 'aggressive')",-0.1502545,-0.1369755,0.013279
82,6.608567,6.7954183,"('poor', 'rich')",6.6085672,6.7954183,0.1868511
83,-0.184223,-0.19279796,"('powerless', 'powerful')",-0.184223,-0.192798,-0.008575
84,0.22292003,0.1966793,"('inferior', 'superior')",0.22292,0.1966793,-0.0262407
85,-0.902406,-0.9977975,"('insignificant', 'prestigious')",-0.902406,-0.9977975,-0.0953915
86,0.59627974,0.60936713,"('uninfluential', 'influential')",0.5962797,0.6093671,0.0130874
87,0.0047172764,0.08440877,"('unsuccessful', 'successful')",0.0047173,0.0844088,0.0796915
88,0.18581522,0.17526291,"('low', 'eminent')",0.1858152,0.1752629,-0.0105523
