,infrastructure_male,infrastructure_female,tuple,average_male,average_female,female-male
50,-0.3406503,-0.3915055,"('clumsy', 'skillful')",-0.3406503,-0.3915055,-0.0508552
51,0.10084687,0.057463598,"('uneducated', 'educated')",0.1008469,0.0574636,-0.0433833
52,-0.13720807,-0.36580852,"('irrational', 'rational')",-0.1372081,-0.3658085,-0.2286004
53,0.35661006,0.20854104,"('uncreative', 'creative')",0.3566101,0.208541,-0.1480691
54,0.7864114,0.8334881,"('incapable', 'capable')",0.7864114,0.8334881,0.0470767
55,-0.061811678,0.0662886,"('incompetent', 'clever')",-0.0618117,0.0662886,0.1281003
56,0.7455581,0.823374,"('impractical', 'practical')",0.7455581,0.823374,0.0778159
57,-2.3657331,-2.4734588,"('unimaginative', 'imaginative')",-2.3657331,-2.4734588,-0.1077257
58,0.047160562,0.02151379,"('undiscriminating', 'discriminating')",0.0471606,0.0215138,-0.0256468
59,0.7153291,0.61062515,"('foolish', 'wise')",0.7153291,0.6106251,-0.104704
60,0.22863267,0.4286546,"('inefficient', 'efficient')",0.2286327,0.4286546,0.2000219
61,0.43760133,0.2896468,"('illogical', 'logical')",0.4376013,0.2896468,-0.1479545
62,0.6782477,0.85589445,"('incompetent', 'brilliant')",0.6782477,0.8558944,0.1776467
63,0.70230687,0.7307211,"('unperceptive', 'insightful')",0.7023069,0.7307211,0.0284142
64,-5.8372555,-5.8904347,"('shy', 'confident')",-5.8372555,-5.8904347,-0.0531792
65,-0.48721865,-0.2996077,"('insecure', 'secure')",-0.4872186,-0.2996077,0.1876109
66,0.33104697,0.24727246,"('inactive', 'active')",0.331047,0.2472725,-0.0837745
67,0.06895438,0.18919306,"('doubtful', 'determined')",0.0689544,0.1891931,0.1202387
68,-1.1606133,-1.1225452,"('dependent', 'independent')",-1.1606133,-1.1225452,0.0380681
69,-0.7769385,-0.9752713,"('lazy', 'industrious')",-0.7769385,-0.9752713,-0.1983328
70,0.7058413,0.85591394,"('lethargic', 'energetic')",0.7058413,0.8559139,0.1500726
71,1.355598,1.2610016,"('diffident', 'self-confident')",1.355598,1.2610016,-0.0945964
72,0.48047417,0.55519146,"('unambitious', 'ambitious')",0.4804742,0.5551915,0.0747173
73,-3.1992671,-3.2277102,"('helpless', 'self-reliant')",-3.1992671,-3.2277102,-0.0284431
74,0.03991378,0.04675511,"('undedicated', 'dedicated')",0.0399138,0.0467551,0.0068413
75,-0.43683755,-0.46792933,"('meek', 'impulsive')",-0.4368376,-0.4679293,-0.0310917
76,-0.4955709,-0.35292572,"('anxious', 'daring')",-0.4955709,-0.3529257,0.1426452
77,-0.89685535,-0.7839915,"('unmotivated', 'motivated')",-0.8968554,-0.7839915,0.1128639
78,-0.1356287,-0.250453,"('nonresilient', 'resilient')",-0.1356287,-0.250453,-0.1148243
79,0.34829992,0.22555675,"('wavering', 'unwavering')",0.3482999,0.2255567,-0.1227432
80,-0.15449497,-0.027653508,"('dominated', 'dominating')",-0.154495,-0.0276535,0.1268415
81,-0.3227346,-0.11993334,"('submissive', 'aggressive')",-0.3227346,-0.1199333,0.2028013
82,5.697793,5.8097353,"('poor', 'rich')",5.697793,5.8097353,0.1119423
83,-0.16716471,-0.18035999,"('powerless', 'powerful')",-0.1671647,-0.18036,-0.0131953
84,-0.13061865,-0.1385035,"('inferior', 'superior')",-0.1306186,-0.1385035,-0.0078849
85,0.5391939,0.27090043,"('insignificant', 'prestigious')",0.5391939,0.2709004,-0.2682935
86,0.35522878,0.2733972,"('uninfluential', 'influential')",0.3552288,0.2733972,-0.0818316
87,0.25988275,0.2955249,"('unsuccessful', 'successful')",0.2598827,0.2955249,0.0356422
88,0.8105511,0.6536106,"('low', 'eminent')",0.8105511,0.6536106,-0.1569405
