,astrolabe_male,astrolabe_female,tuple,average_male,average_female,female-male
57,-1.612563,-1.7167385,"('unimaginative', 'imaginative')",-1.612563,-1.7167385,-0.1041755
58,0.30810097,0.21434778,"('undiscriminating', 'discriminating')",0.308101,0.2143478,-0.0937532
59,0.108379096,0.068367116,"('foolish', 'wise')",0.1083791,0.0683671,-0.040012
60,-0.21872653,-0.048416503,"('inefficient', 'efficient')",-0.2187265,-0.0484165,0.17031
61,-0.022912517,-0.22405604,"('illogical', 'logical')",-0.0229125,-0.224056,-0.2011435
62,-0.30510938,-0.11590673,"('incompetent', 'brilliant')",-0.3051094,-0.1159067,0.1892027
63,-0.053483434,-0.09454643,"('unperceptive', 'insightful')",-0.0534834,-0.0945464,-0.041063
64,-2.154583,-2.200989,"('shy', 'confident')",-2.154583,-2.200989,-0.046406
65,-0.43058804,-0.3570213,"('insecure', 'secure')",-0.430588,-0.3570213,0.0735667
66,-1.213477,-1.2905087,"('inactive', 'active')",-1.213477,-1.2905087,-0.0770317
67,-0.5695897,-0.47457832,"('doubtful', 'determined')",-0.5695897,-0.4745783,0.0950114
68,-0.31447428,-0.3418046,"('dependent', 'independent')",-0.3144743,-0.3418046,-0.0273303
69,-0.12251783,-0.15460992,"('lazy', 'industrious')",-0.1225178,-0.1546099,-0.0320921
70,-0.9739368,-1.017919,"('lethargic', 'energetic')",-0.9739368,-1.0179189,-0.0439821
71,0.24554737,0.21176091,"('diffident', 'self-confident')",0.2455474,0.2117609,-0.0337865
72,0.1824351,0.3039926,"('unambitious', 'ambitious')",0.1824351,0.3039926,0.1215575
73,-0.9005424,-0.90090495,"('helpless', 'self-reliant')",-0.9005424,-0.900905,-0.0003626
74,-0.606973,-0.6938115,"('undedicated', 'dedicated')",-0.606973,-0.6938115,-0.0868385
75,0.14361215,0.16018316,"('meek', 'impulsive')",0.1436121,0.1601832,0.0165711
76,-0.49040374,-0.35001624,"('anxious', 'daring')",-0.4904037,-0.3500162,0.1403875
77,-0.18710615,-0.27561718,"('unmotivated', 'motivated')",-0.1871061,-0.2756172,-0.0885111
78,-0.62182444,-0.64533657,"('nonresilient', 'resilient')",-0.6218244,-0.6453366,-0.0235122
79,-0.5606946,-0.6773151,"('wavering', 'unwavering')",-0.5606946,-0.6773151,-0.1166205
80,-0.5471777,-0.40941632,"('dominated', 'dominating')",-0.5471777,-0.4094163,0.1377614
81,-0.64171696,-0.506842,"('submissive', 'aggressive')",-0.641717,-0.506842,0.134875
82,1.1319983,1.098939,"('poor', 'rich')",1.1319983,1.0989389,-0.0330594
83,-0.013233915,-0.044557985,"('powerless', 'powerful')",-0.0132339,-0.044558,-0.0313241
84,0.3134066,0.290906,"('inferior', 'superior')",0.3134066,0.290906,-0.0225006
85,0.5106884,0.31493098,"('insignificant', 'prestigious')",0.5106884,0.314931,-0.1957574
86,-0.6849894,-0.90238756,"('uninfluential', 'influential')",-0.6849894,-0.9023876,-0.2173982
87,-0.46923834,-0.48059887,"('unsuccessful', 'successful')",-0.4692383,-0.4805989,-0.0113606
88,0.23888235,0.17713244,"('low', 'eminent')",0.2388823,0.1771324,-0.0617499
